Airline,Airline ID,Source airport,Destination airport
AA,24,ZRH,LHR
AB,214,AGP,CGN
AB,214,AGP,DUS
AB,214,AGP,HAM
AB,214,AGP,MUC
AB,214,AGP,PMI
AB,214,AGP,STR
AB,214,AGP,TXL
AB,214,AGP,VIE
AB,214,ALC,DUS
AB,214,ALC,FRA
AB,214,ALC,HAM
AB,214,ALC,MUC
AB,214,ALC,PMI
AB,214,ALC,STR
AB,214,ALC,TXL
AB,214,ALC,ZRH
AB,214,ARN,TXL
AB,214,ARN,VIE
AB,214,AYT,CGN
AB,214,AYT,DRS
AB,214,AYT,DUS
AB,214,AYT,FMO
AB,214,AYT,HAM
AB,214,AYT,LEJ
AB,214,AYT,MUC
AB,214,AYT,NUE
AB,214,AYT,PAD
AB,214,AYT,STR
AB,214,AYT,TXL
AB,214,BCN,DUS
AB,214,BCN,TXL
AB,214,BCN,VIE
AB,214,BDS,MUC
AB,214,BDS,ZRH
AB,214,BEG,DUS
AB,214,BEG,FRA
AB,214,BEG,STR
AB,214,BEG,TXL
AB,214,BIO,PMI
AB,214,BRE,PMI
AB,214,BRI,TXL
AB,214,BSL,CTA
AB,214,BSL,HER
AB,214,BSL,IBZ
AB,214,BSL,LHR
AB,214,BSL,PMI
AB,214,BUD,TXL
AB,214,CAG,DUS
AB,214,CAG,MUC
AB,214,CDG,VIE
AB,214,CFU,CGN
AB,214,CFU,DUS
AB,214,CFU,FMO
AB,214,CFU,FRA
AB,214,CFU,HAM
AB,214,CFU,MUC
AB,214,CFU,TXL
AB,214,CFU,VIE
AB,214,CGN,AGP
AB,214,CGN,AYT
AB,214,CGN,CFU
AB,214,CGN,CLY
AB,214,CGN,IBZ
AB,214,CGN,KGS
AB,214,CGN,MAH
AB,214,CGN,MUC
AB,214,CGN,OLB
AB,214,CGN,PMI
AB,214,CGN,SAW
AB,214,CGN,TXL
AB,214,CHQ,VIE
AB,214,CLY,CGN
AB,214,CLY,DUS
AB,214,CLY,FMM
AB,214,CLY,SZG
AB,214,CPH,DUS
AB,214,CPH,PMI
AB,214,CPH,TXL
AB,214,CPH,VIE
AB,214,CTA,BSL
AB,214,CTA,DUS
AB,214,CTA,FRA
AB,214,CTA,MUC
AB,214,CTA,STR
AB,214,CTA,TXL
AB,214,CTA,ZRH
AB,214,DRS,AYT
AB,214,DRS,DUS
AB,214,DRS,HER
AB,214,DRS,PMI
AB,214,DRS,RHO
AB,214,DTM,PMI
AB,214,DUS,AGP
AB,214,DUS,ALC
AB,214,DUS,AYT
AB,214,DUS,BCN
AB,214,DUS,BEG
AB,214,DUS,CAG
AB,214,DUS,CFU
AB,214,DUS,CLY
AB,214,DUS,CPH
AB,214,DUS,CTA
AB,214,DUS,DRS
AB,214,DUS,FAO
AB,214,DUS,FCO
AB,214,DUS,FLR
AB,214,DUS,FNC
AB,214,DUS,GCI
AB,214,DUS,GWT
AB,214,DUS,HAM
AB,214,DUS,HEL
AB,214,DUS,HER
AB,214,DUS,IBZ
AB,214,DUS,JER
AB,214,DUS,KGS
AB,214,DUS,KVA
AB,214,DUS,MAD
AB,214,DUS,MAH
AB,214,DUS,MJT
AB,214,DUS,MUC
AB,214,DUS,MXP
AB,214,DUS,NAP
AB,214,DUS,NCE
AB,214,DUS,NUE
AB,214,DUS,OLB
AB,214,DUS,PMI
AB,214,DUS,PVK
AB,214,DUS,RHO
AB,214,DUS,RIX
AB,214,DUS,SAW
AB,214,DUS,SKG
AB,214,DUS,SMI
AB,214,DUS,STN
AB,214,DUS,STR
AB,214,DUS,SZG
AB,214,DUS,TXL
AB,214,DUS,VCE
AB,214,DUS,VIE
AB,214,DUS,ZRH
AB,214,DUS,ZTH
AB,214,FAO,DUS
AB,214,FAO,HAM
AB,214,FAO,MUC
AB,214,FAO,PMI
AB,214,FAO,TXL
AB,214,FCO,DUS
AB,214,FCO,TXL
AB,214,FCO,VIE
AB,214,FDH,IBZ
AB,214,FDH,PMI
AB,214,FKB,PMI
AB,214,FKB,TXL
AB,214,FLR,DUS
AB,214,FLR,STR
AB,214,FLR,VIE
AB,214,FMM,CLY
AB,214,FMO,AYT
AB,214,FMO,CFU
AB,214,FMO,IBZ
AB,214,FMO,PMI
AB,214,FNC,DUS
AB,214,FNC,LEJ
AB,214,FNC,MUC
AB,214,FNC,TXL
AB,214,FNC,VIE
AB,214,FNC,ZRH
AB,214,FRA,ALC
AB,214,FRA,BEG
AB,214,FRA,CFU
AB,214,FRA,CTA
AB,214,FRA,GCI
AB,214,FRA,HEL
AB,214,FRA,IBZ
AB,214,FRA,LCY
AB,214,FRA,LHR
AB,214,FRA,MAD
AB,214,FRA,PMI
AB,214,FRA,RIX
AB,214,FRA,TXL
AB,214,FRA,VIE
AB,214,GCI,DUS
AB,214,GCI,JER
AB,214,GDN,TXL
AB,214,GOT,TXL
AB,214,GRZ,HER
AB,214,GRZ,PMI
AB,214,GRZ,TXL
AB,214,GVA,MAD
AB,214,GWT,DUS
AB,214,GWT,MUC
AB,214,GWT,STR
AB,214,GWT,TXL
AB,214,GWT,ZRH
AB,214,HAJ,IBZ
AB,214,HAJ,JER
AB,214,HAJ,LHR
AB,214,HAJ,PMI
AB,214,HAJ,STR
AB,214,HAJ,VIE
AB,214,HAM,AGP
AB,214,HAM,ALC
AB,214,HAM,AYT
AB,214,HAM,CFU
AB,214,HAM,DUS
AB,214,HAM,FAO
AB,214,HAM,HEL
AB,214,HAM,HER
AB,214,HAM,IBZ
AB,214,HAM,KGS
AB,214,HAM,LHR
AB,214,HAM,MUC
AB,214,HAM,NUE
AB,214,HAM,OLB
AB,214,HAM,PMI
AB,214,HAM,RIX
AB,214,HAM,SKG
AB,214,HAM,STR
AB,214,HAM,SZG
AB,214,HAM,VIE
AB,214,HEL,DUS
AB,214,HEL,FRA
AB,214,HEL,HAM
AB,214,HEL,MUC
AB,214,HEL,TXL
AB,214,HEL,VIE
AB,214,HEL,ZRH
AB,214,HER,BSL
AB,214,HER,DRS
AB,214,HER,DUS
AB,214,HER,GRZ
AB,214,HER,HAM
AB,214,HER,LEJ
AB,214,HER,LNZ
AB,214,HER,MUC
AB,214,HER,NUE
AB,214,HER,SZG
AB,214,HER,TXL
AB,214,HER,VIE
AB,214,HER,ZRH
AB,214,IBZ,BSL
AB,214,IBZ,CGN
AB,214,IBZ,DUS
AB,214,IBZ,FDH
AB,214,IBZ,FMO
AB,214,IBZ,FRA
AB,214,IBZ,HAJ
AB,214,IBZ,HAM
AB,214,IBZ,MUC
AB,214,IBZ,NUE
AB,214,IBZ,PAD
AB,214,IBZ,PMI
AB,214,IBZ,STR
AB,214,IBZ,TXL
AB,214,IBZ,ZRH
AB,214,INN,PMI
AB,214,JER,DUS
AB,214,JER,FRA
AB,214,JER,HAJ
AB,214,JER,STR
AB,214,JMK,VIE
AB,214,JTR,VIE
AB,214,KGS,CGN
AB,214,KGS,DUS
AB,214,KGS,HAM
AB,214,KGS,LEJ
AB,214,KGS,MUC
AB,214,KGS,TXL
AB,214,KLX,VIE
AB,214,KRK,TXL
AB,214,KVA,DUS
AB,214,KVA,MUC
AB,214,LCY,FRA
AB,214,LCY,ZRH
AB,214,LEI,PMI
AB,214,LEJ,AYT
AB,214,LEJ,FNC
AB,214,LEJ,HER
AB,214,LEJ,KGS
AB,214,LEJ,PMI
AB,214,LGW,SZG
AB,214,LHR,BSL
AB,214,LHR,FRA
AB,214,LHR,HAJ
AB,214,LHR,HAM
AB,214,LHR,MUC
AB,214,LHR,ORY
AB,214,LHR,STR
AB,214,LHR,TXL
AB,214,LHR,VIE
AB,214,LHR,ZRH
AB,214,LNZ,HER
AB,214,LNZ,PMI
AB,214,MAD,DUS
AB,214,MAD,FRA
AB,214,MAD,GVA
AB,214,MAD,MUC
AB,214,MAD,TXL
AB,214,MAD,VIE
AB,214,MAD,ZRH
AB,214,MAH,CGN
AB,214,MAH,DUS
AB,214,MAH,MUC
AB,214,MAH,PMI
AB,214,MAH,TXL
AB,214,MJT,DUS
AB,214,MJT,MUC
AB,214,MLA,VIE
AB,214,MUC,AGP
AB,214,MUC,ALC
AB,214,MUC,AOK
AB,214,MUC,AYT
AB,214,MUC,BDS
AB,214,MUC,CAG
AB,214,MUC,CFU
AB,214,MUC,CGN
AB,214,MUC,CTA
AB,214,MUC,DUS
AB,214,MUC,FAO
AB,214,MUC,FNC
AB,214,MUC,GWT
AB,214,MUC,HAM
AB,214,MUC,HEL
AB,214,MUC,HER
AB,214,MUC,IBZ
AB,214,MUC,KGS
AB,214,MUC,KVA
AB,214,MUC,LHR
AB,214,MUC,MAD
AB,214,MUC,MAH
AB,214,MUC,MJT
AB,214,MUC,NAP
AB,214,MUC,OLB
AB,214,MUC,PMI
AB,214,MUC,PVK
AB,214,MUC,RHO
AB,214,MUC,RIX
AB,214,MUC,SAW
AB,214,MUC,SKG
AB,214,MUC,SMI
AB,214,MUC,TXL
AB,214,MUC,VIE
AB,214,MUC,ZTH
AB,214,MXP,DUS
AB,214,MXP,TXL
AB,214,MXP,VIE
AB,214,NAP,DUS
AB,214,NAP,MUC
AB,214,NAP,STR
AB,214,NAP,TXL
AB,214,NAP,ZRH
AB,214,NCE,DUS
AB,214,NCE,VIE
AB,214,NUE,AYT
AB,214,NUE,DUS
AB,214,NUE,HAM
AB,214,NUE,HER
AB,214,NUE,IBZ
AB,214,NUE,KGS
AB,214,NUE,OLB
AB,214,NUE,PMI
AB,214,NUE,RHO
AB,214,NUE,SAW
AB,214,NUE,SKG
AB,214,NUE,SMI
AB,214,NUE,SPU
AB,214,NUE,TXL
AB,214,NUE,VIE
AB,214,OLB,CGN
AB,214,OLB,DUS
AB,214,OLB,HAM
AB,214,OLB,MUC
AB,214,OLB,NUE
AB,214,OLB,STR
AB,214,OLB,TXL
AB,214,OLB,VIE
AB,214,OLB,ZRH
AB,214,ORY,LHR
AB,214,ORY,TXL
AB,214,OSL,TXL
AB,214,OTP,TXL
AB,214,PAD,AYT
AB,214,PAD,IBZ
AB,214,PAD,PMI
AB,214,PMI,AGP
AB,214,PMI,ALC
AB,214,PMI,BIO
AB,214,PMI,BRE
AB,214,PMI,BSL
AB,214,PMI,CGN
AB,214,PMI,CPH
AB,214,PMI,DRS
AB,214,PMI,DTM
AB,214,PMI,DUS
AB,214,PMI,FAO
AB,214,PMI,FDH
AB,214,PMI,FKB
AB,214,PMI,FMO
AB,214,PMI,FRA
AB,214,PMI,GRZ
AB,214,PMI,HAJ
AB,214,PMI,HAM
AB,214,PMI,IBZ
AB,214,PMI,INN
AB,214,PMI,LEI
AB,214,PMI,LEJ
AB,214,PMI,LNZ
AB,214,PMI,MAH
AB,214,PMI,MUC
AB,214,PMI,NUE
AB,214,PMI,PAD
AB,214,PMI,SCN
AB,214,PMI,STR
AB,214,PMI,SVQ
AB,214,PMI,SZG
AB,214,PMI,TXL
AB,214,PMI,VIE
AB,214,PMI,VLC
AB,214,PMI,XRY
AB,214,PMI,ZRH
AB,214,PVK,DUS
AB,214,PVK,MUC
AB,214,PVK,VIE
AB,214,RHO,DRS
AB,214,RHO,DUS
AB,214,RHO,MUC
AB,214,RHO,NUE
AB,214,RHO,TXL
AB,214,RHO,VIE
AB,214,RIX,DUS
AB,214,RIX,FRA
AB,214,RIX,HAM
AB,214,RIX,MUC
AB,214,RIX,TXL
AB,214,SAW,CGN
AB,214,SAW,DUS
AB,214,SAW,MUC
AB,214,SAW,NUE
AB,214,SAW,STR
AB,214,SAW,SXF
AB,214,SCN,PMI
AB,214,SCN,TXL
AB,214,SKG,DUS
AB,214,SKG,HAM
AB,214,SKG,MUC
AB,214,SKG,NUE
AB,214,SKG,STR
AB,214,SKG,TXL
AB,214,SKG,VIE
AB,214,SMI,DUS
AB,214,SMI,MUC
AB,214,SMI,NUE
AB,214,SMI,TXL
AB,214,SOF,TXL
AB,214,SPU,NUE
AB,214,STN,DUS
AB,214,STR,AGP
AB,214,STR,ALC
AB,214,STR,AYT
AB,214,STR,BEG
AB,214,STR,CTA
AB,214,STR,DUS
AB,214,STR,FLR
AB,214,STR,GWT
AB,214,STR,HAJ
AB,214,STR,HAM
AB,214,STR,IBZ
AB,214,STR,JER
AB,214,STR,LHR
AB,214,STR,NAP
AB,214,STR,OLB
AB,214,STR,PMI
AB,214,STR,SAW
AB,214,STR,SKG
AB,214,STR,TXL
AB,214,STR,VCE
AB,214,SUF,ZRH
AB,214,SVQ,PMI
AB,214,SXF,SAW
AB,214,SZG,CLY
AB,214,SZG,DUS
AB,214,SZG,HAM
AB,214,SZG,HER
AB,214,SZG,LGW
AB,214,SZG,PMI
AB,214,SZG,TXL
AB,214,SZG,VIE
AB,214,TXL,AGP
AB,214,TXL,ALC
AB,214,TXL,ARN
AB,214,TXL,AYT
AB,214,TXL,BCN
AB,214,TXL,BEG
AB,214,TXL,BRI
AB,214,TXL,BUD
AB,214,TXL,CFU
AB,214,TXL,CGN
AB,214,TXL,CPH
AB,214,TXL,CTA
AB,214,TXL,DUS
AB,214,TXL,FAO
AB,214,TXL,FCO
AB,214,TXL,FKB
AB,214,TXL,FNC
AB,214,TXL,FRA
AB,214,TXL,GDN
AB,214,TXL,GOT
AB,214,TXL,GRZ
AB,214,TXL,GWT
AB,214,TXL,HEL
AB,214,TXL,HER
AB,214,TXL,IBZ
AB,214,TXL,KGS
AB,214,TXL,KRK
AB,214,TXL,LHR
AB,214,TXL,MAD
AB,214,TXL,MAH
AB,214,TXL,MUC
AB,214,TXL,MXP
AB,214,TXL,NAP
AB,214,TXL,NUE
AB,214,TXL,OLB
AB,214,TXL,ORY
AB,214,TXL,OSL
AB,214,TXL,OTP
AB,214,TXL,PMI
AB,214,TXL,RHO
AB,214,TXL,RIX
AB,214,TXL,SCN
AB,214,TXL,SKG
AB,214,TXL,SMI
AB,214,TXL,SOF
AB,214,TXL,STR
AB,214,TXL,SZG
AB,214,TXL,VCE
AB,214,TXL,VIE
AB,214,TXL,WAW
AB,214,TXL,ZRH
AB,214,VCE,DUS
AB,214,VCE,STR
AB,214,VCE,TXL
AB,214,VIE,AGP
AB,214,VIE,ARN
AB,214,VIE,BCN
AB,214,VIE,CDG
AB,214,VIE,CFU
AB,214,VIE,CHQ
AB,214,VIE,CPH
AB,214,VIE,DUS
AB,214,VIE,FCO
AB,214,VIE,FLR
AB,214,VIE,FNC
AB,214,VIE,FRA
AB,214,VIE,HAJ
AB,214,VIE,HAM
AB,214,VIE,HEL
AB,214,VIE,HER
AB,214,VIE,JMK
AB,214,VIE,JTR
AB,214,VIE,KLX
AB,214,VIE,LHR
AB,214,VIE,MAD
AB,214,VIE,MLA
AB,214,VIE,MUC
AB,214,VIE,MXP
AB,214,VIE,NCE
AB,214,VIE,NUE
AB,214,VIE,OLB
AB,214,VIE,PMI
AB,214,VIE,PVK
AB,214,VIE,RHO
AB,214,VIE,SKG
AB,214,VIE,SZG
AB,214,VIE,TXL
AB,214,VIE,VLC
AB,214,VIE,VOL
AB,214,VIE,ZRH
AB,214,VIE,ZTH
AB,214,VLC,PMI
AB,214,VLC,VIE
AB,214,VOL,VIE
AB,214,WAW,TXL
AB,214,XRY,PMI
AB,214,ZRH,ALC
AB,214,ZRH,BDS
AB,214,ZRH,CTA
AB,214,ZRH,DUS
AB,214,ZRH,FNC
AB,214,ZRH,GWT
AB,214,ZRH,HEL
AB,214,ZRH,HER
AB,214,ZRH,IBZ
AB,214,ZRH,LCY
AB,214,ZRH,LHR
AB,214,ZRH,MAD
AB,214,ZRH,NAP
AB,214,ZRH,OLB
AB,214,ZRH,PMI
AB,214,ZRH,SUF
AB,214,ZRH,TXL
AB,214,ZRH,VIE
AB,214,ZTH,DUS
AB,214,ZTH,MUC
AB,214,ZTH,VIE
AC,330,AMS,CPH
AC,330,CPH,AMS
AC,330,CPH,OSL
AC,330,CPH,VNO
AC,330,CPH,WAW
AC,330,FRA,NAP
AC,330,FRA,VLC
AC,330,FRA,VNO
AC,330,GDN,CPH
AC,330,MUC,SOF
AC,330,NAP,FRA
AC,330,TRD,CPH
AC,330,VLC,FRA
AC,330,VNO,CPH
AC,330,VNO,FRA
AC,330,WAW,CPH
AF,137,ABZ,CDG
AF,137,AGP,CDG
AF,137,AJA,LGG
AF,137,AJA,LYS
AF,137,AJA,MRS
AF,137,AJA,NCE
AF,137,AJA,NTE
AF,137,AJA,ORY
AF,137,AJA,TLS
AF,137,AMS,BOD
AF,137,AMS,BSL
AF,137,AMS,CDG
AF,137,AMS,CFE
AF,137,AMS,LCY
AF,137,AMS,LYS
AF,137,AMS,MRS
AF,137,AMS,NCE
AF,137,AMS,NTE
AF,137,AMS,SXB
AF,137,AMS,TLS
AF,137,ANR,LCY
AF,137,ARN,CDG
AF,137,ATH,CDG
AF,137,ATH,MRS
AF,137,ATH,TLS
AF,137,BCN,CDG
AF,137,BEG,CDG
AF,137,BES,CDG
AF,137,BES,LCY
AF,137,BES,MRS
AF,137,BES,ORY
AF,137,BES,SOU
AF,137,BHX,CDG
AF,137,BHX,LYS
AF,137,BIA,EBU
AF,137,BIA,LGG
AF,137,BIA,LYS
AF,137,BIA,MRS
AF,137,BIA,NCE
AF,137,BIA,NTE
AF,137,BIA,ORY
AF,137,BIO,CDG
AF,137,BIQ,GVA
AF,137,BIQ,MRS
AF,137,BIQ,ORY
AF,137,BLL,CDG
AF,137,BLQ,CDG
AF,137,BLQ,LYS
AF,137,BOD,AMS
AF,137,BOD,CDG
AF,137,BOD,FCO
AF,137,BOD,MRS
AF,137,BOD,NTE
AF,137,BOD,ORY
AF,137,BRE,CDG
AF,137,BRU,LYS
AF,137,BRU,NTE
AF,137,BSL,AMS
AF,137,BSL,CDG
AF,137,BUD,CDG
AF,137,BVE,LCY
AF,137,CDG,ABZ
AF,137,CDG,AGP
AF,137,CDG,AMS
AF,137,CDG,ARN
AF,137,CDG,ATH
AF,137,CDG,BCN
AF,137,CDG,BEG
AF,137,CDG,BES
AF,137,CDG,BHX
AF,137,CDG,BIO
AF,137,CDG,BLL
AF,137,CDG,BLQ
AF,137,CDG,BOD
AF,137,CDG,BRE
AF,137,CDG,BSL
AF,137,CDG,BUD
AF,137,CDG,CFE
AF,137,CDG,CLY
AF,137,CDG,CPH
AF,137,CDG,DUB
AF,137,CDG,DUS
AF,137,CDG,EDI
AF,137,CDG,EXT
AF,137,CDG,FCO
AF,137,CDG,FLR
AF,137,CDG,FRA
AF,137,CDG,GOA
AF,137,CDG,GOT
AF,137,CDG,GVA
AF,137,CDG,HAJ
AF,137,CDG,HAM
AF,137,CDG,HEL
AF,137,CDG,KBP
AF,137,CDG,LHR
AF,137,CDG,LIN
AF,137,CDG,LIS
AF,137,CDG,LJU
AF,137,CDG,LUX
AF,137,CDG,LYS
AF,137,CDG,MAD
AF,137,CDG,MAN
AF,137,CDG,MLA
AF,137,CDG,MPL
AF,137,CDG,MRS
AF,137,CDG,MUC
AF,137,CDG,NAP
AF,137,CDG,NCE
AF,137,CDG,NCL
AF,137,CDG,NTE
AF,137,CDG,NUE
AF,137,CDG,OSL
AF,137,CDG,OTP
AF,137,CDG,PRG
AF,137,CDG,PUF
AF,137,CDG,RIX
AF,137,CDG,RNS
AF,137,CDG,SOF
AF,137,CDG,STR
AF,137,CDG,SVG
AF,137,CDG,TLS
AF,137,CDG,TRN
AF,137,CDG,TXL
AF,137,CDG,VCE
AF,137,CDG,VGO
AF,137,CDG,VIE
AF,137,CDG,VLC
AF,137,CDG,VRN
AF,137,CDG,WAW
AF,137,CDG,ZAG
AF,137,CDG,ZRH
AF,137,CFE,AMS
AF,137,CFE,CDG
AF,137,CFE,ORY
AF,137,CLY,CDG
AF,137,CLY,MRS
AF,137,CLY,NCE
AF,137,CLY,ORY
AF,137,CPH,CDG
AF,137,CWL,EDI
AF,137,CWL,GLA
AF,137,CWL,JER
AF,137,CWL,ORY
AF,137,DOL,LCY
AF,137,DRS,LCY
AF,137,DUB,CDG
AF,137,DUB,LCY
AF,137,DUS,CDG
AF,137,DUS,NTE
AF,137,EBU,BIA
AF,137,EDI,CDG
AF,137,EDI,CWL
AF,137,EGC,EXT
AF,137,EGC,SOU
AF,137,EXT,CDG
AF,137,EXT,EGC
AF,137,EXT,RNS
AF,137,FCO,BOD
AF,137,FCO,CDG
AF,137,FCO,LCY
AF,137,FCO,LYS
AF,137,FCO,MPL
AF,137,FCO,MRS
AF,137,FCO,NCE
AF,137,FCO,SXB
AF,137,FCO,TLS
AF,137,FLR,CDG
AF,137,FLR,LCY
AF,137,FLR,LYS
AF,137,FRA,CDG
AF,137,FSC,MRS
AF,137,FSC,NCE
AF,137,GLA,CWL
AF,137,GOA,CDG
AF,137,GOT,CDG
AF,137,GOT,LYS
AF,137,GVA,BIQ
AF,137,GVA,CDG
AF,137,HAJ,CDG
AF,137,HAM,CDG
AF,137,HAM,TLS
AF,137,HEL,CDG
AF,137,IVL,KTT
AF,137,JER,CWL
AF,137,KBP,CDG
AF,137,KTT,HEL
AF,137,LCY,AMS
AF,137,LCY,ANR
AF,137,LCY,BES
AF,137,LCY,BVE
AF,137,LCY,DOL
AF,137,LCY,DRS
AF,137,LCY,DUB
AF,137,LCY,FCO
AF,137,LCY,FLR
AF,137,LCY,LIN
AF,137,LCY,NTE
AF,137,LCY,ORY
AF,137,LCY,RTM
AF,137,LGG,AJA
AF,137,LGG,BIA
AF,137,LHR,CDG
AF,137,LIG,SOU
AF,137,LIL,MRS
AF,137,LIL,NCE
AF,137,LIN,CDG
AF,137,LIN,LCY
AF,137,LIN,ORY
AF,137,LIS,CDG
AF,137,LJU,CDG
AF,137,LRH,PIS
AF,137,LRH,SOU
AF,137,LUX,CDG
AF,137,LYS,AJA
AF,137,LYS,AMS
AF,137,LYS,BHX
AF,137,LYS,BIA
AF,137,LYS,BLQ
AF,137,LYS,BRU
AF,137,LYS,CDG
AF,137,LYS,FCO
AF,137,LYS,FLR
AF,137,LYS,GOT
AF,137,LYS,MLA
AF,137,LYS,MXP
AF,137,LYS,NCE
AF,137,LYS,ORY
AF,137,LYS,PIS
AF,137,LYS,PRG
AF,137,LYS,TLS
AF,137,LYS,VCE
AF,137,LYS,VIE
AF,137,MAD,CDG
AF,137,MAD,ORY
AF,137,MAN,CDG
AF,137,MAN,NTE
AF,137,MLA,CDG
AF,137,MLA,LYS
AF,137,MLA,ORY
AF,137,MLA,TLS
AF,137,MPL,CDG
AF,137,MPL,FCO
AF,137,MPL,ORY
AF,137,MRS,AJA
AF,137,MRS,AMS
AF,137,MRS,ATH
AF,137,MRS,BES
AF,137,MRS,BIA
AF,137,MRS,BIQ
AF,137,MRS,BOD
AF,137,MRS,CDG
AF,137,MRS,CLY
AF,137,MRS,FCO
AF,137,MRS,FSC
AF,137,MRS,LIL
AF,137,MRS,MXP
AF,137,MRS,NTE
AF,137,MRS,ORY
AF,137,MRS,PRG
AF,137,MRS,RNS
AF,137,MRS,TXL
AF,137,MRS,VCE
AF,137,MUC,CDG
AF,137,MXP,LYS
AF,137,MXP,MRS
AF,137,MXP,NTE
AF,137,NAP,CDG
AF,137,NCE,AJA
AF,137,NCE,AMS
AF,137,NCE,BIA
AF,137,NCE,CDG
AF,137,NCE,CLY
AF,137,NCE,FCO
AF,137,NCE,FSC
AF,137,NCE,LIL
AF,137,NCE,LYS
AF,137,NCE,NTE
AF,137,NCE,ORY
AF,137,NCE,SOU
AF,137,NCE,SXB
AF,137,NCE,VCE
AF,137,NCL,CDG
AF,137,NTE,AJA
AF,137,NTE,AMS
AF,137,NTE,BIA
AF,137,NTE,BOD
AF,137,NTE,BRU
AF,137,NTE,CDG
AF,137,NTE,DUS
AF,137,NTE,LCY
AF,137,NTE,MAN
AF,137,NTE,MRS
AF,137,NTE,MXP
AF,137,NTE,NCE
AF,137,NTE,ORY
AF,137,NTE,SOU
AF,137,NUE,CDG
AF,137,ORY,AJA
AF,137,ORY,BES
AF,137,ORY,BIA
AF,137,ORY,BIQ
AF,137,ORY,BOD
AF,137,ORY,CFE
AF,137,ORY,CLY
AF,137,ORY,CWL
AF,137,ORY,LCY
AF,137,ORY,LIN
AF,137,ORY,LYS
AF,137,ORY,MAD
AF,137,ORY,MLA
AF,137,ORY,MPL
AF,137,ORY,MRS
AF,137,ORY,NCE
AF,137,ORY,NTE
AF,137,ORY,PMI
AF,137,ORY,PUF
AF,137,ORY,SOU
AF,137,ORY,SXB
AF,137,ORY,TLN
AF,137,ORY,TLS
AF,137,OSL,CDG
AF,137,OTP,CDG
AF,137,PIS,LRH
AF,137,PIS,LYS
AF,137,PMI,ORY
AF,137,PRG,CDG
AF,137,PRG,LYS
AF,137,PRG,MRS
AF,137,PUF,CDG
AF,137,PUF,ORY
AF,137,RIX,CDG
AF,137,RNS,CDG
AF,137,RNS,EXT
AF,137,RNS,MRS
AF,137,RNS,SOU
AF,137,RTM,LCY
AF,137,SOF,CDG
AF,137,SOU,BES
AF,137,SOU,EGC
AF,137,SOU,LIG
AF,137,SOU,LRH
AF,137,SOU,NCE
AF,137,SOU,NTE
AF,137,SOU,ORY
AF,137,SOU,RNS
AF,137,STR,CDG
AF,137,SVG,CDG
AF,137,SVQ,TLS
AF,137,SXB,AMS
AF,137,SXB,FCO
AF,137,SXB,NCE
AF,137,SXB,ORY
AF,137,SXB,TLS
AF,137,TLN,ORY
AF,137,TLS,AJA
AF,137,TLS,AMS
AF,137,TLS,ATH
AF,137,TLS,CDG
AF,137,TLS,FCO
AF,137,TLS,HAM
AF,137,TLS,LYS
AF,137,TLS,MLA
AF,137,TLS,ORY
AF,137,TLS,SVQ
AF,137,TLS,SXB
AF,137,TLS,VCE
AF,137,TRN,CDG
AF,137,TXL,CDG
AF,137,TXL,MRS
AF,137,VCE,CDG
AF,137,VCE,LYS
AF,137,VCE,MRS
AF,137,VCE,NCE
AF,137,VCE,TLS
AF,137,VGO,CDG
AF,137,VIE,CDG
AF,137,VIE,LYS
AF,137,VLC,CDG
AF,137,VRN,CDG
AF,137,WAW,CDG
AF,137,ZAG,CDG
AF,137,ZRH,CDG
AM,321,BRU,MAD
AM,321,CDG,LYS
AM,321,CDG,TLS
AM,321,MAD,BRU
AM,321,MRS,CDG
AP,240,AMS,CTA
AP,240,AMS,LIN
AP,240,AMS,PMO
AP,240,ATH,VCE
AP,240,BLQ,CTA
AP,240,BLQ,TIA
AP,240,BRI,LIN
AP,240,CDG,CTA
AP,240,CDG,LIN
AP,240,CDG,PMO
AP,240,CPH,VCE
AP,240,CTA,AMS
AP,240,CTA,BLQ
AP,240,CTA,CDG
AP,240,CTA,DUS
AP,240,CTA,LGW
AP,240,CTA,LIN
AP,240,CTA,LYS
AP,240,CTA,MXP
AP,240,CTA,PSA
AP,240,CTA,STR
AP,240,CTA,TRN
AP,240,CTA,TXL
AP,240,CTA,VCE
AP,240,CTA,VIE
AP,240,CTA,VRN
AP,240,DUS,CTA
AP,240,GOA,TIA
AP,240,LGW,CTA
AP,240,LGW,PMO
AP,240,LIN,AMS
AP,240,LIN,BRI
AP,240,LIN,CDG
AP,240,LIN,CTA
AP,240,LIN,NAP
AP,240,LIN,PMO
AP,240,LYS,CTA
AP,240,MXP,CTA
AP,240,MXP,TIA
AP,240,NAP,LIN
AP,240,PMO,AMS
AP,240,PMO,CDG
AP,240,PMO,LGW
AP,240,PMO,LIN
AP,240,PMO,TRN
AP,240,PMO,TXL
AP,240,PMO,VCE
AP,240,PMO,VRN
AP,240,PRG,PSA
AP,240,PRG,VCE
AP,240,PSA,CTA
AP,240,PSA,PRG
AP,240,PSA,TIA
AP,240,PSA,TXL
AP,240,STR,CTA
AP,240,SUF,TRN
AP,240,SUF,VCE
AP,240,TIA,BLQ
AP,240,TIA,GOA
AP,240,TIA,MXP
AP,240,TIA,PSA
AP,240,TIA,VCE
AP,240,TIA,VRN
AP,240,TRN,CTA
AP,240,TRN,PMO
