Name,City,Country,IATA,Latitude,Longitude,Altitude,Timezone,DST
Hultsfred Airport,Hultsfred,Sweden,HLF,57.525799,15.8233,366,1,E
Gävle Sandviken Airport,Gavle,Sweden,GVX,60.593299865722656,16.951400756835938,224,1,E
Linköping City Airport,Linkoeping,Sweden,LPI,58.406200408900006,15.6805000305,172,1,E
Norrköping Airport,Norrkoeping,Sweden,NRK,58.58629989624024,16.250600814819336,32,1,E
Eskilstuna Airport,Eskilstuna,Sweden,EKT,59.35110092163086,16.70840072631836,139,1,E
Visby Airport,Visby,Sweden,VBY,57.662799835205,18.346200942993,164,1,E
Spangdahlem Air Base,Spangdahlem,Germany,SPM,49.9726982117,6.6925001144400005,1197,1,E
Ramstein Air Base,Ramstein,Germany,RMS,49.4369010925293,7.600279808044434,776,1,E
[Duplicate] Giebelstadt Army Air Field,Giebelstadt,Germany,GHF,49.648101806599996,9.966489791870002,980,1,E
Celle Airport,Celle,Germany,ZCN,52.59120178222656,10.022100448608398,129,1,E
Fritzlar Airport,Fritzlar,Germany,FRZ,51.1146,9.286,1345,1,E
Hanau Army Air Field,Hanau,Germany,ZNF,50.169201,8.96159,368,1,E
Flugplatz Kitzingen,Kitzingen,Germany,KZG,49.743099,10.2006,689,1,E
Nordholz Naval Airbase,Nordholz,Germany,FCN,53.767700195299994,8.658499717709999,74,1,E
Geilenkirchen Air Base,Geilenkirchen,Germany,GKE,50.9608,6.04242,296,1,E
Rostock-Laage Airport,Laage,Germany,RLG,53.9182014465,12.2783002853,138,1,E
Schleswig Air Base,Schleswig,Germany,WBG,54.459301,9.51633,70,1,E
Wiesbaden Army Airfield,Wiesbaden,Germany,WIE,50.04980087280274,8.325400352478027,461,1,E
Fürstenfeldbruck Air Base,Fuerstenfeldbruck,Germany,FEL,48.205555,11.266944,1703,1,E
Ingolstadt Manching Airport,Ingolstadt,Germany,IGS,48.7156982421875,11.534000396728516,1202,1,E
Gütersloh Air Base,Guetersloh,Germany,GUT,51.922798,8.30633,236,1,E
Melilla Airport,Melilla,Spain,MLN,35.279800415,-2.9562599658999997,156,1,E
Tirana International Airport Mother Teresa,Tirana,Albania,TIA,41.4146995544,19.7206001282,126,1,E
Burgas Airport,Bourgas,Bulgaria,BOJ,42.56959915161133,27.515199661254886,135,2,E
Gorna Oryahovitsa Airport,Gorna Orechovica,Bulgaria,GOZ,43.15140151977539,25.712900161743164,285,2,E
Plovdiv International Airport,Plovdiv,Bulgaria,PDV,42.067799,24.8508,597,2,E
Sofia Airport,Sofia,Bulgaria,SOF,42.696693420410156,23.411436080932614,1742,2,E
Stara Zagora Airport,Stara Zagora,Bulgaria,SZR,42.3766667,25.655,558,2,E
Varna Airport,Varna,Bulgaria,VAR,43.232101,27.8251,230,2,E
RAF Akrotiri,Akrotiri,Cyprus,AKT,34.590401,32.9879,76,0,E
Dubrovnik Airport,Dubrovnik,Croatia,DBV,42.5614013671875,18.268199920654297,527,1,E
Osijek Airport,Osijek,Croatia,OSI,45.46269989013672,18.810199737548828,290,1,E
Pula Airport,Pula,Croatia,PUY,44.89350128173828,13.922200202941895,274,1,E
Rijeka Airport,Rijeka,Croatia,RJK,45.21689987182617,14.570300102233887,278,1,E
Split Airport,Split,Croatia,SPU,43.53889846801758,16.29800033569336,79,1,E
Zagreb Airport,Zagreb,Croatia,ZAG,45.742900848400005,16.0687999725,353,1,E
Zadar Airport,Zadar,Croatia,ZAD,44.108299,15.3467,289,1,E
Albacete-Los Llanos Airport,Albacete,Spain,ABC,38.9485015869,-1.86352002621,2302,1,E
Alicante International Airport,Alicante,Spain,ALC,38.28219985961914,-0.5581560134887695,142,1,E
Almería International Airport,Almeria,Spain,LEI,36.84389877319336,-2.3701000213623047,70,1,E
Asturias Airport,Aviles,Spain,OVD,43.5635986328125,-6.0346198081970215,416,1,E
Córdoba Airport,Cordoba,Spain,ODB,37.84199905395508,-4.848879814147949,297,1,E
Bilbao Airport,Bilbao,Spain,BIO,43.30110168457031,-2.9106099605560303,138,1,E
Barcelona International Airport,Barcelona,Spain,BCN,41.2971,2.0784599999999998,12,1,E
Badajoz Airport,Badajoz,Spain,BJZ,38.891300201416016,-6.8213300704956055,609,1,E
A Coruña Airport,La Coruna,Spain,LCG,43.302101,-8.37726,326,1,E
Girona Airport,Gerona,Spain,GRO,41.901000976999995,2.7605500221,468,1,E
Federico Garcia Lorca Airport,Granada,Spain,GRX,37.18870162963867,-3.777359962463379,1860,1,E
Ibiza Airport,Ibiza,Spain,IBZ,38.8728981018,1.3731199502899998,24,1,E
Jerez Airport,Jerez,Spain,XRY,36.74459838867188,-6.060110092163086,93,1,E
San Javier Airport,Murcia,Spain,MJV,37.775001525878906,-0.8123890161514282,11,1,E
Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,40.471926,-3.56264,1998,1,E
Málaga Airport,Malaga,Spain,AGP,36.67490005493164,-4.499110221862793,53,1,E
Menorca Airport,Menorca,Spain,MAH,39.86259841918945,4.2186498641967765,302,1,E
Moron Air Base,Sevilla,Spain,OZP,37.17490005493164,-5.6159400939941415,285,1,E
Pamplona Airport,Pamplona,Spain,PNA,42.77000045776367,-1.6463299989700315,1504,1,E
Reus Air Base,Reus,Spain,REU,41.14739990234375,1.1671700477600098,233,1,E
Rota Naval Station Airport,Rota,Spain,ROZ,36.645198822,-6.34946012497,86,1,E
Salamanca Airport,Salamanca,Spain,SLM,40.95209884643555,-5.501989841461182,2595,1,E
San Sebastian Airport,San Sebastian,Spain,EAS,43.35649871826172,-1.7906099557876587,16,1,E
Santiago de Compostela Airport,Santiago,Spain,SCQ,42.89630126953125,-8.415140151977539,1213,1,E
Pirineus - la Seu d'Urgel Airport,Seo De Urgel,Spain,LEU,42.3386,1.40917,2625,1,E
Torrejón Airport,Madrid,Spain,TOJ,40.49670028686523,-3.4458699226379395,2026,1,E
Valencia Airport,Valencia,Spain,VLC,39.4893,-0.481625,240,1,E
Valladolid Airport,Valladolid,Spain,VLL,41.7061004639,-4.85194015503,2776,1,E
Vitoria/Foronda Airport,Vitoria,Spain,VIT,42.8828010559082,-2.7244699001312256,1682,1,E
Vigo Airport,Vigo,Spain,VGO,42.2318000793457,-8.62677001953125,856,1,E
Santander Airport,Santander,Spain,SDR,43.427101135253906,-3.82000994682312,16,1,E
Zaragoza Air Base,Zaragoza,Spain,ZAZ,41.66619873046875,-1.0415500402450562,863,1,E
Sevilla Airport,Sevilla,Spain,SVQ,37.41799926757813,-5.8931097984313965,112,1,E
Calais-Dunkerque Airport,Calais,France,CQF,50.96210098266602,1.954759955406189,12,1,E
Albert-Bray Airport,Albert,France,BYF,49.9715003967,2.6976599693299996,364,1,E
Le Touquet-Côte d'Opale Airport,Le Tourquet,France,LTQ,50.51739883422852,1.6205899715423584,36,1,E
Valenciennes-Denain Airport,Valenciennes,France,XVS,50.32580184936523,3.4612600803375244,177,1,E
Agen-La Garenne Airport,Agen,France,AGF,44.17470169067383,0.5905560255050659,204,1,E
Bordeaux-Mérignac Airport,Bordeaux,France,BOD,44.8283004761,-0.7155560255050001,162,1,E
Bergerac-Roumanière Airport,Bergerac,France,EGC,44.82529830932617,0.5186110138893127,171,1,E
Cognac-Châteaubernard (BA 709) Air Base,Cognac,France,CNG,45.65829849243164,-0.3174999952316284,102,1,E
Poitiers-Biard Airport,Poitiers,France,PIS,46.58769989013672,0.30666598677635193,423,1,E
Montluçon-Guéret Airport,Montlucon-gueret,France,MCU,46.22259902954102,2.3639600276947017,1497,1,E
Limoges Airport,Limoges,France,LIG,45.86280059814453,1.1794400215148926,1300,1,E
Niort-Souché Airport,Niort,France,NIT,46.313477,-0.394529,203,1,E
Toulouse-Blagnac Airport,Toulouse,France,TLS,43.629101,1.36382,499,1,E
Pau Pyrénées Airport,Pau,France,PUF,43.38000106811523,-0.4186109900474548,616,1,E
Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,LDE,43.1786994934082,-0.006438999902456999,1260,1,E
Angoulême-Brie-Champniers Airport,Angouleme,France,ANG,45.72919845581055,0.22145600616931915,436,1,E
Brive Souillac Airport,Brive,France,BVE,45.039722,1.4855559999999999,1016,1,E
Périgueux-Bassillac Airport,Perigueux,France,PGX,45.19810104370117,0.815555989742279,328,1,E
Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,BIQ,43.4683333,-1.5311111000000002,245,1,E
Cahors-Lalbenque Airport,Cahors,France,ZAO,44.35139846801758,1.4752800464630127,912,1,E
Albi-Le Séquestre Airport,Albi,France,LBI,43.91389846801758,2.1130599975585938,564,1,E
Castres-Mazamet Airport,Castres,France,DCM,43.55630111694336,2.289180040359497,788,1,E
Rodez-Marcillac Airport,Rodez,France,RDZ,44.407901763916016,2.4826700687408447,1910,1,E
Royan-Médis Airport,Royan,France,RYN,45.62810134887695,-0.9725000262260436,72,1,E
Montauban Airport,Montauban,France,XMW,44.02569961547852,1.3780399560928345,351,1,E
Rochefort-Saint-Agnant (BA 721) Airport,Rochefort,France,RCO,45.88779830932617,-0.9830560088157654,60,1,E
Colmar-Houssen Airport,Colmar,France,CMR,48.109901428222656,7.359010219573975,628,1,E
Dole-Tavaux Airport,Dole,France,DLE,47.042685999999996,5.4350629999999995,645,1,E
Aubenas-Ardèche Méridional Airport,Aubenas-vals-lanas,France,OBS,44.544203,4.372192,923,1,E
Le Puy-Loudes Airport,Le Puy,France,LPY,45.0806999206543,3.7628901004791264,2731,1,E
Metz-Nancy-Lorraine Airport,Metz,France,ETZ,48.9821014404,6.25131988525,870,1,E
Bastia-Poretta Airport,Bastia,France,BIA,42.55270004272461,9.48373031616211,26,1,E
Calvi-Sainte-Catherine Airport,Calvi,France,CLY,42.52444439999999,8.793055599999999,209,1,E
Figari Sud-Corse Airport,Figari,France,FSC,41.5005989074707,9.097780227661133,87,1,E
Ajaccio-Napoléon Bonaparte Airport,Ajaccio,France,AJA,41.92359924316406,8.8029203414917,18,1,E
Propriano Airport,Propriano,France,PRP,41.66059875488281,8.889749526977539,13,1,E
Solenzara (BA 126) Air Base,Solenzara,France,SOZ,41.924400329589844,9.406000137329102,28,1,E
Auxerre-Branches Airport,Auxerre,France,AUF,47.85020065307617,3.4971098899841313,523,1,E
Chambéry-Savoie Airport,Chambery,France,CMF,45.638099670410156,5.880229949951173,779,1,E
Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,CFE,45.786701202399996,3.1691699027999998,1090,1,E
Bourges Airport,Bourges,France,BOU,47.05810165405274,2.3702800273895264,529,1,E
Annemasse Airport,Annemasse,France,QNJ,46.1920013428,6.268390178680002,1620,1,E
Lyon Saint-Exupéry Airport,Lyon,France,LYS,45.725556,5.081111,821,1,E
Saint-Yan Airport,St.-yan,France,SYT,46.412498474121094,4.0132598876953125,796,1,E
Roanne-Renaison Airport,Roanne,France,RNE,46.05830001831055,4.001389980316162,1106,1,E
Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,NCY,45.930833299999996,6.106388900000001,1521,1,E
Grenoble-Isère Airport,Grenoble,France,GNB,45.36289978027344,5.329370021820068,1302,1,E
Valence-Chabeuil Airport,Valence,France,VAF,44.9216,4.9699,525,1,E
Vichy-Charmeil Airport,Vichy,France,VHY,46.169700622558594,3.4037399291992188,817,1,E
Aurillac Airport,Aurillac,France,AUR,44.89139938354492,2.4219400882720947,2096,1,E
"Châteauroux-Déols ""Marcel Dassault"" Airport",Chateauroux,France,CHR,46.860278,1.721111,529,1,E
Lyon-Bron Airport,Lyon,France,LYN,45.72719955444336,4.944270133972168,659,1,E
Cannes-Mandelieu Airport,Cannes,France,CEQ,43.542,6.95348,13,1,E
Saint-Étienne-Bouthéon Airport,St-Etienne,France,EBU,45.54059982299805,4.2963900566101065,1325,1,E
Carcassonne Airport,Carcassonne,France,CCF,43.21599960327149,2.3063199520111084,433,1,E
Marseille Provence Airport,Marseille,France,MRS,43.439271921999996,5.22142410278,74,1,E
Nice-Côte d'Azur Airport,Nice,France,NCE,43.658401489300005,7.215869903560001,12,1,E
Orange-Caritat (BA 115) Air Base,Orange,France,XOG,44.14049911499024,4.866720199584961,197,1,E
Perpignan-Rivesaltes (Llabanère) Airport,Perpignan,France,PGF,42.74039840698242,2.8706700801849365,144,1,E
Le Castellet Airport,Le Castellet,France,CTT,43.25249862670898,5.785190105438232,1391,1,E
Montpellier-Méditerranée Airport,Montpellier,France,MPL,43.57619857788086,3.96301007270813,17,1,E
Béziers-Vias Airport,Beziers,France,BZR,43.32350158691406,3.353899955749512,56,1,E
Avignon-Caumont Airport,Avignon,France,AVN,43.90729904174805,4.901830196380615,124,1,E
Mende-Brenoux Airfield,Mende,France,MEN,44.502102,3.5328199999999996,3362,1,E
Paris Beauvais Tillé Airport,Beauvais,France,BVA,49.45439910888672,2.1127800941467285,359,1,E
Évreux-Fauville (BA 105) Air Base,Evreux,France,EVX,49.02870178222656,1.219859957695007,464,1,E
Le Havre Octeville Airport,Le Havre,France,LEH,49.53390121459961,0.08805599808692932,313,1,E
Abbeville,Abbeville,France,XAB,50.143501,1.831891,220,1,E
Orléans-Bricy (BA 123) Air Base,Orleans,France,ORE,47.9878005981,1.7605600357100002,412,1,E
Châlons-Vatry Airport,Chalons,France,XCR,48.7733333333,4.206111111,587,1,E
Rouen Airport,Rouen,France,URO,49.38420104980469,1.1748000383377075,512,1,E
Tours-Val-de-Loire Airport,Tours,France,TUF,47.4322013855,0.727605998516,357,1,E
Cholet Le Pontreau Airport,Cholet,France,CET,47.08209991455078,-0.8770639896392822,443,1,E
Laval-Entrammes Airport,Laval,France,LVA,48.03139877319336,-0.7429860234260559,330,1,E
Paris-Le Bourget Airport,Paris,France,LBG,48.969398498535156,2.441390037536621,218,1,E
Creil Air Base,Creil,France,CSF,49.253501892089844,2.5191400051116943,291,1,E
Charles de Gaulle International Airport,Paris,France,CDG,49.012798,2.55,392,1,E
Toussus-le-Noble Airport,Toussous-le-noble,France,TNF,48.75189971923828,2.1061899662017822,538,1,E
Paris-Orly Airport,Paris,France,ORY,48.7233333,2.3794444,291,1,E
Pontoise - Cormeilles-en-Vexin Airport,Pontoise,France,POX,49.096667,2.040833,325,1,E
Villacoublay-Vélizy (BA 107) Air Base,Villacoublay,France,VIY,48.7741667,2.1916667000000003,584,1,E
Nevers-Fourchambault Airport,Nevers,France,NVS,47.002601623535156,3.1133298873901367,602,1,E
Maubeuge-Élesmes Airport,Maubeuge,France,XME,50.31050109863281,4.0331201553344735,452,1,E
Lille-Lesquin Airport,Lille,France,LIL,50.563332,3.0868860000000002,157,1,E
Merville-Calonne Airport,Merville,France,HZB,50.61840057373047,2.642240047454834,61,1,E
Charleville-Mézières Airport,Charleville,France,XCZ,49.78390121459961,4.647079944610597,492,1,E
Brest Bretagne Airport,Brest,France,BES,48.4478988647461,-4.418540000915527,325,1,E
Cherbourg-Maupertus Airport,Cherbourg,France,CER,49.65010070800781,-1.4702800512313845,459,1,E
Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,DNR,48.58769989013672,-2.0799601078033447,219,1,E
La Baule-Escoublac Airport,La Baule,France,LBY,47.28939819335938,-2.346390008926392,105,1,E
Granville Airport,Granville,France,GFR,48.88309860229492,-1.564170002937317,45,1,E
Deauville-Saint-Gatien Airport,Deauville,France,DOL,49.3652992249,0.154305994511,479,1,E
Lorient South Brittany (Bretagne Sud) Airport,Lorient,France,LRT,47.76060104370117,-3.440000057220459,160,1,E
La Roche-sur-Yon Airport,La Roche-sur-yon,France,EDM,46.70190048217773,-1.3786300420761108,299,1,E
Landivisiau Air Base,Landivisiau,France,LDV,48.53030014038086,-4.151639938354491,348,1,E
Caen-Carpiquet Airport,Caen,France,CFR,49.173301696777344,-0.44999998807907104,256,1,E
Le Mans-Arnage Airport,Le Mans,France,LME,47.94860076904297,0.201666995882988,194,1,E
Rennes-Saint-Jacques Airport,Rennes,France,RNS,48.0694999695,-1.73478996754,124,1,E
Lannion-Côte de Granit Airport,Lannion,France,LAI,48.754397999999995,-3.47166,290,1,E
Quimper-Cornouaille Airport,Quimper,France,UIP,47.974998474121094,-4.167789936065674,297,1,E
Nantes Atlantique Airport,Nantes,France,NTE,47.15319824220001,-1.61073005199,90,1,E
Saint-Brieuc-Armor Airport,St.-brieuc Armor,France,SBK,48.5378,-2.8544400000000003,453,1,E
Morlaix-Ploujean Airport,Morlaix,France,MXN,48.6031990051,-3.81577992439,272,1,E
Vannes-Meucon Airport,Vannes,France,VNE,47.72330093383789,-2.718559980392456,446,1,E
Saint-Nazaire-Montoir Airport,St.-nazaire,France,SNR,47.3105556,-2.1566667,13,1,E
EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,BSL,47.59,7.5291667,885,1,E
Dijon-Bourgogne Airport,Dijon,France,DIJ,47.268902000000004,5.09,726,1,E
Metz-Frescaty (BA 128) Air Base,Metz,France,MZM,49.07170104980469,6.131669998168945,629,1,E
Épinal-Mirecourt Airport,Epinal,France,EPL,48.325001,6.06998,1084,1,E
Nancy-Essey Airport,Nancy,France,ENC,48.692100524902344,6.230460166931152,751,1,E
Reims-Champagne (BA 112) Air Base,Reims,France,RHE,49.310001,4.05,312,1,E
Strasbourg Airport,Strasbourg,France,SXB,48.53829956054688,7.628230094909668,505,1,E
Toulon-Hyères Airport,Hyeres,France,TLN,43.0973014832,6.14602994919,7,1,E
Nîmes-Arles-Camargue Airport,Nimes,France,FNI,43.75740051269531,4.4163498878479,309,1,E
Andravida Air Base,Andravida,Greece,PYR,37.9207,21.292601,55,2,E
Agrinion Air Base,Agrinion,Greece,AGQ,38.602001,21.351200100000003,154,2,E
Dimokritos Airport,Alexandroupolis,Greece,AXD,40.855899810791016,25.956300735473636,24,2,E
Nea Anchialos Airport,Nea Anghialos,Greece,VOL,39.21960067749024,22.794300079345703,83,2,E
Chios Island National Airport,Chios,Greece,JKH,38.34320068359375,26.14060020446777,15,2,E
Ioannina Airport,Ioannina,Greece,IOA,39.6963996887207,20.82250022888184,1558,2,E
Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,HER,35.3396987915,25.1802997589,115,2,E
Kastoria National Airport,Kastoria,Greece,KSO,40.4463005066,21.282199859600002,2167,2,E
Kithira Airport,Kithira,Greece,KIT,36.2742996216,23.0170001984,1045,2,E
Kefallinia Airport,Keffallinia,Greece,EFL,38.12009811401367,20.5004997253418,59,2,E
Kalamata Airport,Kalamata,Greece,KLX,37.06829833984375,22.02549934387207,26,2,E
Kos Airport,Kos,Greece,KGS,36.79330062866211,27.09169960021973,412,2,E
Karpathos Airport,Karpathos,Greece,AOK,35.4213981628418,27.145999908447266,66,2,E
Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,CFU,39.601898193359375,19.911699295043945,6,2,E
Kasos Airport,Kasos,Greece,KSJ,35.4213981628,26.909999847399998,35,2,E
Alexander the Great International Airport,Kavala,Greece,KVA,40.91329956054688,24.619199752807614,18,2,E
Filippos Airport,Kozani,Greece,KZI,40.28609848022461,21.84079933166504,2059,2,E
Leros Airport,Leros,Greece,LRS,37.184898,26.800301,39,2,E
Limnos Airport,Limnos,Greece,LXS,39.917098999000004,25.236299514799995,14,2,E
Larisa Airport,Larissa,Greece,LRA,39.650253,22.4655,241,2,E
Mikonos Airport,Mykonos,Greece,JMK,37.43510055541992,25.348100662231445,405,2,E
Mytilene International Airport,Mytilini,Greece,MJT,39.0567016602,26.5983009338,60,2,E
Aktion National Airport,Preveza,Greece,PVK,38.92549896240234,20.765300750732425,11,2,E
Diagoras Airport,Rhodos,Greece,RHO,36.40539932250977,28.086200714111328,17,2,E
Araxos Airport,Patras,Greece,GPA,38.1511,21.4256,46,2,E
Chania International Airport,Chania,Greece,CHQ,35.531700134277344,24.149700164794922,490,2,E
Skiathos Island National Airport,Skiathos,Greece,JSI,39.177101135253906,23.503700256347656,54,2,E
Samos Airport,Samos,Greece,SMI,37.68999862670898,26.911699295043945,19,2,E
Sparti Airport,Sparti,Greece,SPJ,36.973899841308594,22.52630043029785,500,2,E
Santorini Airport,Thira,Greece,JTR,36.39920043945313,25.47929954528809,127,2,E
Sitia Airport,Sitia,Greece,JSH,35.21609878540039,26.101299285888672,376,2,E
Skiros Airport,Skiros,Greece,SKU,38.967601776100004,24.4871997833,44,2,E
Thessaloniki Macedonia International Airport,Thessaloniki,Greece,SKG,40.51969909667969,22.97089958190918,22,2,E
"Zakynthos International Airport ""Dionysios Solomos""",Zakynthos,Greece,ZTH,37.7509,20.8843,15,2,E
Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,47.429759999999995,19.261093,495,1,E
Debrecen International Airport,Debrecen,Hungary,DEB,47.48889923095703,21.61529922485352,359,1,E
Crotone Airport,Crotone,Italy,CRV,38.9972,17.0802,522,1,E
Bari Karol Wojtyła Airport,Bari,Italy,BRI,41.138901000000004,16.760599,177,1,E
"Foggia ""Gino Lisa"" Airport",Foggia,Italy,FOG,41.432899,15.535,265,1,E
"Taranto-Grottaglie ""Marcello Arlotta"" Airport",Grottaglie,Italy,TAR,40.517502,17.4032,215,1,E
Lecce Galatina Air Base,Lecce,Italy,LCC,40.239201,18.133301,156,1,E
Pescara International Airport,Pescara,Italy,PSR,42.431702,14.1811,48,1,E
Brindisi – Salento Airport,Brindisi,Italy,BDS,40.6576,17.947001,47,1,E
Lamezia Terme Airport,Lamezia,Italy,SUF,38.905398999999996,16.2423,39,1,E
Catania-Fontanarossa Airport,Catania,Italy,CTA,37.466801000000004,15.0664,39,1,E
Lampedusa Airport,Lampedusa,Italy,LMP,35.497898,12.6181,70,1,E
Pantelleria Airport,Pantelleria,Italy,PNL,36.816502,11.9689,628,1,E
Falcone–Borsellino Airport,Palermo,Italy,PMO,38.175999,13.091,65,1,E
Reggio Calabria Airport,Reggio Calabria,Italy,REG,38.071201,15.6516,96,1,E
Vincenzo Florio Airport Trapani-Birgi,Trapani,Italy,TPS,37.9114,12.488,25,1,E
Sigonella Navy Air Base,Sigonella,Italy,NSY,37.401699,14.9224,79,1,E
Alghero-Fertilia Airport,Alghero,Italy,AHO,40.632099,8.29077,87,1,E
Decimomannu Air Base,Decimomannu,Italy,DCI,39.354198,8.972480000000001,100,1,E
Cagliari Elmas Airport,Cagliari,Italy,CAG,39.251499,9.05428,13,1,E
Olbia Costa Smeralda Airport,Olbia,Italy,OLB,40.898701,9.51763,37,1,E
Tortolì Airport,Tortoli,Italy,TTB,39.9188,9.68298,23,1,E
Malpensa International Airport,Milano,Italy,MXP,45.6306,8.728110000000001,768,1,E
Il Caravaggio International Airport,Bergamo,Italy,BGY,45.673901,9.70417,782,1,E
Turin Airport,Torino,Italy,TRN,45.200802,7.64963,989,1,E
Villanova D'Albenga International Airport,Albenga,Italy,ALL,44.050598,8.12743,148,1,E
Genoa Cristoforo Colombo Airport,Genoa,Italy,GOA,44.4133,8.8375,13,1,E
Milano Linate Airport,Milan,Italy,LIN,45.445099,9.27674,353,1,E
Parma Airport,Parma,Italy,PMF,44.824501,10.2964,161,1,E
Cuneo International Airport,Cuneo,Italy,CUF,44.547001,7.62322,1267,1,E
Aviano Air Base,Aviano,Italy,AVB,46.031898,12.596503,410,1,E
Bolzano Airport,Bolzano,Italy,BZO,46.460201,11.3264,789,1,E
Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,44.5354,11.2887,123,1,E
Treviso-Sant'Angelo Airport,Treviso,Italy,TSF,45.648399,12.1944,59,1,E
Forlì Airport,Forli,Italy,FRL,44.194801,12.0701,97,1,E
Brescia Airport,Brescia,Italy,VBS,45.428902,10.3306,355,1,E
Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,TRS,45.827498999999996,13.4722,39,1,E
Federico Fellini International Airport,Rimini,Italy,RMI,44.020302,12.6117,40,1,E
Vicenza Airport,Vicenza,Italy,VIC,45.573399,11.5295,128,1,E
Padova Airport,Padova,Italy,QPA,45.395802,11.8479,44,1,E
Verona Villafranca Airport,Villafranca,Italy,VRN,45.395699,10.8885,239,1,E
Venice Marco Polo Airport,Venice,Italy,VCE,45.505299,12.3519,7,1,E
Siena-Ampugnano Airport,Siena,Italy,SAY,43.256302000000005,11.255,634,1,E
Ciampino–G. B. Pastine International Airport,Rome,Italy,CIA,41.7994,12.5949,427,1,E
Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,41.800277799999996,12.238888900000001,13,1,E
Marina Di Campo Airport,Marina Di Campo,Italy,EBA,42.7603,10.2394,31,1,E
Latina Air Base,Latina,Italy,QLT,41.5424,12.909,94,1,E
Naples International Airport,Naples,Italy,NAP,40.886002000000005,14.2908,294,1,E
Pisa International Airport,Pisa,Italy,PSA,43.683899,10.3927,6,1,E
Peretola Airport,Florence,Italy,FLR,43.810001,11.2051,142,1,E
Grosseto Air Base,Grosseto,Italy,GRS,42.759701,11.0719,17,1,E
Perugia San Francesco d'Assisi – Umbria International Airport,Perugia,Italy,PEG,43.095901,12.5132,697,1,E
Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,LJU,46.223701,14.4576,1273,1,E
Maribor Airport,Maribor,Slovenia,MBX,46.47990036010742,15.686100006103516,876,1,E
Portoroz Airport,Portoroz,Slovenia,POW,45.4734001159668,13.614999771118164,7,1,E
Kunovice Airport,Kunovice,Czech Republic,UHE,49.02939987182617,17.439699172973633,581,1,E
Karlovy Vary International Airport,Karlovy Vary,Czech Republic,KLV,50.20299911499024,12.914999961853027,1989,1,E
Ostrava Leos Janáček Airport,Ostrava,Czech Republic,OSR,49.6963005065918,18.111099243164066,844,1,E
Pardubice Airport,Pardubice,Czech Republic,PED,50.01340103149414,15.73859977722168,741,1,E
Přerov Air Base,Prerov,Czech Republic,PRV,49.42580032348633,17.404699325561527,676,1,E
Václav Havel Airport Prague,Prague,Czech Republic,PRG,50.1008,14.26,1247,1,E
Brno-Tuřany Airport,Brno,Czech Republic,BRQ,49.15129852294922,16.694400787353516,778,1,E
Vodochody Airport,Vodochody,Czech Republic,VOD,50.216599,14.3958,919,1,E
Malta International Airport,Malta,Malta,MLA,35.857498,14.4775,300,1,E
Graz Airport,Graz,Austria,GRZ,46.9911003112793,15.439599990844727,1115,1,E
Innsbruck Airport,Innsbruck,Austria,INN,47.260201,11.344000000000001,1907,1,E
Linz Hörsching Airport,Linz,Austria,LNZ,48.2332,14.1875,980,1,E
Salzburg Airport,Salzburg,Austria,SZG,47.793300628699996,13.0043001175,1411,1,E
Vienna International Airport,Vienna,Austria,VIE,48.110298156738004,16.569700241089002,600,1,E
Alverca Air Base,Alverca,Portugal,AVR,38.883301,-9.0301,11,0,E
Bragança Airport,Braganca,Portugal,BGC,41.8578,-6.70713,2241,0,E
Beja Airport / Airbase,Beja (madeira),Portugal,BYJ,38.078899,-7.9324,636,0,E
Braga Municipal Aerodrome,Braga,Portugal,BGZ,41.5871009827,-8.445139884949999,247,0,E
Cascais Airport,Cascais,Portugal,CAT,38.724998,-9.35523,325,0,E
Faro Airport,Faro,Portugal,FAO,37.014400482199996,-7.965909957889999,24,0,E
Monte Real Air Base,Monte Real,Portugal,QLR,39.828334999999996,-8.8875,187,0,E
Portimão Airport,Portimao,Portugal,PRM,37.1493,-8.583960000000001,5,0,E
Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,41.248100280799996,-8.68138980865,228,0,E
Porto Santo Airport,Porto Santo,Portugal,PXO,33.073398590100005,-16.3500003815,341,0,E
Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,38.7813,-9.13592,374,0,E
Vila Real Airport,Vila Real,Portugal,VRL,41.2743,-7.72047,1805,0,E
Aerodromo Goncalves Lobato (Viseu Airport),Viseu,Portugal,VSE,40.725497999999995,-7.88899,2060,0,E
Mostar International Airport,Mostar,Bosnia and Herzegovina,OMO,43.282901763916016,17.84589958190918,156,1,E
