Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude,Distance
AP,240,VRN,1550,TIA,1190,,0,320,45.395699,10.8885,41.4146995544,19.7206001282,838.9281779715448
AT,4248,TXL,351,CPH,609,,0,738,52.5597,13.2877,55.617900848389,12.656000137329,342.53905508375703
AY,2350,AGP,1230,HEL,421,,0,320 32B 321,36.67490005493164,-4.499110221862793,60.317199707031,24.963300704956,3352.6381525296606
AY,2350,AMS,580,HEL,421,,0,320 321,52.308601,4.76389,60.317199707031,24.963300704956,1521.3038023878014
AY,2350,AMS,580,LIS,1638,Y,0,320 319,52.308601,4.76389,38.7813,-9.13592,1846.2971599212935
AY,2350,AMS,580,OPO,1636,Y,0,100 ER4,52.308601,4.76389,41.2481002808,-8.68138980865,1594.9727809322594
AY,2350,ARN,737,HEL,421,,0,319 320,59.65190124511699,17.918600082397,60.317199707031,24.963300704956,398.5689325727956
AY,2350,ARN,737,LHR,507,Y,0,320 321 319 767,59.65190124511699,17.918600082397,51.4706,-0.461941,1462.5380783836806
AY,2350,ARN,737,TXL,351,Y,0,321 738 320 319,59.65190124511699,17.918600082397,52.5597,13.2877,838.7725042307752
AY,2350,ARN,737,VIE,1613,Y,0,E90,59.65190124511699,17.918600082397,48.110298156738,16.569700241089002,1286.3411689125674
AY,2350,AYT,1688,HEL,421,,0,320,36.898701,30.800501,60.317199707031,24.963300704956,2636.739447565055
AY,2350,BCN,1218,HEL,421,,0,321,41.2971,2.07846,60.317199707031,24.963300704956,2628.0548893314003
AY,2350,BMA,738,GOT,687,Y,0,AR8 AR1,59.35440063476562,17.941699981689453,57.662799835205,12.279800415039,378.68492003350224
AY,2350,BMA,738,HEL,421,Y,0,ATR AT7,59.35440063476562,17.941699981689453,60.317199707031,24.963300704956,406.4433611032532
AY,2350,BMA,738,MMX,708,Y,0,AR1 AR8,59.35440063476562,17.941699981689453,55.53630536399999,13.3761978149,504.58918425357615
AY,2350,BMA,738,UME,728,Y,0,AR1 AR8,59.35440063476562,17.941699981689453,63.79180145263699,20.282800674438,508.6534529947114
AY,2350,BRU,302,HEL,421,,0,319 320 343,50.9014015198,4.48443984985,60.317199707031,24.963300704956,1646.5136754262394
AY,2350,BRU,302,LIS,1638,Y,0,321 320 319 100,50.9014015198,4.48443984985,38.7813,-9.13592,1717.4690852897968
AY,2350,BUD,1489,HEL,421,,0,320 319,47.429759999999995,19.261093,60.317199707031,24.963300704956,1479.6239884889017
AY,2350,CDG,1382,HEL,421,,0,321 320 32B 319,49.012798,2.55,60.317199707031,24.963300704956,1895.5584206947426
AY,2350,CGN,344,TXL,351,Y,0,73G 738 320 319,50.8658981323,7.1427397728,52.5597,13.2877,463.17545939967533
AY,2350,CPH,609,DUS,345,Y,0,319 320 DH4 738,55.617900848389,12.656000137329,51.289501,6.766780000000001,618.9910950747562
AY,2350,CPH,609,HEL,421,,0,320 319 321,55.617900848389,12.656000137329,60.317199707031,24.963300704956,892.1335351361232
AY,2350,CPH,609,TXL,351,Y,0,738 319 73G,55.617900848389,12.656000137329,52.5597,13.2877,342.53905508375703
AY,2350,CPH,609,VIE,1613,Y,0,E90,55.617900848389,12.656000137329,48.110298156738,16.569700241089002,876.6409275831497
AY,2350,CTA,1509,DUS,345,Y,0,321 738,37.466801,15.0664,51.289501,6.766780000000001,1670.0090529248314
AY,2350,CTA,1509,MUC,346,Y,0,738,37.466801,15.0664,48.353802,11.7861,1239.3911035136673
AY,2350,CTA,1509,TXL,351,Y,0,321 320 738,37.466801,15.0664,52.5597,13.2877,1683.9329879053187
AY,2350,DBV,1200,HEL,421,,0,320 321,42.5614013671875,18.268199920654297,60.317199707031,24.963300704956,2025.6724553583008
AY,2350,DME,4029,HEL,421,,0,319,55.40879821777344,37.90629959106445,60.317199707031,24.963300704956,937.6154224349352
AY,2350,DUS,345,CPH,609,Y,0,319 320 DH4 738,51.289501,6.766780000000001,55.617900848389,12.656000137329,618.9910950747562
AY,2350,DUS,345,CTA,1509,Y,0,738,51.289501,6.766780000000001,37.466801,15.0664,1670.0090529248314
AY,2350,DUS,345,FLR,1563,Y,0,DH4,51.289501,6.766780000000001,43.810001,11.2051,895.4875849034706
AY,2350,DUS,345,HEL,421,Y,0,E90,51.289501,6.766780000000001,60.317199707031,24.963300704956,1507.7920460146881
AY,2350,DUS,345,SZG,1612,Y,0,DH4,51.289501,6.766780000000001,47.7933006287,13.0043001175,594.3510785807284
AY,2350,FCO,1555,HEL,421,,0,321 32B,41.8002778,12.2388889,60.317199707031,24.963300704956,2233.730090173618
AY,2350,FLR,1563,DUS,345,Y,0,DH4,43.810001,11.2051,51.289501,6.766780000000001,895.4875849034706
AY,2350,FLR,1563,VIE,1613,Y,0,DH4,43.810001,11.2051,48.110298156738,16.569700241089002,632.6112977947912
AY,2350,FRA,340,HEL,421,Y,0,E90,50.033333,8.570556,60.317199707031,24.963300704956,1537.937860861014
AY,2350,FRA,340,MAD,1229,Y,0,32A,50.033333,8.570556,40.471926,-3.56264,1422.0506123137338
AY,2350,GOT,687,BMA,738,Y,0,AR1,57.662799835205,12.279800415039,59.35440063476562,17.941699981689453,378.68492003350224
AY,2350,GOT,687,HEL,421,,0,319 320,57.662799835205,12.279800415039,60.317199707031,24.963300704956,782.6810831485449
AY,2350,GOT,687,TXL,351,Y,0,73G,57.662799835205,12.279800415039,52.5597,13.2877,571.0311720813203
AY,2350,GVA,1665,HEL,421,Y,0,E90 E70,46.23809814453125,6.108950138092041,60.317199707031,24.963300704956,1990.6299151385679
AY,2350,GVA,1665,LIS,1638,Y,0,319 320,46.23809814453125,6.108950138092041,38.7813,-9.13592,1495.6696091857966
AY,2350,GVA,1665,OPO,1636,Y,0,319,46.23809814453125,6.108950138092041,41.2481002808,-8.68138980865,1308.609332731167
AY,2350,GZP,8266,HEL,421,,0,319,36.299217,32.300598,60.317199707031,24.963300704956,2721.3786408390283
AY,2350,HAM,342,HEL,421,,0,319,53.630401611328,9.988229751586902,60.317199707031,24.963300704956,1168.6014249418804
AY,2350,HAM,342,SZG,1612,Y,0,320 319,53.630401611328,9.988229751586902,47.7933006287,13.0043001175,682.7533362830991
AY,2350,HEL,421,AGP,1230,,0,32B 320 321,60.317199707031,24.963300704956,36.67490005493164,-4.499110221862793,3352.6381525296606
AY,2350,HEL,421,AMS,580,,0,320 321,60.317199707031,24.963300704956,52.308601,4.76389,1521.3038023878014
AY,2350,HEL,421,ARN,737,,0,319 320,60.317199707031,24.963300704956,59.65190124511699,17.918600082397,398.5689325727956
AY,2350,HEL,421,AYT,1688,,0,320,60.317199707031,24.963300704956,36.898701,30.800501,2636.739447565055
AY,2350,HEL,421,BCN,1218,,0,321,60.317199707031,24.963300704956,41.2971,2.07846,2628.0548893314003
AY,2350,HEL,421,BMA,738,Y,0,ATR AT7,60.317199707031,24.963300704956,59.35440063476562,17.941699981689453,406.4433611032532
AY,2350,HEL,421,BRU,302,,0,319 320 343,60.317199707031,24.963300704956,50.9014015198,4.48443984985,1646.5136754262394
AY,2350,HEL,421,BUD,1489,,0,320 319,60.317199707031,24.963300704956,47.429759999999995,19.261093,1479.6239884889017
AY,2350,HEL,421,CDG,1382,,0,321 320 32B 319,60.317199707031,24.963300704956,49.012798,2.55,1895.5584206947426
AY,2350,HEL,421,CPH,609,,0,320 319 321,60.317199707031,24.963300704956,55.617900848389,12.656000137329,892.1335351361232
AY,2350,HEL,421,DBV,1200,,0,320 321,60.317199707031,24.963300704956,42.5614013671875,18.268199920654297,2025.6724553583008
AY,2350,HEL,421,DME,4029,,0,319,60.317199707031,24.963300704956,55.40879821777344,37.90629959106445,937.6154224349352
AY,2350,HEL,421,DUS,345,Y,0,E90,60.317199707031,24.963300704956,51.289501,6.766780000000001,1507.7920460146881
AY,2350,HEL,421,FCO,1555,,0,321 32B,60.317199707031,24.963300704956,41.8002778,12.2388889,2233.730090173618
AY,2350,HEL,421,FRA,340,Y,0,E90,60.317199707031,24.963300704956,50.033333,8.570556,1537.937860861014
AY,2350,HEL,421,GOT,687,,0,319 320,60.317199707031,24.963300704956,57.662799835205,12.279800415039,782.6810831485449
AY,2350,HEL,421,GVA,1665,Y,0,E90 E70,60.317199707031,24.963300704956,46.23809814453125,6.108950138092041,1990.6299151385679
AY,2350,HEL,421,GZP,8266,,0,319,60.317199707031,24.963300704956,36.299217,32.300598,2721.3786408390283
AY,2350,HEL,421,HAM,342,,0,319,60.317199707031,24.963300704956,53.630401611328,9.988229751586902,1168.6014249418804
AY,2350,HEL,421,IVL,428,,0,319 320,60.317199707031,24.963300704956,68.607299804688,27.405300140381,929.0370399287202
AY,2350,HEL,421,JOE,429,Y,0,AT7 ATR E70 E90,60.317199707031,24.963300704956,62.662899017334006,29.607500076294,358.70408718230027
AY,2350,HEL,421,JYV,430,,0,ATR,60.317199707031,24.963300704956,62.399501800537,25.678300857544,234.65279513158558
AY,2350,HEL,421,KAJ,433,Y,0,AT7,60.317199707031,24.963300704956,64.285499572754,27.692399978638,463.1468221175165
AY,2350,HEL,421,KAO,437,Y,0,AT7,60.317199707031,24.963300704956,65.98760223388699,29.239400863647,665.7112342468789
AY,2350,HEL,421,KEM,432,Y,0,AT7,60.317199707031,24.963300704956,65.778701782227,24.582099914551,607.5922346988759
AY,2350,HEL,421,KOK,435,Y,0,AT7,60.317199707031,24.963300704956,63.721199035645,23.143100738525,390.1971377460176
AY,2350,HEL,421,KRK,669,,0,319 321 32B,60.317199707031,24.963300704956,50.077702,19.7848,1184.1663346005432
AY,2350,HEL,421,KUO,439,,0,319,60.317199707031,24.963300704956,63.007099151611,27.797800064087,334.3576060299398
AY,2350,HEL,421,LED,2948,Y,0,ATR,60.317199707031,24.963300704956,59.80030059814453,30.26250076293945,299.5753617569111
AY,2350,HEL,421,LHR,507,,0,32B 320 321,60.317199707031,24.963300704956,51.4706,-0.461941,1847.9556424748234
AY,2350,HEL,421,LIS,1638,Y,0,320,60.317199707031,24.963300704956,38.7813,-9.13592,3363.877948690695
AY,2350,HEL,421,LJU,1569,,0,320,60.317199707031,24.963300704956,46.223701,14.4576,1710.933814620616
AY,2350,HEL,421,MAD,1229,,0,321,60.317199707031,24.963300704956,40.471926,-3.56264,2947.431425794407
AY,2350,HEL,421,MAN,478,Y,0,E90,60.317199707031,24.963300704956,53.35369873046875,-2.2749500274658203,1811.5058910909286
AY,2350,HEL,421,MHQ,442,Y,0,AT7,60.317199707031,24.963300704956,60.122200012207,19.898199081421,280.50374333549183
AY,2350,HEL,421,MSQ,2954,Y,0,CR2 733,60.317199707031,24.963300704956,53.882499694824,28.030700683594,738.8990031078702
AY,2350,HEL,421,MUC,346,,0,319 320,60.317199707031,24.963300704956,48.353802,11.7861,1574.5397290719525
AY,2350,HEL,421,MXP,1524,,0,321 320 32B,60.317199707031,24.963300704956,45.6306,8.728110000000001,1950.1206406600888
AY,2350,HEL,421,NCE,1354,,0,320 32B,60.317199707031,24.963300704956,43.658401489300005,7.215869903560001,2199.8093568544487
AY,2350,HEL,421,NRK,743,Y,0,AT7,60.317199707031,24.963300704956,58.58629989624024,16.250600814819336,528.1928104144339
AY,2350,HEL,421,OSL,644,,0,319,60.317199707031,24.963300704956,60.121,11.0502,767.2870140316835
AY,2350,HEL,421,OUL,446,,0,320 319,60.317199707031,24.963300704956,64.930099487305,25.354600906372,513.3185480480646
AY,2350,HEL,421,PRG,1587,,0,319 321 320,60.317199707031,24.963300704956,50.1008,14.26,1319.8278303485
AY,2350,HEL,421,RIX,3953,Y,0,AT7,60.317199707031,24.963300704956,56.92359924316406,23.971099853515625,381.6875537791588
AY,2350,HEL,421,RVN,453,,0,319 320 321,60.317199707031,24.963300704956,66.564796447754,25.830400466919,696.0201362392967
AY,2350,HEL,421,SVL,455,Y,0,AT7,60.317199707031,24.963300704956,61.943099975586,28.945100784302,279.8871247518871
AY,2350,HEL,421,SVO,2985,,0,319 320,60.317199707031,24.963300704956,55.972599,37.4146,873.8235282187748
AY,2350,HEL,421,TAY,416,Y,0,AT7,60.317199707031,24.963300704956,58.30749893189999,26.6903991699,243.99694257996708
AY,2350,HEL,421,TKU,460,Y,0,AT7 ATR,60.317199707031,24.963300704956,60.514099121094,22.262800216675,149.8474904949379
AY,2350,HEL,421,TLL,415,Y,0,AT7 ATR,60.317199707031,24.963300704956,59.41329956049999,24.8327999115,100.77272598507548
AY,2350,HEL,421,TMP,458,Y,0,AT7 ATR,60.317199707031,24.963300704956,61.414100646973,23.604400634766,142.43105403531266
AY,2350,HEL,421,TXL,351,,0,319,60.317199707031,24.963300704956,52.5597,13.2877,1118.8430264403373
AY,2350,HEL,421,VAA,462,,0,319 32B,60.317199707031,24.963300704956,63.050701141357,21.762199401855,347.5998361785831
AY,2350,HEL,421,VIE,1613,,0,320 319,60.317199707031,24.963300704956,48.110298156738,16.569700241089002,1460.2239086768595
AY,2350,HEL,421,VNO,3959,Y,0,E90 E70 AT7,60.317199707031,24.963300704956,54.634102,25.285801,632.223674793057
AY,2350,HEL,421,WAW,679,Y,0,E70 E90,60.317199707031,24.963300704956,52.1656990051,20.9671001434,939.0059573096996
AY,2350,HEL,421,ZRH,1678,,0,319 320,60.317199707031,24.963300704956,47.464699,8.54917,1778.188796495141
AY,2350,IVL,428,KTT,438,,0,319 320,68.607299804688,27.405300140381,67.700996398926,24.846799850464,146.13886284370494
AY,2350,JOE,429,HEL,421,Y,0,E70 AT7 ATR E90,62.662899017334006,29.607500076294,60.317199707031,24.963300704956,358.70408718230027
AY,2350,JYV,430,HEL,421,Y,0,AT7,62.399501800537,25.678300857544,60.317199707031,24.963300704956,234.65279513158558
AY,2350,JYV,430,KEM,432,,0,ATR,62.399501800537,25.678300857544,65.778701782227,24.582099914551,379.49128313780193
AY,2350,KAJ,433,HEL,421,Y,0,AT7,64.285499572754,27.692399978638,60.317199707031,24.963300704956,463.1468221175165
AY,2350,KAO,437,HEL,421,Y,0,AT7,65.98760223388699,29.239400863647,60.317199707031,24.963300704956,665.7112342468789
AY,2350,KEM,432,HEL,421,Y,0,AT7,65.778701782227,24.582099914551,60.317199707031,24.963300704956,607.5922346988759
AY,2350,KOK,435,HEL,421,Y,0,AT7,63.721199035645,23.143100738525,60.317199707031,24.963300704956,390.1971377460176
AY,2350,KRK,669,HEL,421,,0,319 321 32B,50.077702,19.7848,60.317199707031,24.963300704956,1184.1663346005432
AY,2350,KTT,438,HEL,421,,0,319 320,67.700996398926,24.846799850464,60.317199707031,24.963300704956,821.0599869344976
AY,2350,KUO,439,HEL,421,,0,319,63.007099151611,27.797800064087,60.317199707031,24.963300704956,334.3576060299398
AY,2350,LED,2948,HEL,421,Y,0,ATR,59.80030059814453,30.26250076293945,60.317199707031,24.963300704956,299.5753617569111
AY,2350,LHR,507,ARN,737,Y,0,321 319 767 320,51.4706,-0.461941,59.65190124511699,17.918600082397,1462.5380783836806
AY,2350,LHR,507,HEL,421,,0,320 32B 321,51.4706,-0.461941,60.317199707031,24.963300704956,1847.9556424748234
AY,2350,LHR,507,LIS,1638,Y,0,320,51.4706,-0.461941,38.7813,-9.13592,1563.9306140569583
AY,2350,LIS,1638,AMS,580,Y,0,320 319,38.7813,-9.13592,52.308601,4.76389,1846.2971599212935
AY,2350,LIS,1638,BRU,302,Y,0,321 320 100 319,38.7813,-9.13592,50.9014015198,4.48443984985,1717.4690852897968
AY,2350,LIS,1638,GVA,1665,Y,0,320 321,38.7813,-9.13592,46.23809814453125,6.108950138092041,1495.6696091857966
AY,2350,LIS,1638,HEL,421,Y,0,320,38.7813,-9.13592,60.317199707031,24.963300704956,3363.877948690695
AY,2350,LIS,1638,LHR,507,Y,0,320,38.7813,-9.13592,51.4706,-0.461941,1563.9306140569583
AY,2350,LIS,1638,ZRH,1678,Y,0,321,38.7813,-9.13592,47.464699,8.54917,1723.4915648614706
AY,2350,LJU,1569,HEL,421,,0,320,46.223701,14.4576,60.317199707031,24.963300704956,1710.933814620616
AY,2350,MAD,1229,FRA,340,Y,0,32A,40.471926,-3.56264,50.033333,8.570556,1422.0506123137338
AY,2350,MAD,1229,HEL,421,,0,321,40.471926,-3.56264,60.317199707031,24.963300704956,2947.431425794407
AY,2350,MAD,1229,VGO,1250,Y,0,32S,40.471926,-3.56264,42.2318000793457,-8.62677001953125,465.6992177066951
AY,2350,MAD,1229,VLC,1246,Y,0,CR9,40.471926,-3.56264,39.4893,-0.481625,284.3255627934743
AY,2350,MAN,478,HEL,421,Y,0,E90,53.35369873046875,-2.2749500274658203,60.317199707031,24.963300704956,1811.5058910909286
AY,2350,MHQ,442,HEL,421,Y,0,AT7,60.122200012207,19.898199081421,60.317199707031,24.963300704956,280.50374333549183
AY,2350,MMX,708,BMA,738,Y,0,AR8 AR1,55.53630536399999,13.3761978149,59.35440063476562,17.941699981689453,504.58918425357615
AY,2350,MRS,1353,CDG,1382,Y,0,319,43.439271922,5.22142410278,49.012798,2.55,652.8189452394907
AY,2350,MSQ,2954,HEL,421,Y,0,CR2 733,53.882499694824,28.030700683594,60.317199707031,24.963300704956,738.8990031078702
AY,2350,MUC,346,CTA,1509,Y,0,321 320,48.353802,11.7861,37.466801,15.0664,1239.3911035136673
AY,2350,MUC,346,HEL,421,,0,319 320,48.353802,11.7861,60.317199707031,24.963300704956,1574.5397290719525
AY,2350,MXP,1524,HEL,421,,0,321 320 32B,45.6306,8.728110000000001,60.317199707031,24.963300704956,1950.1206406600888
AY,2350,NCE,1354,HEL,421,,0,320 32B,43.658401489300005,7.215869903560001,60.317199707031,24.963300704956,2199.8093568544487
AY,2350,NRK,743,HEL,421,Y,0,AT7,58.58629989624024,16.250600814819336,60.317199707031,24.963300704956,528.1928104144339
AY,2350,OPO,1636,ZRH,1678,Y,0,320 319,41.2481002808,-8.68138980865,47.464699,8.54917,1529.8497722158747
AY,2350,OSL,644,AAL,628,,0,J31,60.121,11.0502,57.0927589138,9.84924316406,343.8201709879387
AY,2350,OSL,644,HEL,421,,0,319,60.121,11.0502,60.317199707031,24.963300704956,767.2870140316835
AY,2350,OSL,644,TXL,351,Y,0,319,60.121,11.0502,52.5597,13.2877,851.8848404265558
AY,2350,OTP,1657,TXL,351,Y,0,320 73G,44.5711111,26.085,52.5597,13.2877,1291.0420469484714
AY,2350,OUL,446,HEL,421,,0,319 320,64.930099487305,25.354600906372,60.317199707031,24.963300704956,513.3185480480646
AY,2350,PNA,1234,MAD,1229,Y,0,CR9,42.77000045776367,-1.6463299989700315,40.471926,-3.56264,301.0966231638083
AY,2350,PRG,1587,HEL,421,,0,319 321 320,50.1008,14.26,60.317199707031,24.963300704956,1319.8278303485
AY,2350,RIX,3953,HEL,421,Y,0,AT7,56.92359924316406,23.971099853515625,60.317199707031,24.963300704956,381.6875537791588
AY,2350,RVN,453,HEL,421,,0,319 320 321,66.564796447754,25.830400466919,60.317199707031,24.963300704956,696.0201362392967
AY,2350,SOF,1194,TXL,351,Y,0,73G,42.69669342041016,23.411436080932617,52.5597,13.2877,1330.780091566334
AY,2350,SVL,455,HEL,421,Y,0,AT7,61.943099975586,28.945100784302,60.317199707031,24.963300704956,279.8871247518871
AY,2350,SVO,2985,HEL,421,,0,319 320,55.972599,37.4146,60.317199707031,24.963300704956,873.8235282187748
AY,2350,SZG,1612,DUS,345,Y,0,DH4,47.7933006287,13.0043001175,51.289501,6.766780000000001,594.3510785807284
AY,2350,SZG,1612,HAM,342,Y,0,320 319,47.7933006287,13.0043001175,53.630401611328,9.988229751586902,682.7533362830991
AY,2350,SZG,1612,TXL,351,Y,0,319,47.7933006287,13.0043001175,52.5597,13.2877,530.3823492423408
AY,2350,TAY,416,HEL,421,Y,0,AT7,58.30749893189999,26.6903991699,60.317199707031,24.963300704956,243.99694257996708
AY,2350,TKU,460,HEL,421,Y,0,AT7 ATR,60.514099121094,22.262800216675,60.317199707031,24.963300704956,149.8474904949379
AY,2350,TLL,415,HEL,421,Y,0,ATR AT7,59.41329956049999,24.8327999115,60.317199707031,24.963300704956,100.77272598507548
AY,2350,TMP,458,HEL,421,Y,0,AT7 ATR,61.414100646973,23.604400634766,60.317199707031,24.963300704956,142.43105403531266
AY,2350,TXL,351,ARN,737,Y,0,738 320 321 319,52.5597,13.2877,59.65190124511699,17.918600082397,838.7725042307752
AY,2350,TXL,351,CPH,609,Y,0,319 73G 738,52.5597,13.2877,55.617900848389,12.656000137329,342.53905508375703
AY,2350,TXL,351,CTA,1509,Y,0,321 320 738,52.5597,13.2877,37.466801,15.0664,1683.9329879053187
AY,2350,TXL,351,GOT,687,Y,0,73G,52.5597,13.2877,57.662799835205,12.279800415039,571.0311720813203
AY,2350,TXL,351,HEL,421,,0,319,52.5597,13.2877,60.317199707031,24.963300704956,1118.8430264403373
AY,2350,TXL,351,OSL,644,Y,0,319,52.5597,13.2877,60.121,11.0502,851.8848404265558
AY,2350,TXL,351,OTP,1657,Y,0,320 73G,52.5597,13.2877,44.5711111,26.085,1291.0420469484714
AY,2350,TXL,351,SOF,1194,Y,0,73G,52.5597,13.2877,42.69669342041016,23.411436080932617,1330.780091566334
AY,2350,TXL,351,SZG,1612,Y,0,319,52.5597,13.2877,47.7933006287,13.0043001175,530.3823492423408
AY,2350,UME,728,BMA,738,Y,0,AR1 AR8,63.79180145263699,20.282800674438,59.35440063476562,17.941699981689453,508.6534529947114
AY,2350,VAA,462,HEL,421,,0,319 32B,63.050701141357,21.762199401855,60.317199707031,24.963300704956,347.5998361785831
AY,2350,VGO,1250,MAD,1229,Y,0,32S,42.2318000793457,-8.62677001953125,40.471926,-3.56264,465.6992177066951
AY,2350,VIE,1613,ARN,737,Y,0,E90,48.110298156738,16.569700241089002,59.65190124511699,17.918600082397,1286.3411689125674
AY,2350,VIE,1613,CPH,609,Y,0,E90,48.110298156738,16.569700241089002,55.617900848389,12.656000137329,876.6409275831497
AY,2350,VIE,1613,FLR,1563,Y,0,DH4,48.110298156738,16.569700241089002,43.810001,11.2051,632.6112977947912
AY,2350,VIE,1613,HEL,421,,0,320 319,48.110298156738,16.569700241089002,60.317199707031,24.963300704956,1460.2239086768595
AY,2350,VLC,1246,MAD,1229,Y,0,CR9 CR2,39.4893,-0.481625,40.471926,-3.56264,284.3255627934743
AY,2350,VNO,3959,HEL,421,Y,0,E90 E70 AT7,54.634102,25.285801,60.317199707031,24.963300704956,632.223674793057
AY,2350,WAW,679,HEL,421,Y,0,E70 E90,52.1656990051,20.9671001434,60.317199707031,24.963300704956,939.0059573096996
AY,2350,ZRH,1678,HEL,421,,0,319 320,47.464699,8.54917,60.317199707031,24.963300704956,1778.188796495141
AY,2350,ZRH,1678,LIS,1638,Y,0,320 319,47.464699,8.54917,38.7813,-9.13592,1723.4915648614706
AZ,596,AAL,628,AMS,580,Y,0,E90,57.0927589138,9.84924316406,52.308601,4.76389,623.9262077843334
AZ,596,ABZ,532,CDG,1382,Y,0,E70,57.20190048217773,-2.1977798938751216,49.012798,2.55,963.5818608445469
AZ,596,AES,630,AMS,580,Y,0,E90,62.5625,6.119699954986572,52.308601,4.76389,1143.0009610288284
AZ,596,AGP,1230,FCO,1555,,0,319 320,36.67490005493164,-4.499110221862793,41.8002778,12.2388889,1546.849240787076
AZ,596,AHO,1517,LIN,1529,,0,319,40.632099,8.29077,45.445099,9.27674,541.1341956042794
AZ,596,AHO,1517,TRN,1526,,0,319,40.632099,8.29077,45.200802,7.64963,510.68733650374617
AZ,596,AJA,1324,LYS,1335,Y,0,320,41.92359924316406,8.8029203414917,45.725556,5.081111,517.4295941758219
AZ,596,AJA,1324,MRS,1353,,0,320 AT7,41.92359924316406,8.8029203414917,43.439271922,5.22142410278,337.76273478913714
AZ,596,AJA,1324,NCE,1354,,0,AT7,41.92359924316406,8.8029203414917,43.658401489300005,7.215869903560001,232.32835493983913
AZ,596,AMS,580,AAL,628,Y,0,E90,52.308601,4.76389,57.0927589138,9.84924316406,623.9262077843334
AZ,596,AMS,580,AES,630,Y,0,E90,52.308601,4.76389,62.5625,6.119699954986572,1143.0009610288284
AZ,596,AMS,580,ARN,737,Y,0,737,52.308601,4.76389,59.65190124511699,17.918600082397,1152.1686990894018
AZ,596,AMS,580,BGO,636,Y,0,E90 737,52.308601,4.76389,60.29339981,5.218140125,888.3057402069682
AZ,596,AMS,580,BLL,608,Y,0,737 F70 E90,52.308601,4.76389,55.7402992249,9.15178012848,477.0413337584642
AZ,596,AMS,580,BLQ,1538,Y,0,E90,52.308601,4.76389,44.5354,11.2887,988.4641673314015
AZ,596,AMS,580,BRE,353,Y,0,F70,52.308601,4.76389,53.0475006104,8.78666973114,283.330258789771
AZ,596,AMS,580,BRS,490,Y,0,E90,52.308601,4.76389,51.382702,-2.71909,523.9927392742668
AZ,596,AMS,580,CGN,344,Y,0,F70,52.308601,4.76389,50.8658981323,7.1427397728,229.64139338097604
AZ,596,AMS,580,CPH,609,Y,0,737 E90,52.308601,4.76389,55.617900848389,12.656000137329,633.3847297968673
AZ,596,AMS,580,CTA,1509,,0,320,52.308601,4.76389,37.466801,15.0664,1834.8734741836793
AZ,596,AMS,580,CWL,488,Y,0,F70,52.308601,4.76389,51.39670181274414,-3.343329906463623,565.6728897758496
AZ,596,AMS,580,DUS,345,Y,0,F70,52.308601,4.76389,51.289501,6.766780000000001,178.34350321770103
AZ,596,AMS,580,FCO,1555,,0,321 32S 320 319,52.308601,4.76389,41.8002778,12.2388889,1296.8207683725338
AZ,596,AMS,580,FLR,1563,,0,E90,52.308601,4.76389,43.810001,11.2051,1058.3305796033385
AZ,596,AMS,580,GLA,534,Y,0,737,52.308601,4.76389,55.8718986511,-4.43306016922,717.956474166064
AZ,596,AMS,580,HAJ,352,Y,0,E90 F70,52.308601,4.76389,52.461101532,9.68507957458,334.3582032048429
AZ,596,AMS,580,HAM,342,Y,0,737 F70 E90,52.308601,4.76389,53.630401611328,9.988229751586902,379.356902650655
AZ,596,AMS,580,HEL,421,Y,0,737,52.308601,4.76389,60.317199707031,24.963300704956,1521.3038023878014
AZ,596,AMS,580,HUY,515,Y,0,F70,52.308601,4.76389,53.57440185546875,-0.350832998752594,370.40267180023926
AZ,596,AMS,580,KRS,638,Y,0,E90 F70,52.308601,4.76389,58.204201,8.08537,688.3109979128823
AZ,596,AMS,580,LBA,517,Y,0,F70,52.308601,4.76389,53.86589813232422,-1.6605700254440308,462.46370954605055
AZ,596,AMS,580,LIN,1529,,0,32S 321,52.308601,4.76389,45.445099,9.27674,831.0815977223816
AZ,596,AMS,580,MME,522,Y,0,F70,52.308601,4.76389,54.50920104980469,-1.4294099807739258,477.65797538369566
AZ,596,AMS,580,NWI,547,Y,0,F70,52.308601,4.76389,52.675800323500006,1.28278005123,239.16805300948863
AZ,596,AMS,580,PMO,1512,,0,320,52.308601,4.76389,38.175999,13.091,1698.6574626987224
AZ,596,AMS,580,SVG,666,Y,0,E90 737,52.308601,4.76389,58.876701354,5.637780189500001,732.3839487296551
AZ,596,AMS,580,TRD,665,Y,0,E90,52.308601,4.76389,63.45780179999999,10.9239998,1290.6789287545384
AZ,596,AMS,580,TRF,664,Y,0,E90,52.308601,4.76389,59.1866989136,10.258600235,837.8945739327246
AZ,596,AMS,580,TXL,351,Y,0,737,52.308601,4.76389,52.5597,13.2877,578.1873189533414
AZ,596,AMS,580,VCE,1551,Y,0,737,52.308601,4.76389,45.505299,12.3519,936.9093615891184
AZ,596,AOI,4309,FCO,1555,Y,0,E75,43.616299,13.3623,41.8002778,12.2388889,221.81010473833746
AZ,596,ARN,737,AMS,580,Y,0,737,59.65190124511699,17.918600082397,52.308601,4.76389,1152.1686990894018
AZ,596,ARN,737,CDG,1382,Y,0,320 32A 319,59.65190124511699,17.918600082397,49.012798,2.55,1539.1558006232394
