Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude,Distance
2N,3652,JKG,688,ARN,737,,0,ATP SF3,57.75759887695313,14.068699836730955,59.65190124511699,17.918600082397,306.20541977348506
2N,3652,JKG,688,HAD,709,,0,ATP SF3,57.75759887695313,14.068699836730955,56.69110107421875,12.820199966430664,140.392359401131
2N,3652,KOK,435,POR,448,,0,SF3,63.721199035645,23.143100738525,61.46170043945301,21.799999237061,260.4663541282297
2N,3652,KRF,718,ARN,737,,0,ATP,63.04859924316406,17.76889991760254,59.65190124511699,17.918600082397,377.77962351832747
2N,3652,KRF,718,GEV,715,,0,ATP,63.04859924316406,17.76889991760254,67.13240051269531,20.814599990844727,475.83525850542134
2N,3652,KSD,5595,ARN,737,,0,SF3,59.4446983337,13.3374004364,59.65190124511699,17.918600082397,259.14683110204675
2N,3652,LYC,719,AJR,730,,0,ATP,64.54830169677734,18.71619987487793,65.59030151367189,19.28190040588379,118.85904094007392
2N,3652,LYC,719,ARN,737,,0,ATP,64.54830169677734,18.71619987487793,59.65190124511699,17.918600082397,546.0229776499898
2N,3652,MHQ,442,ARN,737,,0,SF3,60.122200012207,19.898199081421,59.65190124511699,17.918600082397,122.18564500712132
2N,3652,MHQ,442,TKU,460,,0,SF3,60.122200012207,19.898199081421,60.514099121094,22.262800216675,137.28935130200296
2N,3652,OER,722,ARN,737,,0,ATR,63.40829849243164,18.989999771118164,59.65190124511699,17.918600082397,421.5199429806096
2N,3652,OSL,644,VXO,711,,0,SF3,60.121,11.0502,56.929100036621094,14.727999687194824,414.0599300188711
2N,3652,POR,448,ARN,737,,0,SF3,61.46170043945301,21.799999237061,59.65190124511699,17.918600082397,292.32656992518366
2N,3652,POR,448,KOK,435,,0,SF3,61.46170043945301,21.799999237061,63.721199035645,23.143100738525,260.4663541282297
2N,3652,TKU,460,MHQ,442,,0,SF3,60.514099121094,22.262800216675,60.122200012207,19.898199081421,137.28935130200296
