Airline,Airline ID,Source airport,Destination airport,Latitude_source,Longitude_source,Latitude_destination,Longitude_destination
4U,2548,CGN,KLU,50.8658981323,7.1427397728,46.642502,14.3377
4U,2548,CGN,KVA,50.8658981323,7.1427397728,40.91329956054688,24.619199752807617
4U,2548,CGN,LEJ,50.8658981323,7.1427397728,51.423889,12.236389
4U,2548,CGN,LHR,50.8658981323,7.1427397728,51.4706,-0.461941
4U,2548,CGN,LIS,50.8658981323,7.1427397728,38.7813,-9.13592
4U,2548,CGN,MAN,50.8658981323,7.1427397728,53.35369873046875,-2.2749500274658203
4U,2548,CGN,MXP,50.8658981323,7.1427397728,45.6306,8.728110000000001
4U,2548,CGN,NAP,50.8658981323,7.1427397728,40.886002000000005,14.2908
4U,2548,CGN,NCE,50.8658981323,7.1427397728,43.658401489300005,7.215869903560001
4U,2548,CGN,OLB,50.8658981323,7.1427397728,40.898701,9.51763
4U,2548,CGN,PMI,50.8658981323,7.1427397728,39.551700592,2.73881006241
4U,2548,CGN,PMO,50.8658981323,7.1427397728,38.175999,13.091
4U,2548,CGN,PRG,50.8658981323,7.1427397728,50.1008,14.26
4U,2548,CGN,PSA,50.8658981323,7.1427397728,43.683899,10.3927
4U,2548,CGN,PUY,50.8658981323,7.1427397728,44.89350128173828,13.922200202941896
4U,2548,CGN,RHO,50.8658981323,7.1427397728,36.40539932250977,28.086200714111328
4U,2548,CGN,RJK,50.8658981323,7.1427397728,45.21689987182617,14.570300102233888
4U,2548,CGN,RLG,50.8658981323,7.1427397728,53.9182014465,12.2783002853
4U,2548,CGN,SAW,50.8658981323,7.1427397728,40.898601532,29.3092002869
4U,2548,CGN,SJJ,50.8658981323,7.1427397728,43.82460021972656,18.331499099731445
4U,2548,CGN,SKG,50.8658981323,7.1427397728,40.51969909667969,22.97089958190918
4U,2548,CGN,SPU,50.8658981323,7.1427397728,43.53889846801758,16.29800033569336
4U,2548,CGN,STN,50.8658981323,7.1427397728,51.8849983215,0.234999999404
4U,2548,CGN,SUF,50.8658981323,7.1427397728,38.905399,16.2423
4U,2548,CGN,SZG,50.8658981323,7.1427397728,47.7933006287,13.0043001175
4U,2548,CGN,TXL,50.8658981323,7.1427397728,52.5597,13.2877
4U,2548,CGN,VCE,50.8658981323,7.1427397728,45.505299,12.3519
4U,2548,CGN,VIE,50.8658981323,7.1427397728,48.110298156738,16.569700241089002
4U,2548,CGN,VRN,50.8658981323,7.1427397728,45.395699,10.8885
4U,2548,CGN,WAW,50.8658981323,7.1427397728,52.1656990051,20.9671001434
4U,2548,CGN,XRY,50.8658981323,7.1427397728,36.74459838867188,-6.060110092163086
4U,2548,CGN,ZAD,50.8658981323,7.1427397728,44.108299,15.3467
4U,2548,CGN,ZAG,50.8658981323,7.1427397728,45.742900848400005,16.0687999725
4U,2548,CGN,ZRH,50.8658981323,7.1427397728,47.464699,8.54917
4U,2548,CLY,CGN,42.52444439999999,8.793055599999999,50.8658981323,7.1427397728
4U,2548,CTA,CGN,37.466801,15.0664,50.8658981323,7.1427397728
4U,2548,CTA,DUS,37.466801,15.0664,51.289501,6.766780000000001
4U,2548,CTA,HAJ,37.466801,15.0664,52.461101532,9.68507957458
4U,2548,CTA,HAM,37.466801,15.0664,53.630401611328,9.988229751586902
4U,2548,CTA,STR,37.466801,15.0664,48.6898994446,9.22196006775
4U,2548,CTA,TXL,37.466801,15.0664,52.5597,13.2877
4U,2548,CWL,DUS,51.39670181274414,-3.343329906463623,51.289501,6.766780000000001
4U,2548,DBV,CGN,42.5614013671875,18.268199920654297,50.8658981323,7.1427397728
4U,2548,DBV,DUS,42.5614013671875,18.268199920654297,51.289501,6.766780000000001
4U,2548,DBV,HAJ,42.5614013671875,18.268199920654297,52.461101532,9.68507957458
4U,2548,DBV,HAM,42.5614013671875,18.268199920654297,53.630401611328,9.988229751586902
4U,2548,DBV,STR,42.5614013671875,18.268199920654297,48.6898994446,9.22196006775
4U,2548,DBV,TXL,42.5614013671875,18.268199920654297,52.5597,13.2877
4U,2548,DRS,CFU,51.1328010559082,13.767200469970703,39.601898193359375,19.911699295043945
4U,2548,DRS,CGN,51.1328010559082,13.767200469970703,50.8658981323,7.1427397728
4U,2548,DRS,DUS,51.1328010559082,13.767200469970703,51.289501,6.766780000000001
4U,2548,DRS,STR,51.1328010559082,13.767200469970703,48.6898994446,9.22196006775
4U,2548,DTM,HDF,51.518299102799986,7.61223983765,53.8787002563,14.152299881
4U,2548,DTM,MUC,51.518299102799986,7.61223983765,48.353802,11.7861
4U,2548,DTM,PMI,51.518299102799986,7.61223983765,39.551700592,2.73881006241
4U,2548,DTM,SAW,51.518299102799986,7.61223983765,40.898601532,29.3092002869
4U,2548,DTM,SPU,51.518299102799986,7.61223983765,43.53889846801758,16.29800033569336
4U,2548,DUB,CGN,53.421299,-6.27007,50.8658981323,7.1427397728
4U,2548,DUB,DUS,53.421299,-6.27007,51.289501,6.766780000000001
4U,2548,DUS,AOI,51.289501,6.766780000000001,43.616299,13.3623
4U,2548,DUS,ARN,51.289501,6.766780000000001,59.65190124511699,17.918600082397
4U,2548,DUS,BCN,51.289501,6.766780000000001,41.2971,2.07846
4U,2548,DUS,BIA,51.289501,6.766780000000001,42.55270004272461,9.48373031616211
4U,2548,DUS,BIO,51.289501,6.766780000000001,43.30110168457031,-2.9106099605560303
4U,2548,DUS,BRI,51.289501,6.766780000000001,41.138901,16.760599
4U,2548,DUS,BSL,51.289501,6.766780000000001,47.59,7.5291667
4U,2548,DUS,CAG,51.289501,6.766780000000001,39.251499,9.05428
4U,2548,DUS,CTA,51.289501,6.766780000000001,37.466801,15.0664
4U,2548,DUS,CWL,51.289501,6.766780000000001,51.39670181274414,-3.343329906463623
4U,2548,DUS,DBV,51.289501,6.766780000000001,42.5614013671875,18.268199920654297
4U,2548,DUS,DRS,51.289501,6.766780000000001,51.1328010559082,13.767200469970703
4U,2548,DUS,DUB,51.289501,6.766780000000001,53.421299,-6.27007
4U,2548,DUS,GVA,51.289501,6.766780000000001,46.23809814453125,6.108950138092041
4U,2548,DUS,HDF,51.289501,6.766780000000001,53.8787002563,14.152299881
4U,2548,DUS,HER,51.289501,6.766780000000001,35.3396987915,25.1802997589
4U,2548,DUS,IBZ,51.289501,6.766780000000001,38.8728981018,1.3731199502899998
4U,2548,DUS,KTW,51.289501,6.766780000000001,50.4743,19.08
4U,2548,DUS,LEJ,51.289501,6.766780000000001,51.423889,12.236389
4U,2548,DUS,LYS,51.289501,6.766780000000001,45.725556,5.081111
4U,2548,DUS,MAD,51.289501,6.766780000000001,40.471926,-3.56264
4U,2548,DUS,MPL,51.289501,6.766780000000001,43.57619857788086,3.96301007270813
4U,2548,DUS,MXP,51.289501,6.766780000000001,45.6306,8.728110000000001
4U,2548,DUS,NQY,51.289501,6.766780000000001,50.44060134887695,-4.995409965515137
4U,2548,DUS,NUE,51.289501,6.766780000000001,49.498699,11.078056
4U,2548,DUS,OLB,51.289501,6.766780000000001,40.898701,9.51763
4U,2548,DUS,PMI,51.289501,6.766780000000001,39.551700592,2.73881006241
4U,2548,DUS,POZ,51.289501,6.766780000000001,52.4210014343,16.8262996674
4U,2548,DUS,PRG,51.289501,6.766780000000001,50.1008,14.26
4U,2548,DUS,PRN,51.289501,6.766780000000001,42.5728,21.035801
4U,2548,DUS,SKG,51.289501,6.766780000000001,40.51969909667969,22.97089958190918
4U,2548,DUS,SPU,51.289501,6.766780000000001,43.53889846801758,16.29800033569336
4U,2548,DUS,SUF,51.289501,6.766780000000001,38.905399,16.2423
4U,2548,DUS,TRN,51.289501,6.766780000000001,45.200802,7.64963
4U,2548,DUS,VCE,51.289501,6.766780000000001,45.505299,12.3519
4U,2548,DUS,WAW,51.289501,6.766780000000001,52.1656990051,20.9671001434
4U,2548,DUS,WRO,51.289501,6.766780000000001,51.10269927979999,16.885799408
4U,2548,DUS,ZAD,51.289501,6.766780000000001,44.108299,15.3467
4U,2548,EDI,CGN,55.95000076293945,-3.372499942779541,50.8658981323,7.1427397728
4U,2548,FAO,CGN,37.0144004822,-7.965909957889999,50.8658981323,7.1427397728
4U,2548,FAO,HAM,37.0144004822,-7.965909957889999,53.630401611328,9.988229751586902
4U,2548,FAO,STR,37.0144004822,-7.965909957889999,48.6898994446,9.22196006775
4U,2548,FCO,CGN,41.8002778,12.2388889,50.8658981323,7.1427397728
4U,2548,FCO,HAJ,41.8002778,12.2388889,52.461101532,9.68507957458
4U,2548,FCO,HAM,41.8002778,12.2388889,53.630401611328,9.988229751586902
4U,2548,FCO,STR,41.8002778,12.2388889,48.6898994446,9.22196006775
4U,2548,FCO,TXL,41.8002778,12.2388889,52.5597,13.2877
4U,2548,FDH,CGN,47.671298980699994,9.511489868160002,50.8658981323,7.1427397728
4U,2548,FKB,HAM,48.7793998718,8.08049964905,53.630401611328,9.988229751586902
4U,2548,FMM,HAM,47.9888000488,10.2395000458,53.630401611328,9.988229751586902
4U,2548,FMM,TXL,47.9888000488,10.2395000458,52.5597,13.2877
4U,2548,FRA,HDF,50.033333,8.570556,53.8787002563,14.152299881
4U,2548,GVA,DUS,46.23809814453125,6.108950138092041,51.289501,6.766780000000001
4U,2548,GVA,HAM,46.23809814453125,6.108950138092041,53.630401611328,9.988229751586902
4U,2548,HAJ,BCN,52.461101532,9.68507957458,41.2971,2.07846
4U,2548,HAJ,CTA,52.461101532,9.68507957458,37.466801,15.0664
4U,2548,HAJ,DBV,52.461101532,9.68507957458,42.5614013671875,18.268199920654297
4U,2548,HAJ,FCO,52.461101532,9.68507957458,41.8002778,12.2388889
4U,2548,HAJ,HER,52.461101532,9.68507957458,35.3396987915,25.1802997589
4U,2548,HAJ,MXP,52.461101532,9.68507957458,45.6306,8.728110000000001
4U,2548,HAJ,NAP,52.461101532,9.68507957458,40.886002000000005,14.2908
4U,2548,HAJ,PMI,52.461101532,9.68507957458,39.551700592,2.73881006241
4U,2548,HAJ,PRN,52.461101532,9.68507957458,42.5728,21.035801
4U,2548,HAJ,SAW,52.461101532,9.68507957458,40.898601532,29.3092002869
4U,2548,HAJ,SKG,52.461101532,9.68507957458,40.51969909667969,22.97089958190918
4U,2548,HAJ,SPU,52.461101532,9.68507957458,43.53889846801758,16.29800033569336
4U,2548,HAJ,STN,52.461101532,9.68507957458,51.8849983215,0.234999999404
4U,2548,HAJ,STR,52.461101532,9.68507957458,48.6898994446,9.22196006775
4U,2548,HAJ,SUF,52.461101532,9.68507957458,38.905399,16.2423
4U,2548,HAJ,VCE,52.461101532,9.68507957458,45.505299,12.3519
4U,2548,HAJ,VIE,52.461101532,9.68507957458,48.110298156738,16.569700241089002
4U,2548,HAM,AMS,53.630401611328,9.988229751586902,52.308601,4.76389
4U,2548,HAM,ARN,53.630401611328,9.988229751586902,59.65190124511699,17.918600082397
4U,2548,HAM,BCN,53.630401611328,9.988229751586902,41.2971,2.07846
4U,2548,HAM,BGO,53.630401611328,9.988229751586902,60.29339981,5.218140125
4U,2548,HAM,BHX,53.630401611328,9.988229751586902,52.4538993835,-1.7480299472799998
4U,2548,HAM,BIA,53.630401611328,9.988229751586902,42.55270004272461,9.48373031616211
4U,2548,HAM,BUD,53.630401611328,9.988229751586902,47.429759999999995,19.261093
4U,2548,HAM,CDG,53.630401611328,9.988229751586902,49.012798,2.55
4U,2548,HAM,CGN,53.630401611328,9.988229751586902,50.8658981323,7.1427397728
4U,2548,HAM,CTA,53.630401611328,9.988229751586902,37.466801,15.0664
4U,2548,HAM,DBV,53.630401611328,9.988229751586902,42.5614013671875,18.268199920654297
4U,2548,HAM,FAO,53.630401611328,9.988229751586902,37.0144004822,-7.965909957889999
4U,2548,HAM,FCO,53.630401611328,9.988229751586902,41.8002778,12.2388889
4U,2548,HAM,FKB,53.630401611328,9.988229751586902,48.7793998718,8.08049964905
4U,2548,HAM,FMM,53.630401611328,9.988229751586902,47.9888000488,10.2395000458
4U,2548,HAM,GVA,53.630401611328,9.988229751586902,46.23809814453125,6.108950138092041
4U,2548,HAM,HER,53.630401611328,9.988229751586902,35.3396987915,25.1802997589
4U,2548,HAM,KLU,53.630401611328,9.988229751586902,46.642502,14.3377
4U,2548,HAM,LHR,53.630401611328,9.988229751586902,51.4706,-0.461941
4U,2548,HAM,MAD,53.630401611328,9.988229751586902,40.471926,-3.56264
4U,2548,HAM,MAN,53.630401611328,9.988229751586902,53.35369873046875,-2.2749500274658203
4U,2548,HAM,MXP,53.630401611328,9.988229751586902,45.6306,8.728110000000001
4U,2548,HAM,NAP,53.630401611328,9.988229751586902,40.886002000000005,14.2908
4U,2548,HAM,NCE,53.630401611328,9.988229751586902,43.658401489300005,7.215869903560001
4U,2548,HAM,NUE,53.630401611328,9.988229751586902,49.498699,11.078056
4U,2548,HAM,OLB,53.630401611328,9.988229751586902,40.898701,9.51763
4U,2548,HAM,OSL,53.630401611328,9.988229751586902,60.121,11.0502
4U,2548,HAM,PMI,53.630401611328,9.988229751586902,39.551700592,2.73881006241
4U,2548,HAM,PRG,53.630401611328,9.988229751586902,50.1008,14.26
4U,2548,HAM,PRN,53.630401611328,9.988229751586902,42.5728,21.035801
4U,2548,HAM,RJK,53.630401611328,9.988229751586902,45.21689987182617,14.570300102233888
4U,2548,HAM,SAW,53.630401611328,9.988229751586902,40.898601532,29.3092002869
4U,2548,HAM,SKG,53.630401611328,9.988229751586902,40.51969909667969,22.97089958190918
4U,2548,HAM,SPU,53.630401611328,9.988229751586902,43.53889846801758,16.29800033569336
4U,2548,HAM,STR,53.630401611328,9.988229751586902,48.6898994446,9.22196006775
4U,2548,HAM,TLS,53.630401611328,9.988229751586902,43.629101,1.36382
4U,2548,HAM,VCE,53.630401611328,9.988229751586902,45.505299,12.3519
4U,2548,HAM,VIE,53.630401611328,9.988229751586902,48.110298156738,16.569700241089002
4U,2548,HAM,VRN,53.630401611328,9.988229751586902,45.395699,10.8885
4U,2548,HAM,ZRH,53.630401611328,9.988229751586902,47.464699,8.54917
4U,2548,HDF,CGN,53.8787002563,14.152299881,50.8658981323,7.1427397728
4U,2548,HDF,DTM,53.8787002563,14.152299881,51.518299102799986,7.61223983765
4U,2548,HDF,DUS,53.8787002563,14.152299881,51.289501,6.766780000000001
4U,2548,HDF,FRA,53.8787002563,14.152299881,50.033333,8.570556
4U,2548,HDF,STR,53.8787002563,14.152299881,48.6898994446,9.22196006775
4U,2548,HEL,TXL,60.317199707031,24.963300704956,52.5597,13.2877
4U,2548,HER,CGN,35.3396987915,25.1802997589,50.8658981323,7.1427397728
4U,2548,HER,DUS,35.3396987915,25.1802997589,51.289501,6.766780000000001
4U,2548,HER,HAJ,35.3396987915,25.1802997589,52.461101532,9.68507957458
4U,2548,HER,HAM,35.3396987915,25.1802997589,53.630401611328,9.988229751586902
4U,2548,HER,STR,35.3396987915,25.1802997589,48.6898994446,9.22196006775
4U,2548,HER,TXL,35.3396987915,25.1802997589,52.5597,13.2877
4U,2548,IBZ,CGN,38.8728981018,1.3731199502899998,50.8658981323,7.1427397728
4U,2548,IBZ,DUS,38.8728981018,1.3731199502899998,51.289501,6.766780000000001
4U,2548,IBZ,STR,38.8728981018,1.3731199502899998,48.6898994446,9.22196006775
