Airline,Airline ID,Source airport,Destination airport,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude,Distance
FR,4296,ALC,BRU,38.28219985961914,-0.5581560134887695,50.9014015198,4.48443984985,1458.012817028338
FR,4296,ALC,BVA,38.28219985961914,-0.5581560134887695,49.45439910888672,2.1127800941467285,1260.3890239376888
FR,4296,ALC,CRL,38.28219985961914,-0.5581560134887695,50.459202000000005,4.4538199999999994,1410.5707764929284
FR,4296,ALC,DUB,38.28219985961914,-0.5581560134887695,53.421299,-6.27007,1739.148905538024
FR,4296,ALC,EDI,38.28219985961914,-0.5581560134887695,55.95000076293945,-3.372499942779541,1975.6675464250932
FR,4296,ALC,EIN,38.28219985961914,-0.5581560134887695,51.4500999451,5.374529838559999,1535.7631714380902
FR,4296,ALC,EMA,38.28219985961914,-0.5581560134887695,52.8311004639,-1.32806003094,1618.849449092138
FR,4296,ALC,FKB,38.28219985961914,-0.5581560134887695,48.7793998718,8.08049964905,1357.1897375694793
FR,4296,ALC,FMM,38.28219985961914,-0.5581560134887695,47.9888000488,10.2395000458,1387.3884011964105
FR,4296,ALC,GSE,38.28219985961914,-0.5581560134887695,57.7747,11.8704,2347.5899635094984
FR,4296,ALC,HAU,38.28219985961914,-0.5581560134887695,59.34529876709001,5.208360195159901,2377.7536001021163
FR,4296,ALC,HHN,38.28219985961914,-0.5581560134887695,49.9487,7.263889999999999,1437.8271864909398
FR,4296,ALC,KIR,38.28219985961914,-0.5581560134887695,52.18090057373047,-9.52377986907959,1694.4177999208457
FR,4296,ALC,KRK,38.28219985961914,-0.5581560134887695,50.077702,19.7848,2074.303719156513
FR,4296,ALC,KTW,38.28219985961914,-0.5581560134887695,50.4743,19.08,2055.8385131413975
FR,4296,ALC,KUN,38.28219985961914,-0.5581560134887695,54.96390151977539,24.084800720214844,2616.0969860894024
FR,4296,ALC,LBA,38.28219985961914,-0.5581560134887695,53.86589813232422,-1.6605700254440308,1734.858892234044
FR,4296,ALC,LPL,38.28219985961914,-0.5581560134887695,53.33359909057617,-2.849720001220703,1682.8113460082457
FR,4296,ALC,MAN,38.28219985961914,-0.5581560134887695,53.35369873046875,-2.2749500274658203,1681.0194608541917
FR,4296,ALC,MST,38.28219985961914,-0.5581560134887695,50.911701,5.7701400000000005,1489.665353743399
FR,4296,ALC,NOC,38.28219985961914,-0.5581560134887695,53.9103012084961,-8.818490028381348,1847.8207031637178
FR,4296,ALC,NRN,38.28219985961914,-0.5581560134887695,51.6024017334,6.14216995239,1570.5745662882994
FR,4296,ALC,NUE,38.28219985961914,-0.5581560134887695,49.498699,11.078056,1553.4119510993314
FR,4296,ALC,NYO,38.28219985961914,-0.5581560134887695,58.78860092163086,16.912200927734375,2600.113113953284
FR,4296,ALC,PIK,38.28219985961914,-0.5581560134887695,55.5093994140625,-4.586669921875,1939.0636890932806
FR,4296,ALC,RYG,38.28219985961914,-0.5581560134887695,59.378817000000005,10.785439,2480.4110911690314
FR,4296,ALC,SCQ,38.28219985961914,-0.5581560134887695,42.89630126953125,-8.415140151977539,838.0607763525011
FR,4296,ALC,SNN,38.28219985961914,-0.5581560134887695,52.702,-8.92482,1728.179959624684
FR,4296,ALC,STN,38.28219985961914,-0.5581560134887695,51.8849983215,0.234999999404,1513.8192353030397
FR,4296,ALC,TMP,38.28219985961914,-0.5581560134887695,61.414100646973,23.604400634766,3062.1909176551035
FR,4296,ALC,TRF,38.28219985961914,-0.5581560134887695,59.1866989136,10.258600235,2448.8660859133647
FR,4296,ALC,VST,38.28219985961914,-0.5581560134887695,59.58940124511719,16.633600234985348,2663.2370192457593
FR,4296,ALC,VXO,38.28219985961914,-0.5581560134887695,56.929100036621094,14.727999687194824,2356.8203953387647
FR,4296,ALC,WMI,38.28219985961914,-0.5581560134887695,52.451099,20.6518,2270.373729093468
FR,4296,ALC,WRO,38.28219985961914,-0.5581560134887695,51.10269927979999,16.885799408,1973.5857222661994
FR,4296,AOI,AHO,43.616299,13.3623,40.632099,8.29077,533.7269575479504
FR,4296,AOI,CRL,43.616299,13.3623,50.459202000000005,4.4538199999999994,1015.7789217434679
FR,4296,AOI,NRN,43.616299,13.3623,51.6024017334,6.14216995239,1038.8151931085565
FR,4296,AOI,STN,43.616299,13.3623,51.8849983215,0.234999999404,1341.0856784106163
FR,4296,AOI,TPS,43.616299,13.3623,37.9114,12.488,638.6036889175417
FR,4296,ATH,BGY,37.9364013672,23.944499969499997,45.673901,9.70417,1457.058501730014
FR,4296,ATH,CHQ,37.9364013672,23.944499969499997,35.531700134277344,24.14970016479492,268.0148766055581
FR,4296,ATH,RHO,37.9364013672,23.944499969499997,36.40539932250977,28.086200714111328,404.4834472444438
FR,4296,ATH,SKG,37.9364013672,23.944499969499997,40.51969909667969,22.97089958190918,299.23477256723174
FR,4296,ATH,STN,37.9364013672,23.944499969499997,51.8849983215,0.234999999404,2407.916672419627
FR,4296,BCN,AGP,41.2971,2.07846,36.67490005493164,-4.499110221862793,765.9663996293789
FR,4296,BCN,BGY,41.2971,2.07846,45.673901,9.70417,783.8416071849443
FR,4296,BCN,BHX,41.2971,2.07846,52.4538993835,-1.7480299472799998,1273.7478879127486
FR,4296,BCN,BLQ,41.2971,2.07846,44.5354,11.2887,831.3202252007095
FR,4296,BCN,BRU,41.2971,2.07846,50.9014015198,4.48443984985,1083.7829622196614
FR,4296,BCN,BUD,41.2971,2.07846,47.429759999999995,19.261093,1522.1879770639384
FR,4296,BCN,BVA,41.2971,2.07846,49.45439910888672,2.1127800941467285,907.0542100226704
FR,4296,BCN,CIA,41.2971,2.07846,41.7994,12.5949,876.3879627557418
FR,4296,BCN,CRL,41.2971,2.07846,50.459202000000005,4.4538199999999994,1035.0937228686764
FR,4296,BCN,DUB,41.2971,2.07846,53.421299,-6.27007,1485.2115327940812
FR,4296,BCN,EDI,41.2971,2.07846,55.95000076293945,-3.372499942779541,1676.5691328491475
FR,4296,BCN,EMA,41.2971,2.07846,52.8311004639,-1.32806003094,1307.8310126413032
FR,4296,BCN,FCO,41.2971,2.07846,41.8002778,12.2388889,846.8778364811607
FR,4296,BCN,IBZ,41.2971,2.07846,38.8728981018,1.3731199502899998,276.15407633320433
FR,4296,BCN,LPL,41.2971,2.07846,53.33359909057617,-2.849720001220703,1388.1576341633372
FR,4296,BCN,MAH,41.2971,2.07846,39.86259841918945,4.2186498641967765,241.04922082808858
FR,4296,BCN,MAN,41.2971,2.07846,53.35369873046875,-2.2749500274658203,1379.5391415179258
FR,4296,BCN,NYO,41.2971,2.07846,58.78860092163086,16.912200927734375,2203.430215703404
FR,4296,BCN,OPO,41.2971,2.07846,41.2481002808,-8.68138980865,898.660944743925
FR,4296,BCN,PIK,41.2971,2.07846,55.5093994140625,-4.586669921875,1653.3009234906895
FR,4296,BCN,PMI,41.2971,2.07846,39.551700592,2.73881006241,201.9669263145331
FR,4296,BCN,RYG,41.2971,2.07846,59.378817000000005,10.785439,2099.2375535720485
FR,4296,BCN,SCQ,41.2971,2.07846,42.89630126953125,-8.415140151977539,883.2522869101415
FR,4296,BCN,SDR,41.2971,2.07846,43.427101135253906,-3.82000994682312,539.2343178758331
FR,4296,BCN,STN,41.2971,2.07846,51.8849983215,0.234999999404,1185.6135028272197
FR,4296,BCN,SVQ,41.2971,2.07846,37.41799926757813,-5.8931097984313965,809.2782132244503
FR,4296,BCN,TRN,41.2971,2.07846,45.200802,7.64963,625.8255121182425
FR,4296,BCN,TSF,41.2971,2.07846,45.648399,12.1944,947.8625125249939
FR,4296,BCN,VLL,41.2971,2.07846,41.7061004639,-4.85194015503,578.7808384419175
FR,4296,BCN,VNO,41.2971,2.07846,54.634102,25.285801,2258.076172000256
FR,4296,BCN,WMI,41.2971,2.07846,52.451099,20.6518,1869.3100598632534
FR,4296,BCN,XRY,41.2971,2.07846,36.74459838867188,-6.060110092163086,865.7246842274575
FR,4296,BDS,BGY,40.6576,17.947001,45.673901,9.70417,869.8529066541164
FR,4296,BDS,BLQ,40.6576,17.947001,44.5354,11.2887,694.5592761383945
FR,4296,BDS,BVA,40.6576,17.947001,49.45439910888672,2.1127800941467285,1576.9035724422308
FR,4296,BDS,CIA,40.6576,17.947001,41.7994,12.5949,465.15411794812894
FR,4296,BDS,CRL,40.6576,17.947001,50.459202000000005,4.4538199999999994,1509.2288302356194
FR,4296,BDS,EIN,40.6576,17.947001,51.4500999451,5.374529838559999,1538.7248173041348
FR,4296,BDS,GRO,40.6576,17.947001,41.901000976999995,2.7605500221,1274.8437535743187
FR,4296,BDS,PSA,40.6576,17.947001,43.683899,10.3927,707.2898041197645
FR,4296,BDS,STN,40.6576,17.947001,51.8849983215,0.234999999404,1838.1601054444309
FR,4296,BDS,TRN,40.6576,17.947001,45.200802,7.64963,977.6901706184233
FR,4296,BDS,TSF,40.6576,17.947001,45.648399,12.1944,724.6708983769056
FR,4296,BES,MRS,48.4478988647461,-4.418540000915527,43.439271922,5.22142410278,929.29648551499
FR,4296,BGY,AGP,45.673901,9.70417,36.67490005493164,-4.499110221862793,1549.7576088131482
FR,4296,BGY,AHO,45.673901,9.70417,40.632099,8.29077,572.199728972189
FR,4296,BGY,ALC,45.673901,9.70417,38.28219985961914,-0.5581560134887695,1179.3611569015166
FR,4296,BGY,ATH,45.673901,9.70417,37.9364013672,23.944499969499997,1457.058501730014
FR,4296,BGY,BCN,45.673901,9.70417,41.2971,2.07846,783.8416071849443
FR,4296,BGY,BDS,45.673901,9.70417,40.6576,17.947001,869.8529066541164
FR,4296,BGY,BLL,45.673901,9.70417,55.7402992249,9.15178012848,1119.9985435062479
FR,4296,BGY,BRE,45.673901,9.70417,53.0475006104,8.78666973114,822.5760410040315
FR,4296,BGY,BRI,45.673901,9.70417,41.138901,16.760599,760.5340713146129
FR,4296,BGY,BRS,45.673901,9.70417,51.382702,-2.71909,1111.1642418223782
FR,4296,BGY,BTS,45.673901,9.70417,48.17020034790039,17.212699890136722,633.8320807656139
FR,4296,BGY,BUD,45.673901,9.70417,47.429759999999995,19.261093,755.8832015047861
FR,4296,BGY,BVA,45.673901,9.70417,49.45439910888672,2.1127800941467285,707.3477285807455
FR,4296,BGY,CAG,45.673901,9.70417,39.251499,9.05428,716.1182751646003
FR,4296,BGY,CHQ,45.673901,9.70417,35.531700134277344,24.14970016479492,1656.295988280349
FR,4296,BGY,CRL,45.673901,9.70417,50.459202000000005,4.4538199999999994,659.4439296655727
FR,4296,BGY,CTA,45.673901,9.70417,37.466801,15.0664,1015.1831000663512
FR,4296,BGY,DUB,45.673901,9.70417,53.421299,-6.27007,1433.506127770345
FR,4296,BGY,EIN,45.673901,9.70417,51.4500999451,5.374529838559999,716.6599511240071
FR,4296,BGY,EMA,45.673901,9.70417,52.8311004639,-1.32806003094,1126.5765921351606
FR,4296,BGY,GRO,45.673901,9.70417,41.901000976999995,2.7605500221,697.1921956959549
FR,4296,BGY,GSE,45.673901,9.70417,57.7747,11.8704,1353.6160570280092
FR,4296,BGY,HHN,45.673901,9.70417,49.9487,7.263889999999999,508.9965107687588
FR,4296,BGY,IBZ,45.673901,9.70417,38.8728981018,1.3731199502899998,1019.5373186543774
FR,4296,BGY,KGS,45.673901,9.70417,36.79330062866211,27.09169960021973,1751.5922716897476
FR,4296,BGY,KRK,45.673901,9.70417,50.077702,19.7848,896.0758800576141
FR,4296,BGY,LBA,45.673901,9.70417,53.86589813232422,-1.6605700254440308,1220.1321422055576
FR,4296,BGY,LBC,45.673901,9.70417,53.805400848400005,10.7192001343,907.0932768484676
FR,4296,BGY,LDE,45.673901,9.70417,43.1786994934082,-0.0064389999024569,818.8669796556763
FR,4296,BGY,LPP,45.673901,9.70417,61.044601,28.144743,2086.272029088877
FR,4296,BGY,MAD,45.673901,9.70417,40.471926,-3.56264,1220.8686817352389
FR,4296,BGY,MAN,45.673901,9.70417,53.35369873046875,-2.2749500274658203,1212.3791629989748
FR,4296,BGY,MLA,45.673901,9.70417,35.857498,14.4775,1162.639351941376
FR,4296,BGY,NRN,45.673901,9.70417,51.6024017334,6.14216995239,709.0580761068398
FR,4296,BGY,NYO,45.673901,9.70417,58.78860092163086,16.912200927734375,1536.5722646946629
FR,4296,BGY,OPO,45.673901,9.70417,41.2481002808,-8.68138980865,1559.207171676342
FR,4296,BGY,PMI,45.673901,9.70417,39.551700592,2.73881006241,887.1595035141364
FR,4296,BGY,PMO,45.673901,9.70417,38.175999,13.091,879.3293247129347
FR,4296,BGY,PSR,45.673901,9.70417,42.431702,14.1811,507.7545633644712
FR,4296,BGY,RHO,45.673901,9.70417,36.40539932250977,28.086200714111328,1847.4695020728802
FR,4296,BGY,RIX,45.673901,9.70417,56.92359924316406,23.971099853515625,1589.8487889343667
FR,4296,BGY,RYG,45.673901,9.70417,59.378817000000005,10.785439,1525.6204065835602
FR,4296,BGY,SCQ,45.673901,9.70417,42.89630126953125,-8.415140151977539,1471.612811028395
FR,4296,BGY,SDR,45.673901,9.70417,43.427101135253906,-3.82000994682312,1098.9498802166754
FR,4296,BGY,SKG,45.673901,9.70417,40.51969909667969,22.97089958190918,1218.004645357899
FR,4296,BGY,STN,45.673901,9.70417,51.8849983215,0.234999999404,977.4748556241221
FR,4296,BGY,SUF,45.673901,9.70417,38.905399,16.2423,924.3168169666732
FR,4296,BGY,SVQ,45.673901,9.70417,37.41799926757813,-5.8931097984313965,1585.3146238022723
FR,4296,BGY,SXF,45.673901,9.70417,52.380001,13.5225,795.6716672321179
FR,4296,BGY,TLL,45.673901,9.70417,59.41329956049999,24.8327999115,1829.2391185309432
FR,4296,BGY,TMP,45.673901,9.70417,61.414100646973,23.604400634766,1967.113362418537
FR,4296,BGY,TPS,45.673901,9.70417,37.9114,12.488,893.3140772523745
FR,4296,BGY,VLC,45.673901,9.70417,39.4893,-0.481625,1079.4358370548666
FR,4296,BGY,VNO,45.673901,9.70417,54.634102,25.285801,1485.67253065465
FR,4296,BGY,WMI,45.673901,9.70417,52.451099,20.6518,1095.129135648988
FR,4296,BGY,WRO,45.673901,9.70417,51.10269927979999,16.885799408,802.7504521501498
FR,4296,BGY,ZAZ,45.673901,9.70417,41.66619873046875,-1.0415500402450562,971.2845832130585
FR,4296,BHX,AGP,52.4538993835,-1.7480299472799998,36.67490005493164,-4.499110221862793,1767.6943800612075
FR,4296,BHX,ALC,52.4538993835,-1.7480299472799998,38.28219985961914,-0.5581560134887695,1578.5030310341874
FR,4296,BHX,BCN,52.4538993835,-1.7480299472799998,41.2971,2.07846,1273.7478879127486
FR,4296,BHX,BTS,52.4538993835,-1.7480299472799998,48.17020034790039,17.212699890136722,1423.1430817632797
FR,4296,BHX,BZG,52.4538993835,-1.7480299472799998,53.096801757799994,17.9776992798,1324.5981233469236
FR,4296,BHX,DUB,52.4538993835,-1.7480299472799998,53.421299,-6.27007,321.5034981823139
FR,4296,BHX,FAO,52.4538993835,-1.7480299472799998,37.0144004822,-7.965909957889999,1784.015417021086
FR,4296,BHX,GDN,52.4538993835,-1.7480299472799998,54.37760162353515,18.46619987487793,1351.7811683774564
FR,4296,BHX,IBZ,52.4538993835,-1.7480299472799998,38.8728981018,1.3731199502899998,1529.1157210782417
FR,4296,BHX,KRK,52.4538993835,-1.7480299472799998,50.077702,19.7848,1515.3749910757585
FR,4296,BHX,KTW,52.4538993835,-1.7480299472799998,50.4743,19.08,1454.3239845898195
FR,4296,BHX,KUN,52.4538993835,-1.7480299472799998,54.96390151977539,24.084800720214844,1712.7798807508657
FR,4296,BHX,LDY,52.4538993835,-1.7480299472799998,55.04280090332031,-7.161109924316406,457.54992987241076
FR,4296,BHX,MJV,52.4538993835,-1.7480299472799998,37.775001525878906,-0.8123890161514282,1633.83289436759
FR,4296,BHX,MLA,52.4538993835,-1.7480299472799998,35.857498,14.4775,2242.9074991506905
FR,4296,BHX,PMI,52.4538993835,-1.7480299472799998,39.551700592,2.73881006241,1475.1843763617576
FR,4296,BHX,REU,52.4538993835,-1.7480299472799998,41.14739990234375,1.1671700477600098,1276.37888060347
FR,4296,BIQ,CRL,43.4683333,-1.5311111000000002,50.459202000000005,4.4538199999999994,899.6151839293525
FR,4296,BIQ,DUB,43.4683333,-1.5311111000000002,53.421299,-6.27007,1159.9517376893045
FR,4296,BIQ,NYO,43.4683333,-1.5311111000000002,58.78860092163086,16.912200927734375,2119.957823413639
FR,4296,BIQ,STN,43.4683333,-1.5311111000000002,51.8849983215,0.234999999404,945.107819598362
FR,4296,BLL,AGP,55.7402992249,9.15178012848,36.67490005493164,-4.499110221862793,2356.1273421996148
FR,4296,BLL,AHO,55.7402992249,9.15178012848,40.632099,8.29077,1681.133908370567
FR,4296,BLL,ALC,55.7402992249,9.15178012848,38.28219985961914,-0.5581560134887695,2071.4646126236735
FR,4296,BLL,BGY,55.7402992249,9.15178012848,45.673901,9.70417,1119.9985435062479
FR,4296,BLL,BUD,55.7402992249,9.15178012848,47.429759999999995,19.261093,1155.8886852473086
FR,4296,BLL,CCF,55.7402992249,9.15178012848,43.21599960327149,2.3063199520111084,1476.1038974973117
FR,4296,BLL,CFU,55.7402992249,9.15178012848,39.601898193359375,19.911699295043945,1961.737585297528
FR,4296,BLL,CHQ,55.7402992249,9.15178012848,35.531700134277344,24.14970016479492,2519.212093761396
FR,4296,BLL,CIA,55.7402992249,9.15178012848,41.7994,12.5949,1570.0645016491776
FR,4296,BLL,FAO,55.7402992249,9.15178012848,37.0144004822,-7.965909957889999,2446.8084109146025
FR,4296,BLL,GRO,55.7402992249,9.15178012848,41.901000976999995,2.7605500221,1606.751902505048
FR,4296,BLL,MLA,55.7402992249,9.15178012848,35.857498,14.4775,2247.472054597058
FR,4296,BLL,PMI,55.7402992249,9.15178012848,39.551700592,2.73881006241,1861.149034138003
FR,4296,BLL,PSA,55.7402992249,9.15178012848,43.683899,10.3927,1343.5196114025878
FR,4296,BLL,STN,55.7402992249,9.15178012848,51.8849983215,0.234999999404,724.6892706063807
FR,4296,BLL,TSF,55.7402992249,9.15178012848,45.648399,12.1944,1142.1617519439496
FR,4296,BLL,ZAD,55.7402992249,9.15178012848,44.108299,15.3467,1365.9961932349377
FR,4296,BLQ,AGP,44.5354,11.2887,36.67490005493164,-4.499110221862793,1589.5417193631424
FR,4296,BLQ,AHO,44.5354,11.2887,40.632099,8.29077,498.5322772734857
FR,4296,BLQ,ALC,44.5354,11.2887,38.28219985961914,-0.5581560134887695,1206.173349147859
FR,4296,BLQ,BCN,44.5354,11.2887,41.2971,2.07846,831.3202252007095
FR,4296,BLQ,BDS,44.5354,11.2887,40.6576,17.947001,694.5592761383945
FR,4296,BLQ,BOD,44.5354,11.2887,44.8283004761,-0.7155560255050001,948.7764319306461
FR,4296,BLQ,BRI,44.5354,11.2887,41.138901,16.760599,584.315297228204
FR,4296,BLQ,BRS,44.5354,11.2887,51.382702,-2.71909,1287.873506037065
FR,4296,BLQ,BVA,44.5354,11.2887,49.45439910888672,2.1127800941467285,884.0819602879423
FR,4296,BLQ,CRL,44.5354,11.2887,50.459202000000005,4.4538199999999994,834.4436706530115
FR,4296,BLQ,CTA,44.5354,11.2887,37.466801,15.0664,847.2616862269764
FR,4296,BLQ,DUB,44.5354,11.2887,53.421299,-6.27007,1610.8342711783957
FR,4296,BLQ,EDI,44.5354,11.2887,55.95000076293945,-3.372499942779541,1635.6323180802556
FR,4296,BLQ,IBZ,44.5354,11.2887,38.8728981018,1.3731199502899998,1035.0981188107787
FR,4296,BLQ,KRK,44.5354,11.2887,50.077702,19.7848,887.8634928641779
FR,4296,BLQ,MAD,44.5354,11.2887,40.471926,-3.56264,1296.2986705349451
FR,4296,BLQ,MAN,44.5354,11.2887,53.35369873046875,-2.2749500274658203,1389.4263287714055
FR,4296,BLQ,MLA,44.5354,11.2887,35.857498,14.4775,1002.0038551537226
FR,4296,BLQ,NRN,44.5354,11.2887,51.6024017334,6.14216995239,873.3913676257773
FR,4296,BLQ,OPO,44.5354,11.2887,41.2481002808,-8.68138980865,1662.9143718536188
FR,4296,BLQ,PMI,44.5354,11.2887,39.551700592,2.73881006241,896.7014411200597
FR,4296,BLQ,PMO,44.5354,11.2887,38.175999,13.091,722.9026436908779
FR,4296,BLQ,RYG,44.5354,11.2887,59.378817000000005,10.785439,1650.8609469768946
FR,4296,BLQ,STN,44.5354,11.2887,51.8849983215,0.234999999404,1154.6595513126256
FR,4296,BLQ,SUF,44.5354,11.2887,38.905399,16.2423,748.619000081419
FR,4296,BLQ,SVQ,44.5354,11.2887,37.41799926757813,-5.8931097984313965,1640.5507635073018
FR,4296,BLQ,TPS,44.5354,11.2887,37.9114,12.488,743.3283837955614
FR,4296,BLQ,VLC,44.5354,11.2887,39.4893,-0.481625,1121.106718075362
FR,4296,BLQ,WMI,44.5354,11.2887,52.451099,20.6518,1116.4777582806291
FR,4296,BLQ,WRO,44.5354,11.2887,51.10269927979999,16.885799408,840.7991613538342
FR,4296,BOD,BLQ,44.8283004761,-0.7155560255050001,44.5354,11.2887,948.7764319306461
FR,4296,BOD,CIA,44.8283004761,-0.7155560255050001,41.7994,12.5949,1126.806909748248
FR,4296,BOD,CRL,44.8283004761,-0.7155560255050001,50.459202000000005,4.4538199999999994,735.8002502085321
FR,4296,BOD,EDI,44.8283004761,-0.7155560255050001,55.95000076293945,-3.372499942779541,1250.69778298182
FR,4296,BOD,MRS,44.8283004761,-0.7155560255050001,43.439271922,5.22142410278,498.207750737925
FR,4296,BOD,OPO,44.8283004761,-0.7155560255050001,41.2481002808,-8.68138980865,759.4761967465125
FR,4296,BOD,STN,44.8283004761,-0.7155560255050001,51.8849983215,0.234999999404,787.7870112989508
FR,4296,BOD,SVQ,44.8283004761,-0.7155560255050001,37.41799926757813,-5.8931097984313965,930.6569366962902
FR,4296,BOH,AGP,50.77999877929688,-1.8424999713897705,36.67490005493164,-4.499110221862793,1582.6011065737448
FR,4296,BOH,ALC,50.77999877929688,-1.8424999713897705,38.28219985961914,-0.5581560134887695,1393.358129591373
FR,4296,BOH,CCF,50.77999877929688,-1.8424999713897705,43.21599960327149,2.3063199520111084,897.633176207621
FR,4296,BOH,CHQ,50.77999877929688,-1.8424999713897705,35.531700134277344,24.14970016479492,2681.1246079337234
FR,4296,BOH,FAO,50.77999877929688,-1.8424999713897705,37.0144004822,-7.965909957889999,1605.9768875962848
FR,4296,BOH,GRO,50.77999877929688,-1.8424999713897705,41.901000976999995,2.7605500221,1048.0989317525402
FR,4296,BOH,IBZ,50.77999877929688,-1.8424999713897705,38.8728981018,1.3731199502899998,1347.7328705209147
FR,4296,BOH,MJV,50.77999877929688,-1.8424999713897705,37.775001525878906,-0.8123890161514282,1448.3746922934085
FR,4296,BOH,MLA,50.77999877929688,-1.8424999713897705,35.857498,14.4775,2110.5916857301327
FR,4296,BOH,PMI,50.77999877929688,-1.8424999713897705,39.551700592,2.73881006241,1298.5085399353738
FR,4296,BOH,PSA,50.77999877929688,-1.8424999713897705,43.683899,10.3927,1212.1763456999097
FR,4296,BOH,RHO,50.77999877929688,-1.8424999713897705,36.40539932250977,28.086200714111328,2861.335056404664
FR,4296,BRE,AGP,53.0475006104,8.78666973114,36.67490005493164,-4.499110221862793,2092.5312640532393
FR,4296,BRE,ALC,53.0475006104,8.78666973114,38.28219985961914,-0.5581560134887695,1791.7000366510626
FR,4296,BRE,BGY,53.0475006104,8.78666973114,45.673901,9.70417,822.5760410040315
FR,4296,BRE,BZR,53.0475006104,8.78666973114,43.32350158691406,3.353899955749512,1153.0049677708225
FR,4296,BRE,CFU,53.0475006104,8.78666973114,39.601898193359375,19.911699295043945,1717.390021326024
FR,4296,BRE,CHQ,53.0475006104,8.78666973114,35.531700134277344,24.14970016479492,2288.9285288398946
FR,4296,BRE,DUB,53.0475006104,8.78666973114,53.421299,-6.27007,1001.0979364076212
FR,4296,BRE,EDI,53.0475006104,8.78666973114,55.95000076293945,-3.372499942779541,847.4618952575961
FR,4296,BRE,FAO,53.0475006104,8.78666973114,37.0144004822,-7.965909957889999,2204.4961475924565
FR,4296,BRE,GRO,53.0475006104,8.78666973114,41.901000976999995,2.7605500221,1318.4335214771265
FR,4296,BRE,HAU,53.0475006104,8.78666973114,59.34529876709001,5.208360195159901,734.171845290228
FR,4296,BRE,MAN,53.0475006104,8.78666973114,53.35369873046875,-2.2749500274658203,736.833367732171
FR,4296,BRE,NYO,53.0475006104,8.78666973114,58.78860092163086,16.912200927734375,813.6135709386086
FR,4296,BRE,OPO,53.0475006104,8.78666973114,41.2481002808,-8.68138980865,1852.4370401559413
FR,4296,BRE,PMI,53.0475006104,8.78666973114,39.551700592,2.73881006241,1569.542812884563
FR,4296,BRE,RIX,53.0475006104,8.78666973114,56.92359924316406,23.971099853515625,1057.4002261080911
FR,4296,BRE,SKG,53.0475006104,8.78666973114,40.51969909667969,22.97089958190918,1755.927927835727
FR,4296,BRE,STN,53.0475006104,8.78666973114,51.8849983215,0.234999999404,593.1740466099413
FR,4296,BRE,TLL,53.0475006104,8.78666973114,59.41329956049999,24.8327999115,1213.4433317140151
FR,4296,BRE,TMP,53.0475006104,8.78666973114,61.414100646973,23.604400634766,1282.9834157473713
FR,4296,BRE,TSF,53.0475006104,8.78666973114,45.648399,12.1944,858.7212705316815
FR,4296,BRE,VNO,53.0475006104,8.78666973114,54.634102,25.285801,1094.1271573792362
FR,4296,BRI,BGY,41.138901,16.760599,45.673901,9.70417,760.5340713146129
FR,4296,BRI,BLQ,41.138901,16.760599,44.5354,11.2887,584.315297228204
FR,4296,BRI,BVA,41.138901,16.760599,49.45439910888672,2.1127800941467285,1467.8803115737003
FR,4296,BRI,CAG,41.138901,16.760599,39.251499,9.05428,687.0840989706777
FR,4296,BRI,CIA,41.138901,16.760599,41.7994,12.5949,354.73125001555286
FR,4296,BRI,CRL,41.138901,16.760599,50.459202000000005,4.4538199999999994,1405.0244661139386
FR,4296,BRI,DUB,41.138901,16.760599,53.421299,-6.27007,2193.016384294619
FR,4296,BRI,FKB,41.138901,16.760599,48.7793998718,8.08049964905,1088.5953970876712
FR,4296,BRI,GOA,41.138901,16.760599,44.4133,8.8375,741.6447802244134
FR,4296,BRI,HHN,41.138901,16.760599,49.9487,7.263889999999999,1225.363594912144
FR,4296,BRI,MLA,41.138901,16.760599,35.857498,14.4775,619.8976326541268
FR,4296,BRI,MST,41.138901,16.760599,50.911701,5.7701400000000005,1375.6388147069188
FR,4296,BRI,NRN,41.138901,16.760599,51.6024017334,6.14216995239,1417.203809844693
FR,4296,BRI,PSA,41.138901,16.760599,43.683899,10.3927,594.22782390398
FR,4296,BRI,STN,41.138901,16.760599,51.8849983215,0.234999999404,1732.302497142968
FR,4296,BRI,SVQ,41.138901,16.760599,37.41799926757813,-5.8931097984313965,1987.2652659194769
FR,4296,BRI,TRN,41.138901,16.760599,45.200802,7.64963,865.1987262753838
FR,4296,BRI,TRS,41.138901,16.760599,45.827499,13.4722,584.8406694075517
FR,4296,BRI,TSF,41.138901,16.760599,45.648399,12.1944,622.3065400644404
FR,4296,BRI,VLC,41.138901,16.760599,39.4893,-0.481625,1470.9207259919683
FR,4296,BRQ,STN,49.15129852294922,16.694400787353516,51.8849983215,0.234999999404,1199.8582145107057
FR,4296,BRS,AGP,51.382702,-2.71909,36.67490005493164,-4.499110221862793,1641.4832599967217
FR,4296,BRS,ALC,51.382702,-2.71909,38.28219985961914,-0.5581560134887695,1466.4700453117266
FR,4296,BRS,BGY,51.382702,-2.71909,45.673901,9.70417,1111.1642418223782
FR,4296,BRS,BLQ,51.382702,-2.71909,44.5354,11.2887,1287.873506037065
FR,4296,BRS,BUD,51.382702,-2.71909,47.429759999999995,19.261093,1642.9745490678663
FR,4296,BRS,BZR,51.382702,-2.71909,43.32350158691406,3.353899955749512,1005.3337068553708
