Airline,Airline ID,Source airport,Destination airport,City_source,Country_source,City_destination,Country_destination,Latitude_source,Longitude_source,Latitude_destination,Longitude_destination
AZ,596,VCE,CTA,Venice,Italy,Catania,Italy,45.505299,12.3519,37.466801,15.0664
AZ,596,VCE,FCO,Venice,Italy,Rome,Italy,45.505299,12.3519,41.8002778,12.2388889
AZ,596,VCE,LIS,Venice,Italy,Lisbon,Portugal,45.505299,12.3519,38.7813,-9.13592
AZ,596,VCE,MRS,Venice,Italy,Marseille,France,45.505299,12.3519,43.439271922,5.22142410278
AZ,596,VCE,NCE,Venice,Italy,Nice,France,45.505299,12.3519,43.658401489300005,7.215869903560001
AZ,596,VCE,PMO,Venice,Italy,Palermo,Italy,45.505299,12.3519,38.175999,13.091
AZ,596,VCE,PRG,Venice,Italy,Prague,Czech Republic,45.505299,12.3519,50.1008,14.26
AZ,596,VCE,RIX,Venice,Italy,Riga,Latvia,45.505299,12.3519,56.92359924316406,23.971099853515625
AZ,596,VCE,SUF,Venice,Italy,Lamezia,Italy,45.505299,12.3519,38.905399,16.2423
AZ,596,VCE,TIA,Venice,Italy,Tirana,Albania,45.505299,12.3519,41.4146995544,19.7206001282
AZ,596,VCE,TLS,Venice,Italy,Toulouse,France,45.505299,12.3519,43.629101,1.36382
AZ,596,VGO,CDG,Vigo,Spain,Paris,France,42.2318000793457,-8.62677001953125,49.012798,2.55
AZ,596,VGO,MAD,Vigo,Spain,Madrid,Spain,42.2318000793457,-8.62677001953125,40.471926,-3.56264
AZ,596,VIE,CTA,Vienna,Austria,Catania,Italy,48.110298156738,16.569700241089002,37.466801,15.0664
AZ,596,VIE,FCO,Vienna,Austria,Rome,Italy,48.110298156738,16.569700241089002,41.8002778,12.2388889
AZ,596,VIE,LIN,Vienna,Austria,Milan,Italy,48.110298156738,16.569700241089002,45.445099,9.27674
AZ,596,VLC,FCO,Valencia,Spain,Rome,Italy,39.4893,-0.481625,41.8002778,12.2388889
AZ,596,VLC,PMI,Valencia,Spain,Palma de Mallorca,Spain,39.4893,-0.481625,39.551700592,2.73881006241
AZ,596,VRN,CDG,Villafranca,Italy,Paris,France,45.395699,10.8885,49.012798,2.55
AZ,596,VRN,CTA,Villafranca,Italy,Catania,Italy,45.395699,10.8885,37.466801,15.0664
AZ,596,VRN,FCO,Villafranca,Italy,Rome,Italy,45.395699,10.8885,41.8002778,12.2388889
AZ,596,VRN,PMO,Villafranca,Italy,Palermo,Italy,45.395699,10.8885,38.175999,13.091
AZ,596,VRN,TIA,Villafranca,Italy,Tirana,Albania,45.395699,10.8885,41.4146995544,19.7206001282
AZ,596,WAW,FCO,Warsaw,Poland,Rome,Italy,52.1656990051,20.9671001434,41.8002778,12.2388889
AZ,596,WAW,LIN,Warsaw,Poland,Milan,Italy,52.1656990051,20.9671001434,45.445099,9.27674
AZ,596,ZRH,FCO,Zurich,Switzerland,Rome,Italy,47.464699,8.54917,41.8002778,12.2388889
B2,1478,AMS,MSQ,Amsterdam,Netherlands,Minsk 2,Belarus,52.308601,4.76389,53.882499694824,28.030700683594
B2,1478,ARN,MSQ,Stockholm,Sweden,Minsk 2,Belarus,59.65190124511699,17.918600082397,53.882499694824,28.030700683594
B2,1478,BCN,MSQ,Barcelona,Spain,Minsk 2,Belarus,41.2971,2.07846,53.882499694824,28.030700683594
B2,1478,BEG,BUD,Belgrade,Serbia,Budapest,Hungary,44.8184013367,20.3090991974,47.429759999999995,19.261093
B2,1478,BUD,BEG,Budapest,Hungary,Belgrade,Serbia,47.429759999999995,19.261093,44.8184013367,20.3090991974
B2,1478,BUD,MSQ,Budapest,Hungary,Minsk 2,Belarus,47.429759999999995,19.261093,53.882499694824,28.030700683594
B2,1478,CDG,MSQ,Paris,France,Minsk 2,Belarus,49.012798,2.55,53.882499694824,28.030700683594
B2,1478,FCO,MSQ,Rome,Italy,Minsk 2,Belarus,41.8002778,12.2388889,53.882499694824,28.030700683594
B2,1478,FRA,MSQ,Frankfurt,Germany,Minsk 2,Belarus,50.033333,8.570556,53.882499694824,28.030700683594
B2,1478,GVA,MSQ,Geneva,Switzerland,Minsk 2,Belarus,46.23809814453125,6.108950138092041,53.882499694824,28.030700683594
B2,1478,HAJ,MSQ,Hannover,Germany,Minsk 2,Belarus,52.461101532,9.68507957458,53.882499694824,28.030700683594
B2,1478,HEL,MSQ,Helsinki,Finland,Minsk 2,Belarus,60.317199707031,24.963300704956,53.882499694824,28.030700683594
B2,1478,KBP,MSQ,Kiev,Ukraine,Minsk 2,Belarus,50.34500122070313,30.89469909667969,53.882499694824,28.030700683594
B2,1478,LGW,MSQ,London,United Kingdom,Minsk 2,Belarus,51.148102,-0.190278,53.882499694824,28.030700683594
B2,1478,MSQ,AMS,Minsk 2,Belarus,Amsterdam,Netherlands,53.882499694824,28.030700683594,52.308601,4.76389
B2,1478,MSQ,ARN,Minsk 2,Belarus,Stockholm,Sweden,53.882499694824,28.030700683594,59.65190124511699,17.918600082397
B2,1478,MSQ,BCN,Minsk 2,Belarus,Barcelona,Spain,53.882499694824,28.030700683594,41.2971,2.07846
B2,1478,MSQ,BUD,Minsk 2,Belarus,Budapest,Hungary,53.882499694824,28.030700683594,47.429759999999995,19.261093
B2,1478,MSQ,CDG,Minsk 2,Belarus,Paris,France,53.882499694824,28.030700683594,49.012798,2.55
B2,1478,MSQ,FCO,Minsk 2,Belarus,Rome,Italy,53.882499694824,28.030700683594,41.8002778,12.2388889
B2,1478,MSQ,FRA,Minsk 2,Belarus,Frankfurt,Germany,53.882499694824,28.030700683594,50.033333,8.570556
B2,1478,MSQ,GVA,Minsk 2,Belarus,Geneva,Switzerland,53.882499694824,28.030700683594,46.23809814453125,6.108950138092041
B2,1478,MSQ,HAJ,Minsk 2,Belarus,Hannover,Germany,53.882499694824,28.030700683594,52.461101532,9.68507957458
B2,1478,MSQ,HEL,Minsk 2,Belarus,Helsinki,Finland,53.882499694824,28.030700683594,60.317199707031,24.963300704956
B2,1478,MSQ,KBP,Minsk 2,Belarus,Kiev,Ukraine,53.882499694824,28.030700683594,50.34500122070313,30.89469909667969
B2,1478,MSQ,LGW,Minsk 2,Belarus,London,United Kingdom,53.882499694824,28.030700683594,51.148102,-0.190278
B2,1478,MSQ,MXP,Minsk 2,Belarus,Milano,Italy,53.882499694824,28.030700683594,45.6306,8.728110000000001
B2,1478,MSQ,NCE,Minsk 2,Belarus,Nice,France,53.882499694824,28.030700683594,43.658401489300005,7.215869903560001
B2,1478,MSQ,PRG,Minsk 2,Belarus,Prague,Czech Republic,53.882499694824,28.030700683594,50.1008,14.26
B2,1478,MSQ,RIX,Minsk 2,Belarus,Riga,Latvia,53.882499694824,28.030700683594,56.92359924316406,23.971099853515625
B2,1478,MSQ,SXF,Minsk 2,Belarus,Berlin,Germany,53.882499694824,28.030700683594,52.380001,13.5225
B2,1478,MSQ,VIE,Minsk 2,Belarus,Vienna,Austria,53.882499694824,28.030700683594,48.110298156738,16.569700241089002
B2,1478,MSQ,VNO,Minsk 2,Belarus,Vilnius,Lithuania,53.882499694824,28.030700683594,54.634102,25.285801
B2,1478,MSQ,WAW,Minsk 2,Belarus,Warsaw,Poland,53.882499694824,28.030700683594,52.1656990051,20.9671001434
B2,1478,MXP,MSQ,Milano,Italy,Minsk 2,Belarus,45.6306,8.728110000000001,53.882499694824,28.030700683594
B2,1478,NCE,MSQ,Nice,France,Minsk 2,Belarus,43.658401489300005,7.215869903560001,53.882499694824,28.030700683594
B2,1478,PRG,MSQ,Prague,Czech Republic,Minsk 2,Belarus,50.1008,14.26,53.882499694824,28.030700683594
B2,1478,RIX,MSQ,Riga,Latvia,Minsk 2,Belarus,56.92359924316406,23.971099853515625,53.882499694824,28.030700683594
B2,1478,SXF,MSQ,Berlin,Germany,Minsk 2,Belarus,52.380001,13.5225,53.882499694824,28.030700683594
B2,1478,VIE,MSQ,Vienna,Austria,Minsk 2,Belarus,48.110298156738,16.569700241089002,53.882499694824,28.030700683594
B2,1478,VNO,MSQ,Vilnius,Lithuania,Minsk 2,Belarus,54.634102,25.285801,53.882499694824,28.030700683594
B2,1478,WAW,MSQ,Warsaw,Poland,Minsk 2,Belarus,52.1656990051,20.9671001434,53.882499694824,28.030700683594
BA,1355,AAL,AAR,Aalborg,Denmark,Aarhus,Denmark,57.0927589138,9.84924316406,56.2999992371,10.619000434899998
BA,1355,AAL,OSL,Aalborg,Denmark,Oslo,Norway,57.0927589138,9.84924316406,60.121,11.0502
BA,1355,AAR,AAL,Aarhus,Denmark,Aalborg,Denmark,56.2999992371,10.619000434899998,57.0927589138,9.84924316406
BA,1355,AAR,BMA,Aarhus,Denmark,Stockholm,Sweden,56.2999992371,10.619000434899998,59.35440063476562,17.941699981689453
BA,1355,AAR,GOT,Aarhus,Denmark,Gothenborg,Sweden,56.2999992371,10.619000434899998,57.662799835205,12.279800415039
BA,1355,AAR,OSL,Aarhus,Denmark,Oslo,Norway,56.2999992371,10.619000434899998,60.121,11.0502
BA,1355,ABZ,LCY,Aberdeen,United Kingdom,London,United Kingdom,57.20190048217773,-2.1977798938751216,51.505299,0.0552779999999999
BA,1355,ABZ,LHR,Aberdeen,United Kingdom,London,United Kingdom,57.20190048217773,-2.1977798938751216,51.4706,-0.461941
BA,1355,AGP,LCY,Malaga,Spain,London,United Kingdom,36.67490005493164,-4.499110221862793,51.505299,0.0552779999999999
BA,1355,AGP,LGW,Malaga,Spain,London,United Kingdom,36.67490005493164,-4.499110221862793,51.148102,-0.190278
BA,1355,AGP,LHR,Malaga,Spain,London,United Kingdom,36.67490005493164,-4.499110221862793,51.4706,-0.461941
BA,1355,ALC,LGW,Alicante,Spain,London,United Kingdom,38.28219985961914,-0.5581560134887695,51.148102,-0.190278
BA,1355,AMS,LCY,Amsterdam,Netherlands,London,United Kingdom,52.308601,4.76389,51.505299,0.0552779999999999
BA,1355,AMS,LGW,Amsterdam,Netherlands,London,United Kingdom,52.308601,4.76389,51.148102,-0.190278
BA,1355,AMS,LHR,Amsterdam,Netherlands,London,United Kingdom,52.308601,4.76389,51.4706,-0.461941
BA,1355,ARN,LCY,Stockholm,Sweden,London,United Kingdom,59.65190124511699,17.918600082397,51.505299,0.0552779999999999
BA,1355,ARN,LHR,Stockholm,Sweden,London,United Kingdom,59.65190124511699,17.918600082397,51.4706,-0.461941
BA,1355,ATH,LHR,Athens,Greece,London,United Kingdom,37.9364013672,23.944499969499997,51.4706,-0.461941
BA,1355,BCN,LGW,Barcelona,Spain,London,United Kingdom,41.2971,2.07846,51.148102,-0.190278
BA,1355,BCN,LHR,Barcelona,Spain,London,United Kingdom,41.2971,2.07846,51.4706,-0.461941
BA,1355,BGO,BLL,Bergen,Norway,Billund,Denmark,60.29339981,5.218140125,55.7402992249,9.15178012848
BA,1355,BGO,LHR,Bergen,Norway,London,United Kingdom,60.29339981,5.218140125,51.4706,-0.461941
BA,1355,BHD,LHR,Belfast,United Kingdom,London,United Kingdom,54.61809921264648,-5.872499942779541,51.4706,-0.461941
BA,1355,BLL,BGO,Billund,Denmark,Bergen,Norway,55.7402992249,9.15178012848,60.29339981,5.218140125
BA,1355,BLL,BRU,Billund,Denmark,Brussels,Belgium,55.7402992249,9.15178012848,50.9014015198,4.48443984985
BA,1355,BLL,DUS,Billund,Denmark,Duesseldorf,Germany,55.7402992249,9.15178012848,51.289501,6.766780000000001
BA,1355,BLL,LCY,Billund,Denmark,London,United Kingdom,55.7402992249,9.15178012848,51.505299,0.0552779999999999
BA,1355,BLL,MAN,Billund,Denmark,Manchester,United Kingdom,55.7402992249,9.15178012848,53.35369873046875,-2.2749500274658203
BA,1355,BLL,MUC,Billund,Denmark,Munich,Germany,55.7402992249,9.15178012848,48.353802,11.7861
BA,1355,BLL,OSL,Billund,Denmark,Oslo,Norway,55.7402992249,9.15178012848,60.121,11.0502
BA,1355,BLL,ZRH,Billund,Denmark,Zurich,Switzerland,55.7402992249,9.15178012848,47.464699,8.54917
BA,1355,BLQ,LHR,Bologna,Italy,London,United Kingdom,44.5354,11.2887,51.4706,-0.461941
BA,1355,BMA,AAR,Stockholm,Sweden,Aarhus,Denmark,59.35440063476562,17.941699981689453,56.2999992371,10.619000434899998
BA,1355,BOD,LGW,Bordeaux,France,London,United Kingdom,44.8283004761,-0.7155560255050001,51.148102,-0.190278
BA,1355,BRI,LGW,Bari,Italy,London,United Kingdom,41.138901,16.760599,51.148102,-0.190278
BA,1355,BRU,BLL,Brussels,Belgium,Billund,Denmark,50.9014015198,4.48443984985,55.7402992249,9.15178012848
BA,1355,BRU,LHR,Brussels,Belgium,London,United Kingdom,50.9014015198,4.48443984985,51.4706,-0.461941
BA,1355,BSL,LHR,Mulhouse,France,London,United Kingdom,47.59,7.5291667,51.4706,-0.461941
BA,1355,BUD,LHR,Budapest,Hungary,London,United Kingdom,47.429759999999995,19.261093,51.4706,-0.461941
BA,1355,CDG,LHR,Paris,France,London,United Kingdom,49.012798,2.55,51.4706,-0.461941
BA,1355,CGN,TXL,Cologne,Germany,Berlin,Germany,50.8658981323,7.1427397728,52.5597,13.2877
BA,1355,CPH,LHR,Copenhagen,Denmark,London,United Kingdom,55.617900848389,12.656000137329,51.4706,-0.461941
BA,1355,CTA,LGW,Catania,Italy,London,United Kingdom,37.466801,15.0664,51.148102,-0.190278
BA,1355,DBV,LGW,Dubrovnik,Croatia,London,United Kingdom,42.5614013671875,18.268199920654297,51.148102,-0.190278
BA,1355,DUB,LHR,Dublin,Ireland,London,United Kingdom,53.421299,-6.27007,51.4706,-0.461941
BA,1355,DUS,BLL,Duesseldorf,Germany,Billund,Denmark,51.289501,6.766780000000001,55.7402992249,9.15178012848
BA,1355,DUS,LCY,Duesseldorf,Germany,London,United Kingdom,51.289501,6.766780000000001,51.505299,0.0552779999999999
BA,1355,DUS,LHR,Duesseldorf,Germany,London,United Kingdom,51.289501,6.766780000000001,51.4706,-0.461941
BA,1355,EDI,LCY,Edinburgh,United Kingdom,London,United Kingdom,55.95000076293945,-3.372499942779541,51.505299,0.0552779999999999
BA,1355,EDI,LGW,Edinburgh,United Kingdom,London,United Kingdom,55.95000076293945,-3.372499942779541,51.148102,-0.190278
BA,1355,EDI,LHR,Edinburgh,United Kingdom,London,United Kingdom,55.95000076293945,-3.372499942779541,51.4706,-0.461941
BA,1355,FAO,LGW,Faro,Portugal,London,United Kingdom,37.0144004822,-7.965909957889999,51.148102,-0.190278
BA,1355,FAO,LHR,Faro,Portugal,London,United Kingdom,37.0144004822,-7.965909957889999,51.4706,-0.461941
BA,1355,FCO,LGW,Rome,Italy,London,United Kingdom,41.8002778,12.2388889,51.148102,-0.190278
BA,1355,FCO,LHR,Rome,Italy,London,United Kingdom,41.8002778,12.2388889,51.4706,-0.461941
BA,1355,FLR,LCY,Florence,Italy,London,United Kingdom,43.810001,11.2051,51.505299,0.0552779999999999
BA,1355,FRA,LCY,Frankfurt,Germany,London,United Kingdom,50.033333,8.570556,51.505299,0.0552779999999999
BA,1355,FRA,LHR,Frankfurt,Germany,London,United Kingdom,50.033333,8.570556,51.4706,-0.461941
BA,1355,GIB,LHR,Gibraltar,Gibraltar,London,United Kingdom,36.1511993408,-5.3496599197400005,51.4706,-0.461941
BA,1355,GLA,LCY,Glasgow,United Kingdom,London,United Kingdom,55.8718986511,-4.43306016922,51.505299,0.0552779999999999
BA,1355,GLA,LGW,Glasgow,United Kingdom,London,United Kingdom,55.8718986511,-4.43306016922,51.148102,-0.190278
BA,1355,GLA,LHR,Glasgow,United Kingdom,London,United Kingdom,55.8718986511,-4.43306016922,51.4706,-0.461941
BA,1355,GOA,LGW,Genoa,Italy,London,United Kingdom,44.4133,8.8375,51.148102,-0.190278
BA,1355,GOT,AAR,Gothenborg,Sweden,Aarhus,Denmark,57.662799835205,12.279800415039,56.2999992371,10.619000434899998
BA,1355,GOT,LHR,Gothenborg,Sweden,London,United Kingdom,57.662799835205,12.279800415039,51.4706,-0.461941
BA,1355,GOT,MAN,Gothenborg,Sweden,Manchester,United Kingdom,57.662799835205,12.279800415039,53.35369873046875,-2.2749500274658203
BA,1355,GRX,LCY,Granada,Spain,London,United Kingdom,37.18870162963867,-3.777359962463379,51.505299,0.0552779999999999
BA,1355,GVA,LHR,Geneva,Switzerland,London,United Kingdom,46.23809814453125,6.108950138092041,51.4706,-0.461941
BA,1355,HAJ,LHR,Hannover,Germany,London,United Kingdom,52.461101532,9.68507957458,51.4706,-0.461941
BA,1355,HAM,LHR,Hamburg,Germany,London,United Kingdom,53.630401611328,9.988229751586902,51.4706,-0.461941
BA,1355,HEL,LHR,Helsinki,Finland,London,United Kingdom,60.317199707031,24.963300704956,51.4706,-0.461941
BA,1355,HEL,MAN,Helsinki,Finland,Manchester,United Kingdom,60.317199707031,24.963300704956,53.35369873046875,-2.2749500274658203
BA,1355,HEL,VNO,Helsinki,Finland,Vilnius,Lithuania,60.317199707031,24.963300704956,54.634102,25.285801
BA,1355,HEL,WAW,Helsinki,Finland,Warsaw,Poland,60.317199707031,24.963300704956,52.1656990051,20.9671001434
BA,1355,IBZ,LCY,Ibiza,Spain,London,United Kingdom,38.8728981018,1.3731199502899998,51.505299,0.0552779999999999
BA,1355,IBZ,LHR,Ibiza,Spain,London,United Kingdom,38.8728981018,1.3731199502899998,51.4706,-0.461941
BA,1355,IOM,LCY,Isle Of Man,Isle of Man,London,United Kingdom,54.08330154418945,-4.623889923095703,51.505299,0.0552779999999999
BA,1355,JER,LGW,Jersey,Jersey,London,United Kingdom,49.20790100097656,-2.1955099105834956,51.148102,-0.190278
BA,1355,JMK,LHR,Mykonos,Greece,London,United Kingdom,37.43510055541992,25.348100662231445,51.4706,-0.461941
BA,1355,JTR,LHR,Thira,Greece,London,United Kingdom,36.39920043945313,25.47929954528809,51.4706,-0.461941
BA,1355,KBP,LHR,Kiev,Ukraine,London,United Kingdom,50.34500122070313,30.89469909667969,51.4706,-0.461941
BA,1355,LBA,LHR,Leeds,United Kingdom,London,United Kingdom,53.86589813232422,-1.6605700254440308,51.4706,-0.461941
BA,1355,LCY,ABZ,London,United Kingdom,Aberdeen,United Kingdom,51.505299,0.0552779999999999,57.20190048217773,-2.1977798938751216
BA,1355,LCY,AGP,London,United Kingdom,Malaga,Spain,51.505299,0.0552779999999999,36.67490005493164,-4.499110221862793
BA,1355,LCY,AMS,London,United Kingdom,Amsterdam,Netherlands,51.505299,0.0552779999999999,52.308601,4.76389
BA,1355,LCY,ARN,London,United Kingdom,Stockholm,Sweden,51.505299,0.0552779999999999,59.65190124511699,17.918600082397
BA,1355,LCY,BLL,London,United Kingdom,Billund,Denmark,51.505299,0.0552779999999999,55.7402992249,9.15178012848
BA,1355,LCY,DUS,London,United Kingdom,Duesseldorf,Germany,51.505299,0.0552779999999999,51.289501,6.766780000000001
BA,1355,LCY,EDI,London,United Kingdom,Edinburgh,United Kingdom,51.505299,0.0552779999999999,55.95000076293945,-3.372499942779541
BA,1355,LCY,FLR,London,United Kingdom,Florence,Italy,51.505299,0.0552779999999999,43.810001,11.2051
BA,1355,LCY,FRA,London,United Kingdom,Frankfurt,Germany,51.505299,0.0552779999999999,50.033333,8.570556
BA,1355,LCY,GLA,London,United Kingdom,Glasgow,United Kingdom,51.505299,0.0552779999999999,55.8718986511,-4.43306016922
BA,1355,LCY,GRX,London,United Kingdom,Granada,Spain,51.505299,0.0552779999999999,37.18870162963867,-3.777359962463379
BA,1355,LCY,IBZ,London,United Kingdom,Ibiza,Spain,51.505299,0.0552779999999999,38.8728981018,1.3731199502899998
BA,1355,LCY,IOM,London,United Kingdom,Isle Of Man,Isle of Man,51.505299,0.0552779999999999,54.08330154418945,-4.623889923095703
BA,1355,LCY,MAD,London,United Kingdom,Madrid,Spain,51.505299,0.0552779999999999,40.471926,-3.56264
BA,1355,LCY,MAH,London,United Kingdom,Menorca,Spain,51.505299,0.0552779999999999,39.86259841918945,4.2186498641967765
BA,1355,LCY,NCE,London,United Kingdom,Nice,France,51.505299,0.0552779999999999,43.658401489300005,7.215869903560001
BA,1355,LCY,PMI,London,United Kingdom,Palma de Mallorca,Spain,51.505299,0.0552779999999999,39.551700592,2.73881006241
BA,1355,LCY,RTM,London,United Kingdom,Rotterdam,Netherlands,51.505299,0.0552779999999999,51.956902,4.43722
BA,1355,LCY,VCE,London,United Kingdom,Venice,Italy,51.505299,0.0552779999999999,45.505299,12.3519
BA,1355,LCY,ZRH,London,United Kingdom,Zurich,Switzerland,51.505299,0.0552779999999999,47.464699,8.54917
BA,1355,LGW,AGP,London,United Kingdom,Malaga,Spain,51.148102,-0.190278,36.67490005493164,-4.499110221862793
BA,1355,LGW,ALC,London,United Kingdom,Alicante,Spain,51.148102,-0.190278,38.28219985961914,-0.5581560134887695
BA,1355,LGW,AMS,London,United Kingdom,Amsterdam,Netherlands,51.148102,-0.190278,52.308601,4.76389
BA,1355,LGW,BCN,London,United Kingdom,Barcelona,Spain,51.148102,-0.190278,41.2971,2.07846
BA,1355,LGW,BOD,London,United Kingdom,Bordeaux,France,51.148102,-0.190278,44.8283004761,-0.7155560255050001
BA,1355,LGW,BRI,London,United Kingdom,Bari,Italy,51.148102,-0.190278,41.138901,16.760599
BA,1355,LGW,CTA,London,United Kingdom,Catania,Italy,51.148102,-0.190278,37.466801,15.0664
BA,1355,LGW,DBV,London,United Kingdom,Dubrovnik,Croatia,51.148102,-0.190278,42.5614013671875,18.268199920654297
BA,1355,LGW,EDI,London,United Kingdom,Edinburgh,United Kingdom,51.148102,-0.190278,55.95000076293945,-3.372499942779541
BA,1355,LGW,FAO,London,United Kingdom,Faro,Portugal,51.148102,-0.190278,37.0144004822,-7.965909957889999
BA,1355,LGW,FCO,London,United Kingdom,Rome,Italy,51.148102,-0.190278,41.8002778,12.2388889
BA,1355,LGW,GLA,London,United Kingdom,Glasgow,United Kingdom,51.148102,-0.190278,55.8718986511,-4.43306016922
BA,1355,LGW,GOA,London,United Kingdom,Genoa,Italy,51.148102,-0.190278,44.4133,8.8375
BA,1355,LGW,JER,London,United Kingdom,Jersey,Jersey,51.148102,-0.190278,49.20790100097656,-2.1955099105834956
BA,1355,LGW,MLA,London,United Kingdom,Malta,Malta,51.148102,-0.190278,35.857498,14.4775
BA,1355,LGW,NAP,London,United Kingdom,Naples,Italy,51.148102,-0.190278,40.886002000000005,14.2908
BA,1355,LGW,NCE,London,United Kingdom,Nice,France,51.148102,-0.190278,43.658401489300005,7.215869903560001
BA,1355,LGW,NQY,London,United Kingdom,Newquai,United Kingdom,51.148102,-0.190278,50.44060134887695,-4.995409965515137
BA,1355,LGW,OLB,London,United Kingdom,Olbia,Italy,51.148102,-0.190278,40.898701,9.51763
BA,1355,LGW,PSA,London,United Kingdom,Pisa,Italy,51.148102,-0.190278,43.683899,10.3927
BA,1355,LGW,SKG,London,United Kingdom,Thessaloniki,Greece,51.148102,-0.190278,40.51969909667969,22.97089958190918
BA,1355,LGW,SZG,London,United Kingdom,Salzburg,Austria,51.148102,-0.190278,47.7933006287,13.0043001175
BA,1355,LGW,TIA,London,United Kingdom,Tirana,Albania,51.148102,-0.190278,41.4146995544,19.7206001282
BA,1355,LGW,TRN,London,United Kingdom,Torino,Italy,51.148102,-0.190278,45.200802,7.64963
BA,1355,LGW,VCE,London,United Kingdom,Venice,Italy,51.148102,-0.190278,45.505299,12.3519
BA,1355,LGW,VRN,London,United Kingdom,Villafranca,Italy,51.148102,-0.190278,45.395699,10.8885
BA,1355,LHR,ABZ,London,United Kingdom,Aberdeen,United Kingdom,51.4706,-0.461941,57.20190048217773,-2.1977798938751216
BA,1355,LHR,AGP,London,United Kingdom,Malaga,Spain,51.4706,-0.461941,36.67490005493164,-4.499110221862793
BA,1355,LHR,AMS,London,United Kingdom,Amsterdam,Netherlands,51.4706,-0.461941,52.308601,4.76389
BA,1355,LHR,ARN,London,United Kingdom,Stockholm,Sweden,51.4706,-0.461941,59.65190124511699,17.918600082397
BA,1355,LHR,ATH,London,United Kingdom,Athens,Greece,51.4706,-0.461941,37.9364013672,23.944499969499997
BA,1355,LHR,BCN,London,United Kingdom,Barcelona,Spain,51.4706,-0.461941,41.2971,2.07846
BA,1355,LHR,BGO,London,United Kingdom,Bergen,Norway,51.4706,-0.461941,60.29339981,5.218140125
BA,1355,LHR,BHD,London,United Kingdom,Belfast,United Kingdom,51.4706,-0.461941,54.61809921264648,-5.872499942779541
BA,1355,LHR,BLQ,London,United Kingdom,Bologna,Italy,51.4706,-0.461941,44.5354,11.2887
BA,1355,LHR,BRU,London,United Kingdom,Brussels,Belgium,51.4706,-0.461941,50.9014015198,4.48443984985
BA,1355,LHR,BSL,London,United Kingdom,Mulhouse,France,51.4706,-0.461941,47.59,7.5291667
BA,1355,LHR,BUD,London,United Kingdom,Budapest,Hungary,51.4706,-0.461941,47.429759999999995,19.261093
BA,1355,LHR,CDG,London,United Kingdom,Paris,France,51.4706,-0.461941,49.012798,2.55
BA,1355,LHR,CPH,London,United Kingdom,Copenhagen,Denmark,51.4706,-0.461941,55.617900848389,12.656000137329
BA,1355,LHR,DUB,London,United Kingdom,Dublin,Ireland,51.4706,-0.461941,53.421299,-6.27007
BA,1355,LHR,DUS,London,United Kingdom,Duesseldorf,Germany,51.4706,-0.461941,51.289501,6.766780000000001
BA,1355,LHR,EDI,London,United Kingdom,Edinburgh,United Kingdom,51.4706,-0.461941,55.95000076293945,-3.372499942779541
BA,1355,LHR,FAO,London,United Kingdom,Faro,Portugal,51.4706,-0.461941,37.0144004822,-7.965909957889999
BA,1355,LHR,FCO,London,United Kingdom,Rome,Italy,51.4706,-0.461941,41.8002778,12.2388889
BA,1355,LHR,FRA,London,United Kingdom,Frankfurt,Germany,51.4706,-0.461941,50.033333,8.570556
BA,1355,LHR,GIB,London,United Kingdom,Gibraltar,Gibraltar,51.4706,-0.461941,36.1511993408,-5.3496599197400005
BA,1355,LHR,GLA,London,United Kingdom,Glasgow,United Kingdom,51.4706,-0.461941,55.8718986511,-4.43306016922
BA,1355,LHR,GOT,London,United Kingdom,Gothenborg,Sweden,51.4706,-0.461941,57.662799835205,12.279800415039
BA,1355,LHR,GVA,London,United Kingdom,Geneva,Switzerland,51.4706,-0.461941,46.23809814453125,6.108950138092041
BA,1355,LHR,HAJ,London,United Kingdom,Hannover,Germany,51.4706,-0.461941,52.461101532,9.68507957458
BA,1355,LHR,HAM,London,United Kingdom,Hamburg,Germany,51.4706,-0.461941,53.630401611328,9.988229751586902
BA,1355,LHR,HEL,London,United Kingdom,Helsinki,Finland,51.4706,-0.461941,60.317199707031,24.963300704956
BA,1355,LHR,IBZ,London,United Kingdom,Ibiza,Spain,51.4706,-0.461941,38.8728981018,1.3731199502899998
BA,1355,LHR,JMK,London,United Kingdom,Mykonos,Greece,51.4706,-0.461941,37.43510055541992,25.348100662231445
BA,1355,LHR,JTR,London,United Kingdom,Thira,Greece,51.4706,-0.461941,36.39920043945313,25.47929954528809
BA,1355,LHR,KBP,London,United Kingdom,Kiev,Ukraine,51.4706,-0.461941,50.34500122070313,30.89469909667969
BA,1355,LHR,LBA,London,United Kingdom,Leeds,United Kingdom,51.4706,-0.461941,53.86589813232422,-1.6605700254440308
BA,1355,LHR,LIN,London,United Kingdom,Milan,Italy,51.4706,-0.461941,45.445099,9.27674
BA,1355,LHR,LIS,London,United Kingdom,Lisbon,Portugal,51.4706,-0.461941,38.7813,-9.13592
BA,1355,LHR,LUX,London,United Kingdom,Luxemburg,Luxembourg,51.4706,-0.461941,49.6233333,6.204444400000001
BA,1355,LHR,LYS,London,United Kingdom,Lyon,France,51.4706,-0.461941,45.725556,5.081111
BA,1355,LHR,MAD,London,United Kingdom,Madrid,Spain,51.4706,-0.461941,40.471926,-3.56264
