Source Airport IATA,Destination Airport IATA,Source City,Source Country,Destination City,Destination Country,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude,Distance,Estimated Cost,Estimated Duration
TLS,LYS,Toulouse,France,Lyon,France,43.629101,1.36382,45.725556,5.081111,375.0713844623203,97,1.4688392305779003
TLS,VCE,Toulouse,France,Venice,Italy,43.629101,1.36382,45.505299,12.3519,894.3214110994777,204,2.117901763874347
TRD,AMS,Trondheim,Norway,Amsterdam,Netherlands,63.45780179999999,10.9239998,52.308601,4.76389,1290.6789287545384,309,2.6133486609431733
TRF,AMS,Sandefjord,Norway,Amsterdam,Netherlands,59.1866989136,10.258600235,52.308601,4.76389,837.8945739327246,193,2.047368217415906
TRN,AHO,Torino,Italy,Alghero,Italy,45.200802,7.64963,40.632099,8.29077,510.68733650374617,123,1.6383591706296827
TRN,BRI,Torino,Italy,Bari,Italy,45.200802,7.64963,41.138901,16.760599,865.1987262753838,199,2.08149840784423
TRN,CDG,Torino,Italy,Paris,France,45.200802,7.64963,49.012798,2.55,573.0031024817334,134,1.7162538781021668
TRN,CTA,Torino,Italy,Catania,Italy,45.200802,7.64963,37.466801,15.0664,1058.7122357492058,258,2.323390294686507
TRN,FCO,Torino,Italy,Rome,Italy,45.200802,7.64963,41.8002778,12.2388889,528.9688320290054,126,1.6612110400362567
TRN,IAS,Torino,Italy,Iasi,Romania,45.200802,7.64963,47.17850112915039,27.6205997467041,1548.606442281399,413,2.9357580528517486
TRN,NAP,Torino,Italy,Naples,Italy,45.200802,7.64963,40.886002000000005,14.2908,721.6754242090736,170,1.902094280261342
TRN,PMO,Torino,Italy,Palermo,Italy,45.200802,7.64963,38.175999,13.091,901.8735568493308,206,2.1273419460616636
TRN,REG,Torino,Italy,Reggio Calabria,Italy,45.200802,7.64963,38.071201,15.6516,1033.6728148001414,253,2.2920910185001766
TRN,SUF,Torino,Italy,Lamezia,Italy,45.200802,7.64963,38.905399,16.2423,995.5803236715152,225,2.244475404589394
TRN,TIA,Torino,Italy,Tirana,Albania,45.200802,7.64963,41.4146995544,19.7206001282,1062.201812774775,259,2.327752265968469
TRS,FCO,Ronchi De Legionari,Italy,Rome,Italy,45.827499,13.4722,41.8002778,12.2388889,458.5934966197228,113,1.5732418707746536
TRS,LIN,Ronchi De Legionari,Italy,Milan,Italy,45.827499,13.4722,45.445099,9.27674,328.91174510819394,88,1.4111396813852424
TRS,NAP,Ronchi De Legionari,Italy,Naples,Italy,45.827499,13.4722,40.886002000000005,14.2908,553.4318349842755,131,1.6917897937303443
TSR,OTP,Timisoara,Romania,Bucharest,Romania,45.80989837646485,21.337900161743164,44.5711111,26.085,396.61160069983765,101,1.495764500874797
TXL,AMS,Berlin,Germany,Amsterdam,Netherlands,52.5597,13.2877,52.308601,4.76389,578.1873189533414,135,1.7227341486916767
TXL,CDG,Berlin,Germany,Paris,France,52.5597,13.2877,49.012798,2.55,850.4976139039995,196,2.0631220173799996
TXL,CTA,Berlin,Germany,Catania,Italy,52.5597,13.2877,37.466801,15.0664,1683.932987905319,446,3.1049162348816486
TXL,PMO,Berlin,Germany,Palermo,Italy,52.5597,13.2877,38.175999,13.091,1599.466804259299,425,2.999333505324124
TXL,PSA,Berlin,Germany,Pisa,Italy,52.5597,13.2877,43.683899,10.3927,1009.848127920895,248,2.2623101599011184
VCE,AMS,Venice,Italy,Amsterdam,Netherlands,45.505299,12.3519,52.308601,4.76389,936.9093615891184,213,2.1711367019863976
VCE,ATH,Venice,Italy,Athens,Greece,45.505299,12.3519,37.9364013672,23.944499969499997,1275.9572254700688,306,2.5949465318375857
VCE,CDG,Venice,Italy,Paris,France,45.505299,12.3519,49.012798,2.55,835.342209421177,193,2.0441777617764716
VCE,CPH,Venice,Italy,Copenhagen,Denmark,45.505299,12.3519,55.617900848389,12.656000137329,1124.672270742495,273,2.405840338428119
VCE,CTA,Venice,Italy,Catania,Italy,45.505299,12.3519,37.466801,15.0664,921.8416302901196,210,2.1523020378626496
VCE,FCO,Venice,Italy,Rome,Italy,45.505299,12.3519,41.8002778,12.2388889,412.0797470107872,104,1.5150996837634838
VCE,LIS,Venice,Italy,Lisbon,Portugal,45.505299,12.3519,38.7813,-9.13592,1915.3425005237384,504,3.394178125654673
VCE,MRS,Venice,Italy,Marseille,France,45.505299,12.3519,43.439271922,5.22142410278,610.370496121204,148,1.762963120151505
VCE,NCE,Venice,Italy,Nice,France,45.505299,12.3519,43.658401489300005,7.215869903560001,455.54635691795414,112,1.5694329461474426
VCE,PMO,Venice,Italy,Palermo,Italy,45.505299,12.3519,38.175999,13.091,817.2669962251442,189,2.02158374528143
VCE,PRG,Venice,Italy,Prague,Czech Republic,45.505299,12.3519,50.1008,14.26,530.4480272884263,126,1.6630600341105328
VCE,RIX,Venice,Italy,Riga,Latvia,45.505299,12.3519,56.92359924316406,23.971099853515625,1501.1310963851342,401,2.876413870481418
VCE,SUF,Venice,Italy,Lamezia,Italy,45.505299,12.3519,38.905399,16.2423,800.5265655873999,186,2.00065820698425
VCE,TIA,Venice,Italy,Tirana,Albania,45.505299,12.3519,41.4146995544,19.7206001282,748.2106924184502,175,1.9352633655230629
VCE,TLS,Venice,Italy,Toulouse,France,45.505299,12.3519,43.629101,1.36382,894.3214110994777,204,2.117901763874347
VGO,CDG,Vigo,Spain,Paris,France,42.2318000793457,-8.62677001953125,49.012798,2.55,1148.548813081645,278,2.435686016352056
VGO,MAD,Vigo,Spain,Madrid,Spain,42.2318000793457,-8.62677001953125,40.471926,-3.56264,465.6992177066951,114,1.5821240221333688
VIE,CTA,Vienna,Austria,Catania,Italy,48.110298156738,16.569700241089002,37.466801,15.0664,1189.7782865304264,287,2.487222858163033
VIE,FCO,Vienna,Austria,Rome,Italy,48.110298156738,16.569700241089002,41.8002778,12.2388889,779.7041095903342,181,1.9746301369879178
VIE,LIN,Vienna,Austria,Milan,Italy,48.110298156738,16.569700241089002,45.445099,9.27674,629.1126348190411,151,1.7863907935238013
VLC,FCO,Valencia,Spain,Rome,Italy,39.4893,-0.481625,41.8002778,12.2388889,1102.4320317983495,268,2.378040039747937
VLC,PMI,Valencia,Spain,Palma de Mallorca,Spain,39.4893,-0.481625,39.551700592,2.73881006241,276.3065588856815,78,1.3453831986071019
VRN,CDG,Villafranca,Italy,Paris,France,45.395699,10.8885,49.012798,2.55,746.7293565848418,175,1.9334116957310523
VRN,CTA,Villafranca,Italy,Catania,Italy,45.395699,10.8885,37.466801,15.0664,947.6066651727732,215,2.184508331465967
VRN,FCO,Villafranca,Italy,Rome,Italy,45.395699,10.8885,41.8002778,12.2388889,414.29987840022073,104,1.517874848000276
VRN,PMO,Villafranca,Italy,Palermo,Italy,45.395699,10.8885,38.175999,13.091,823.2094063445195,190,2.0290117579306495
VRN,TIA,Villafranca,Italy,Tirana,Albania,45.395699,10.8885,41.4146995544,19.7206001282,838.9281779715448,193,2.048660222464431
WAW,FCO,Warsaw,Poland,Rome,Italy,52.1656990051,20.9671001434,41.8002778,12.2388889,1327.0490799296238,317,2.6588113499120296
WAW,LIN,Warsaw,Poland,Milan,Italy,52.1656990051,20.9671001434,45.445099,9.27674,1133.9581827980762,275,2.4174477284975953
ZRH,FCO,Zurich,Switzerland,Rome,Italy,47.464699,8.54917,41.8002778,12.2388889,694.027191909743,164,1.8675339898871788
AMS,MSQ,Amsterdam,Netherlands,Minsk 2,Belarus,52.308601,4.76389,53.882499694824,28.030700683594,1556.2447807626315,415,2.945305975953289
ARN,MSQ,Stockholm,Sweden,Minsk 2,Belarus,59.65190124511699,17.918600082397,53.882499694824,28.030700683594,887.7169696096366,203,2.109646212012046
BCN,MSQ,Barcelona,Spain,Minsk 2,Belarus,41.2971,2.07846,53.882499694824,28.030700683594,2375.037765891404,619,3.968797207364255
BEG,BUD,Belgrade,Serbia,Budapest,Hungary,44.8184013367,20.3090991974,47.429759999999995,19.261093,301.3857394081683,83,1.3767321742602103
BUD,BEG,Budapest,Hungary,Belgrade,Serbia,47.429759999999995,19.261093,44.8184013367,20.3090991974,301.3857394081683,83,1.3767321742602103
BUD,MSQ,Budapest,Hungary,Minsk 2,Belarus,47.429759999999995,19.261093,53.882499694824,28.030700683594,945.7020545193686,215,2.1821275681492107
CDG,MSQ,Paris,France,Minsk 2,Belarus,49.012798,2.55,53.882499694824,28.030700683594,1835.4985347795143,484,3.294373168474393
FCO,MSQ,Rome,Italy,Minsk 2,Belarus,41.8002778,12.2388889,53.882499694824,28.030700683594,1779.0796518227753,470,3.2238495647784693
FRA,MSQ,Frankfurt,Germany,Minsk 2,Belarus,50.033333,8.570556,53.882499694824,28.030700683594,1395.261856299046,332,2.7440773203738074
GVA,MSQ,Geneva,Switzerland,Minsk 2,Belarus,46.23809814453125,6.108950138092041,53.882499694824,28.030700683594,1770.490314594223,468,3.2131128932427786
HAJ,MSQ,Hannover,Germany,Minsk 2,Belarus,52.461101532,9.68507957458,53.882499694824,28.030700683594,1229.4224429965616,296,2.536778053745702
HEL,MSQ,Helsinki,Finland,Minsk 2,Belarus,60.317199707031,24.963300704956,53.882499694824,28.030700683594,738.8990031078702,173,1.9236237538848378
KBP,MSQ,Kiev,Ukraine,Minsk 2,Belarus,50.34500122070313,30.89469909667969,53.882499694824,28.030700683594,439.1975975858455,109,1.5489969969823068
LGW,MSQ,London,United Kingdom,Minsk 2,Belarus,51.148102,-0.190278,53.882499694824,28.030700683594,1920.5205104544252,506,3.4006506380680315
MSQ,AMS,Minsk 2,Belarus,Amsterdam,Netherlands,53.882499694824,28.030700683594,52.308601,4.76389,1556.2447807626315,415,2.945305975953289
MSQ,ARN,Minsk 2,Belarus,Stockholm,Sweden,53.882499694824,28.030700683594,59.65190124511699,17.918600082397,887.7169696096366,203,2.109646212012046
MSQ,BCN,Minsk 2,Belarus,Barcelona,Spain,53.882499694824,28.030700683594,41.2971,2.07846,2375.037765891404,619,3.968797207364255
MSQ,BUD,Minsk 2,Belarus,Budapest,Hungary,53.882499694824,28.030700683594,47.429759999999995,19.261093,945.7020545193686,215,2.1821275681492107
MSQ,CDG,Minsk 2,Belarus,Paris,France,53.882499694824,28.030700683594,49.012798,2.55,1835.4985347795143,484,3.294373168474393
MSQ,FCO,Minsk 2,Belarus,Rome,Italy,53.882499694824,28.030700683594,41.8002778,12.2388889,1779.0796518227753,470,3.2238495647784693
MSQ,FRA,Minsk 2,Belarus,Frankfurt,Germany,53.882499694824,28.030700683594,50.033333,8.570556,1395.261856299046,332,2.7440773203738074
MSQ,GVA,Minsk 2,Belarus,Geneva,Switzerland,53.882499694824,28.030700683594,46.23809814453125,6.108950138092041,1770.490314594223,468,3.2131128932427786
MSQ,HAJ,Minsk 2,Belarus,Hannover,Germany,53.882499694824,28.030700683594,52.461101532,9.68507957458,1229.4224429965616,296,2.536778053745702
MSQ,HEL,Minsk 2,Belarus,Helsinki,Finland,53.882499694824,28.030700683594,60.317199707031,24.963300704956,738.8990031078702,173,1.9236237538848378
MSQ,KBP,Minsk 2,Belarus,Kiev,Ukraine,53.882499694824,28.030700683594,50.34500122070313,30.89469909667969,439.1975975858455,109,1.5489969969823068
MSQ,LGW,Minsk 2,Belarus,London,United Kingdom,53.882499694824,28.030700683594,51.148102,-0.190278,1920.5205104544252,506,3.4006506380680315
MSQ,MXP,Minsk 2,Belarus,Milano,Italy,53.882499694824,28.030700683594,45.6306,8.728110000000001,1654.3277382513609,439,3.067909672814201
MSQ,NCE,Minsk 2,Belarus,Nice,France,53.882499694824,28.030700683594,43.658401489300005,7.215869903560001,1890.6645021917088,498,3.363330627739636
MSQ,PRG,Minsk 2,Belarus,Prague,Czech Republic,53.882499694824,28.030700683594,50.1008,14.26,1030.2006096277112,252,2.287750762034639
MSQ,RIX,Minsk 2,Belarus,Riga,Latvia,53.882499694824,28.030700683594,56.92359924316406,23.971099853515625,424.1599214747675,106,1.5301999018434593
MSQ,SXF,Minsk 2,Belarus,Berlin,Germany,53.882499694824,28.030700683594,52.380001,13.5225,980.4232372830554,222,2.2255290466038193
MSQ,VIE,Minsk 2,Belarus,Vienna,Austria,53.882499694824,28.030700683594,48.110298156738,16.569700241089002,1025.157474014701,251,2.2814468425183763
MSQ,VNO,Minsk 2,Belarus,Vilnius,Lithuania,53.882499694824,28.030700683594,54.634102,25.285801,196.88636791025377,63,1.246107959887817
MSQ,WAW,Minsk 2,Belarus,Warsaw,Poland,53.882499694824,28.030700683594,52.1656990051,20.9671001434,509.2555607046283,122,1.6365694508807853
MXP,MSQ,Milano,Italy,Minsk 2,Belarus,45.6306,8.728110000000001,53.882499694824,28.030700683594,1654.3277382513609,439,3.067909672814201
NCE,MSQ,Nice,France,Minsk 2,Belarus,43.658401489300005,7.215869903560001,53.882499694824,28.030700683594,1890.6645021917088,498,3.363330627739636
PRG,MSQ,Prague,Czech Republic,Minsk 2,Belarus,50.1008,14.26,53.882499694824,28.030700683594,1030.2006096277112,252,2.287750762034639
RIX,MSQ,Riga,Latvia,Minsk 2,Belarus,56.92359924316406,23.971099853515625,53.882499694824,28.030700683594,424.1599214747675,106,1.5301999018434593
SXF,MSQ,Berlin,Germany,Minsk 2,Belarus,52.380001,13.5225,53.882499694824,28.030700683594,980.4232372830554,222,2.2255290466038193
VIE,MSQ,Vienna,Austria,Minsk 2,Belarus,48.110298156738,16.569700241089002,53.882499694824,28.030700683594,1025.157474014701,251,2.2814468425183763
VNO,MSQ,Vilnius,Lithuania,Minsk 2,Belarus,54.634102,25.285801,53.882499694824,28.030700683594,196.88636791025377,63,1.246107959887817
WAW,MSQ,Warsaw,Poland,Minsk 2,Belarus,52.1656990051,20.9671001434,53.882499694824,28.030700683594,509.2555607046283,122,1.6365694508807853
AAL,AAR,Aalborg,Denmark,Aarhus,Denmark,57.0927589138,9.84924316406,56.2999992371,10.619000434899998,99.8949246187628,44,1.1248686557734535
AAL,OSL,Aalborg,Denmark,Oslo,Norway,57.0927589138,9.84924316406,60.121,11.0502,343.8201709879387,91,1.4297752137349233
AAR,AAL,Aarhus,Denmark,Aalborg,Denmark,56.2999992371,10.619000434899998,57.0927589138,9.84924316406,99.8949246187628,44,1.1248686557734535
AAR,BMA,Aarhus,Denmark,Stockholm,Sweden,56.2999992371,10.619000434899998,59.35440063476562,17.941699981689453,550.2411450107413,130,1.6878014312634266
AAR,GOT,Aarhus,Denmark,Gothenborg,Sweden,56.2999992371,10.619000434899998,57.662799835205,12.279800415039,181.8938518034311,60,1.227367314754289
AAR,OSL,Aarhus,Denmark,Oslo,Norway,56.2999992371,10.619000434899998,60.121,11.0502,425.62358989822934,106,1.5320294873727867
ABZ,LCY,Aberdeen,United Kingdom,London,United Kingdom,57.20190048217773,-2.1977798938751216,51.505299,0.0552779999999999,649.9482278813117,155,1.8124352848516396
ABZ,LHR,Aberdeen,United Kingdom,London,United Kingdom,57.20190048217773,-2.1977798938751216,51.4706,-0.461941,647.0947460207127,155,1.808868432525891
AGP,LCY,Malaga,Spain,London,United Kingdom,36.67490005493164,-4.499110221862793,51.505299,0.0552779999999999,1687.8556255262272,447,3.109819531907784
AGP,LGW,Malaga,Spain,London,United Kingdom,36.67490005493164,-4.499110221862793,51.148102,-0.190278,1645.2059954530685,437,3.0565074943163357
AGP,LHR,Malaga,Spain,London,United Kingdom,36.67490005493164,-4.499110221862793,51.4706,-0.461941,1675.8560299273577,444,3.094820037409197
ALC,LGW,Alicante,Spain,London,United Kingdom,38.28219985961914,-0.5581560134887695,51.148102,-0.190278,1430.9134254564956,340,2.7886417818206195
AMS,LCY,Amsterdam,Netherlands,London,United Kingdom,52.308601,4.76389,51.505299,0.0552779999999999,335.06733015516096,89,1.4188341626939511
AMS,LGW,Amsterdam,Netherlands,London,United Kingdom,52.308601,4.76389,51.148102,-0.190278,364.70174642684594,95,1.4558771830335575
AMS,LHR,Amsterdam,Netherlands,London,United Kingdom,52.308601,4.76389,51.4706,-0.461941,370.44882883109966,96,1.4630610360388745
ARN,LCY,Stockholm,Sweden,London,United Kingdom,59.65190124511699,17.918600082397,51.505299,0.0552779999999999,1434.806735860059,341,2.7935084198250735
ARN,LHR,Stockholm,Sweden,London,United Kingdom,59.65190124511699,17.918600082397,51.4706,-0.461941,1462.5380783836806,347,2.828172597979601
ATH,LHR,Athens,Greece,London,United Kingdom,37.9364013672,23.944499969499997,51.4706,-0.461941,2426.7664261240566,632,4.033458032655071
BCN,LGW,Barcelona,Spain,London,United Kingdom,41.2971,2.07846,51.148102,-0.190278,1109.0539170109523,269,2.3863173962636903
BCN,LHR,Barcelona,Spain,London,United Kingdom,41.2971,2.07846,51.4706,-0.461941,1147.712862692266,278,2.4346410783653325
BGO,BLL,Bergen,Norway,Billund,Denmark,60.29339981,5.218140125,55.7402992249,9.15178012848,556.5384615111864,131,1.695673076888983
BGO,LHR,Bergen,Norway,London,United Kingdom,60.29339981,5.218140125,51.4706,-0.461941,1042.122694125109,255,2.3026533676563865
BHD,LHR,Belfast,United Kingdom,London,United Kingdom,54.61809921264648,-5.872499942779541,51.4706,-0.461941,503.03556071534155,121,1.628794450894177
BLL,BGO,Billund,Denmark,Bergen,Norway,55.7402992249,9.15178012848,60.29339981,5.218140125,556.5384615111864,131,1.695673076888983
BLL,BRU,Billund,Denmark,Brussels,Belgium,55.7402992249,9.15178012848,50.9014015198,4.48443984985,620.6555911621708,150,1.7758194889527137
BLL,DUS,Billund,Denmark,Duesseldorf,Germany,55.7402992249,9.15178012848,51.289501,6.766780000000001,519.3412135830421,124,1.6491765169788026
BLL,LCY,Billund,Denmark,London,United Kingdom,55.7402992249,9.15178012848,51.505299,0.0552779999999999,761.636041165755,178,1.9520450514571936
BLL,MAN,Billund,Denmark,Manchester,United Kingdom,55.7402992249,9.15178012848,53.35369873046875,-2.2749500274658203,782.2024694862214,182,1.9777530868577768
BLL,MUC,Billund,Denmark,Munich,Germany,55.7402992249,9.15178012848,48.353802,11.7861,840.7052153201898,194,2.050881519150237
BLL,OSL,Billund,Denmark,Oslo,Norway,55.7402992249,9.15178012848,60.121,11.0502,499.7858981056179,120,1.6247323726320224
BLL,ZRH,Billund,Denmark,Zurich,Switzerland,55.7402992249,9.15178012848,47.464699,8.54917,921.1359927973888,210,2.151419990996736
BLQ,LHR,Bologna,Italy,London,United Kingdom,44.5354,11.2887,51.4706,-0.461941,1163.2357144644209,281,2.4540446430805263
BMA,AAR,Stockholm,Sweden,Aarhus,Denmark,59.35440063476562,17.941699981689453,56.2999992371,10.619000434899998,550.2411450107413,130,1.6878014312634266
BOD,LGW,Bordeaux,France,London,United Kingdom,44.8283004761,-0.7155560255050001,51.148102,-0.190278,703.8111507400143,166,1.8797639384250178
BRI,LGW,Bari,Italy,London,United Kingdom,41.138901,16.760599,51.148102,-0.190278,1708.572467378281,453,3.1357155842228512
BRU,BLL,Brussels,Belgium,Billund,Denmark,50.9014015198,4.48443984985,55.7402992249,9.15178012848,620.6555911621708,150,1.7758194889527137
BRU,LHR,Brussels,Belgium,London,United Kingdom,50.9014015198,4.48443984985,51.4706,-0.461941,350.4345881894714,92,1.4380432352368393
BSL,LHR,Mulhouse,France,London,United Kingdom,47.59,7.5291667,51.4706,-0.461941,719.6117216713399,169,1.8995146520891748
BUD,LHR,Budapest,Hungary,London,United Kingdom,47.429759999999995,19.261093,51.4706,-0.461941,1489.5495862621044,353,2.8619369828276304
CDG,LHR,Paris,France,London,United Kingdom,49.012798,2.55,51.4706,-0.461941,347.16750810444563,91,1.433959385130557
CGN,TXL,Cologne,Germany,Berlin,Germany,50.8658981323,7.1427397728,52.5597,13.2877,463.17545939967533,114,1.5789693242495941
CPH,LHR,Copenhagen,Denmark,London,United Kingdom,55.617900848389,12.656000137329,51.4706,-0.461941,979.6111473859538,221,2.2245139342324425
CTA,LGW,Catania,Italy,London,United Kingdom,37.466801,15.0664,51.148102,-0.190278,1938.2315847683635,510,3.4227894809604544
DBV,LGW,Dubrovnik,Croatia,London,United Kingdom,42.5614013671875,18.268199920654297,51.148102,-0.190278,1690.0700159035073,448,3.112587519879384
DUB,LHR,Dublin,Ireland,London,United Kingdom,53.421299,-6.27007,51.4706,-0.461941,449.2537560432967,111,1.561567195054121
DUS,BLL,Duesseldorf,Germany,Billund,Denmark,51.289501,6.766780000000001,55.7402992249,9.15178012848,519.3412135830421,124,1.6491765169788026
DUS,LCY,Duesseldorf,Germany,London,United Kingdom,51.289501,6.766780000000001,51.505299,0.0552779999999999,466.0723304089374,114,1.5825904130111716
DUS,LHR,Duesseldorf,Germany,London,United Kingdom,51.289501,6.766780000000001,51.4706,-0.461941,501.89104315604715,121,1.6273638039450589
EDI,LCY,Edinburgh,United Kingdom,London,United Kingdom,55.95000076293945,-3.372499942779541,51.505299,0.0552779999999999,543.0779646412436,129,1.6788474558015545
EDI,LGW,Edinburgh,United Kingdom,London,United Kingdom,55.95000076293945,-3.372499942779541,51.148102,-0.190278,573.6910126276788,135,1.7171137657845985
EDI,LHR,Edinburgh,United Kingdom,London,United Kingdom,55.95000076293945,-3.372499942779541,51.4706,-0.461941,533.530300372911,127,1.6669128754661386
FAO,LGW,Faro,Portugal,London,United Kingdom,37.0144004822,-7.965909957889999,51.148102,-0.190278,1687.5718920883075,447,3.1094648651103842
FAO,LHR,Faro,Portugal,London,United Kingdom,37.0144004822,-7.965909957889999,51.4706,-0.461941,1712.7945229256625,454,3.140993153657078
FCO,LGW,Rome,Italy,London,United Kingdom,41.8002778,12.2388889,51.148102,-0.190278,1405.6189200861268,335,2.7570236501076586
FCO,LHR,Rome,Italy,London,United Kingdom,41.8002778,12.2388889,51.4706,-0.461941,1443.887182362798,343,2.8048589779534976
FLR,LCY,Florence,Italy,London,United Kingdom,43.810001,11.2051,51.505299,0.0552779999999999,1193.1064399152317,288,2.49138304989404
FRA,LCY,Frankfurt,Germany,London,United Kingdom,50.033333,8.570556,51.505299,0.0552779999999999,620.3921096414854,150,1.7754901370518568
FRA,LHR,Frankfurt,Germany,London,United Kingdom,50.033333,8.570556,51.4706,-0.461941,654.759596671906,156,1.8184494958398827
GIB,LHR,Gibraltar,Gibraltar,London,United Kingdom,36.1511993408,-5.3496599197400005,51.4706,-0.461941,1747.0026612955678,462,3.1837533266194598
GLA,LCY,Glasgow,United Kingdom,London,United Kingdom,55.8718986511,-4.43306016922,51.505299,0.0552779999999999,568.1476202266414,133,1.7101845252833017
GLA,LGW,Glasgow,United Kingdom,London,United Kingdom,55.8718986511,-4.43306016922,51.148102,-0.190278,595.2311623940371,139,1.7440389529925464
GLA,LHR,Glasgow,United Kingdom,London,United Kingdom,55.8718986511,-4.43306016922,51.4706,-0.461941,554.7134401907791,131,1.6933918002384738
GOA,LGW,Genoa,Italy,London,United Kingdom,44.4133,8.8375,51.148102,-0.190278,1006.4219113803264,247,2.2580273892254077
GOT,AAR,Gothenborg,Sweden,Aarhus,Denmark,57.662799835205,12.279800415039,56.2999992371,10.619000434899998,181.8938518034311,60,1.227367314754289
GOT,LHR,Gothenborg,Sweden,London,United Kingdom,57.662799835205,12.279800415039,51.4706,-0.461941,1068.833686472654,261,2.3360421080908176
GOT,MAN,Gothenborg,Sweden,Manchester,United Kingdom,57.662799835205,12.279800415039,53.35369873046875,-2.2749500274658203,1031.2894214899015,252,2.289111776862377
GRX,LCY,Granada,Spain,London,United Kingdom,37.18870162963867,-3.777359962463379,51.505299,0.0552779999999999,1620.258552923514,431,3.0253231911543925
GVA,LHR,Geneva,Switzerland,London,United Kingdom,46.23809814453125,6.108950138092041,51.4706,-0.461941,754.127175440973,176,1.9426589693012164
HAJ,LHR,Hannover,Germany,London,United Kingdom,52.461101532,9.68507957458,51.4706,-0.461941,703.2419567923098,166,1.8790524459903872
HAM,LHR,Hamburg,Germany,London,United Kingdom,53.630401611328,9.988229751586902,51.4706,-0.461941,745.4433932249115,175,1.9318042415311392
HEL,LHR,Helsinki,Finland,London,United Kingdom,60.317199707031,24.963300704956,51.4706,-0.461941,1847.9556424748232,487,3.309944553093529
HEL,MAN,Helsinki,Finland,Manchester,United Kingdom,60.317199707031,24.963300704956,53.35369873046875,-2.2749500274658203,1811.5058910909288,478,3.264382363863661
HEL,VNO,Helsinki,Finland,Vilnius,Lithuania,60.317199707031,24.963300704956,54.634102,25.285801,632.223674793057,152,1.7902795934913212
HEL,WAW,Helsinki,Finland,Warsaw,Poland,60.317199707031,24.963300704956,52.1656990051,20.9671001434,939.0059573096996,213,2.173757446637125
IBZ,LCY,Ibiza,Spain,London,United Kingdom,38.8728981018,1.3731199502899998,51.505299,0.0552779999999999,1408.388078069313,335,2.760485097586641
IBZ,LHR,Ibiza,Spain,London,United Kingdom,38.8728981018,1.3731199502899998,51.4706,-0.461941,1408.0472212065367,335,2.760059026508171
IOM,LCY,Isle Of Man,Isle of Man,London,United Kingdom,54.08330154418945,-4.623889923095703,51.505299,0.0552779999999999,425.461937212564,106,1.531827421515705
JER,LGW,Jersey,Jersey,London,United Kingdom,49.20790100097656,-2.1955099105834956,51.148102,-0.190278,258.6927788449775,75,1.3233659735562218
JMK,LHR,Mykonos,Greece,London,United Kingdom,37.43510055541992,25.348100662231445,51.4706,-0.461941,2552.61095652503,664,4.190763695656287
JTR,LHR,Thira,Greece,London,United Kingdom,36.39920043945313,25.47929954528809,51.4706,-0.461941,2644.4690225671643,687,4.305586278208955
KBP,LHR,Kiev,Ukraine,London,United Kingdom,50.34500122070313,30.89469909667969,51.4706,-0.461941,2185.31174197627,572,3.731639677470337
LBA,LHR,Leeds,United Kingdom,London,United Kingdom,53.86589813232422,-1.6605700254440308,51.4706,-0.461941,278.3279595384904,78,1.347909949423113
LCY,ABZ,London,United Kingdom,Aberdeen,United Kingdom,51.505299,0.0552779999999999,57.20190048217773,-2.1977798938751216,649.9482278813117,155,1.8124352848516396
LCY,AGP,London,United Kingdom,Malaga,Spain,51.505299,0.0552779999999999,36.67490005493164,-4.499110221862793,1687.8556255262272,447,3.109819531907784
LCY,AMS,London,United Kingdom,Amsterdam,Netherlands,51.505299,0.0552779999999999,52.308601,4.76389,335.06733015516096,89,1.4188341626939511
LCY,ARN,London,United Kingdom,Stockholm,Sweden,51.505299,0.0552779999999999,59.65190124511699,17.918600082397,1434.806735860059,341,2.7935084198250735
LCY,BLL,London,United Kingdom,Billund,Denmark,51.505299,0.0552779999999999,55.7402992249,9.15178012848,761.636041165755,178,1.9520450514571936
LCY,DUS,London,United Kingdom,Duesseldorf,Germany,51.505299,0.0552779999999999,51.289501,6.766780000000001,466.0723304089374,114,1.5825904130111716
LCY,EDI,London,United Kingdom,Edinburgh,United Kingdom,51.505299,0.0552779999999999,55.95000076293945,-3.372499942779541,543.0779646412436,129,1.6788474558015545
LCY,FLR,London,United Kingdom,Florence,Italy,51.505299,0.0552779999999999,43.810001,11.2051,1193.1064399152317,288,2.49138304989404
LCY,FRA,London,United Kingdom,Frankfurt,Germany,51.505299,0.0552779999999999,50.033333,8.570556,620.3921096414854,150,1.7754901370518568
LCY,GLA,London,United Kingdom,Glasgow,United Kingdom,51.505299,0.0552779999999999,55.8718986511,-4.43306016922,568.1476202266414,133,1.7101845252833017
LCY,GRX,London,United Kingdom,Granada,Spain,51.505299,0.0552779999999999,37.18870162963867,-3.777359962463379,1620.258552923514,431,3.0253231911543925
LCY,IBZ,London,United Kingdom,Ibiza,Spain,51.505299,0.0552779999999999,38.8728981018,1.3731199502899998,1408.388078069313,335,2.760485097586641
LCY,IOM,London,United Kingdom,Isle Of Man,Isle of Man,51.505299,0.0552779999999999,54.08330154418945,-4.623889923095703,425.461937212564,106,1.531827421515705
LCY,MAD,London,United Kingdom,Madrid,Spain,51.505299,0.0552779999999999,40.471926,-3.56264,1257.8824852039522,302,2.5723531065049405
