Source airport,Destination airport
CDG,NCE
CDG,NCL
CDG,NTE
CDG,NUE
CDG,OSL
CDG,OTP
CDG,PRG
CDG,PUF
CDG,RIX
CDG,RNS
CDG,SOF
CDG,STR
CDG,SVG
CDG,TLS
CDG,TRN
CDG,TXL
CDG,VCE
CDG,VGO
CDG,VIE
CDG,VLC
CDG,VRN
CDG,WAW
CDG,ZAG
CDG,ZRH
CFE,AMS
CFE,CDG
CFE,ORY
CLY,CDG
CLY,MRS
CLY,NCE
CLY,ORY
CPH,CDG
CWL,EDI
CWL,GLA
CWL,JER
CWL,ORY
DOL,LCY
DRS,LCY
DUB,CDG
DUB,LCY
DUS,CDG
DUS,NTE
EBU,BIA
EDI,CDG
EDI,CWL
EGC,EXT
EGC,SOU
EXT,CDG
EXT,EGC
EXT,RNS
FCO,BOD
FCO,CDG
FCO,LCY
FCO,LYS
FCO,MPL
FCO,MRS
FCO,NCE
FCO,SXB
FCO,TLS
FLR,CDG
FLR,LCY
FLR,LYS
FRA,CDG
FSC,MRS
FSC,NCE
GLA,CWL
GOA,CDG
GOT,CDG
GOT,LYS
GVA,BIQ
GVA,CDG
HAJ,CDG
HAM,CDG
HAM,TLS
HEL,CDG
IVL,KTT
JER,CWL
KBP,CDG
KTT,HEL
LCY,AMS
LCY,ANR
LCY,BES
LCY,BVE
LCY,DOL
LCY,DRS
LCY,DUB
LCY,FCO
LCY,FLR
LCY,LIN
LCY,NTE
LCY,ORY
LCY,RTM
LGG,AJA
LGG,BIA
LHR,CDG
LIG,SOU
LIL,MRS
LIL,NCE
LIN,CDG
LIN,LCY
LIN,ORY
LIS,CDG
LJU,CDG
LRH,PIS
LRH,SOU
LUX,CDG
LYS,AJA
LYS,AMS
LYS,BHX
LYS,BIA
LYS,BLQ
LYS,BRU
LYS,CDG
LYS,FCO
LYS,FLR
LYS,GOT
LYS,MLA
LYS,MXP
LYS,NCE
LYS,ORY
LYS,PIS
LYS,PRG
LYS,TLS
LYS,VCE
LYS,VIE
MAD,CDG
MAD,ORY
MAN,CDG
MAN,NTE
MLA,CDG
MLA,LYS
MLA,ORY
MLA,TLS
MPL,CDG
MPL,FCO
MPL,ORY
MRS,AJA
MRS,AMS
MRS,ATH
MRS,BES
MRS,BIA
MRS,BIQ
MRS,BOD
MRS,CDG
MRS,CLY
MRS,FCO
MRS,FSC
MRS,LIL
MRS,MXP
MRS,NTE
MRS,ORY
MRS,PRG
MRS,RNS
MRS,TXL
MRS,VCE
MUC,CDG
MXP,LYS
MXP,MRS
MXP,NTE
NAP,CDG
NCE,AJA
NCE,AMS
NCE,BIA
NCE,CDG
NCE,CLY
NCE,FCO
NCE,FSC
NCE,LIL
NCE,LYS
NCE,NTE
NCE,ORY
NCE,SOU
NCE,SXB
NCE,VCE
NCL,CDG
NTE,AJA
NTE,AMS
NTE,BIA
NTE,BOD
NTE,BRU
NTE,CDG
NTE,DUS
NTE,LCY
NTE,MAN
NTE,MRS
NTE,MXP
NTE,NCE
NTE,ORY
NTE,SOU
NUE,CDG
ORY,AJA
ORY,BES
ORY,BIA
ORY,BIQ
ORY,BOD
ORY,CFE
ORY,CLY
ORY,CWL
ORY,LCY
ORY,LIN
ORY,LYS
ORY,MAD
ORY,MLA
ORY,MPL
ORY,MRS
ORY,NCE
ORY,NTE
ORY,PMI
ORY,PUF
ORY,SOU
ORY,SXB
ORY,TLN
ORY,TLS
OSL,CDG
OTP,CDG
PIS,LRH
PIS,LYS
PMI,ORY
PRG,CDG
PRG,LYS
PRG,MRS
PUF,CDG
PUF,ORY
RIX,CDG
RNS,CDG
RNS,EXT
RNS,MRS
RNS,SOU
RTM,LCY
SOF,CDG
SOU,BES
SOU,EGC
SOU,LIG
SOU,LRH
SOU,NCE
SOU,NTE
SOU,ORY
SOU,RNS
STR,CDG
SVG,CDG
SVQ,TLS
SXB,AMS
SXB,FCO
SXB,NCE
SXB,ORY
SXB,TLS
TLN,ORY
TLS,AJA
TLS,AMS
TLS,ATH
TLS,CDG
TLS,FCO
TLS,HAM
TLS,LYS
TLS,MLA
TLS,ORY
TLS,SVQ
TLS,SXB
TLS,VCE
TRN,CDG
TXL,CDG
TXL,MRS
VCE,CDG
VCE,LYS
VCE,MRS
VCE,NCE
VCE,TLS
VGO,CDG
VIE,CDG
VIE,LYS
VLC,CDG
VRN,CDG
WAW,CDG
ZAG,CDG
ZRH,CDG
BRU,MAD
CDG,LYS
CDG,TLS
MAD,BRU
MRS,CDG
AMS,CTA
AMS,LIN
AMS,PMO
ATH,VCE
BLQ,CTA
BLQ,TIA
BRI,LIN
CDG,CTA
CDG,LIN
CDG,PMO
CPH,VCE
CTA,AMS
CTA,BLQ
CTA,CDG
CTA,DUS
CTA,LGW
CTA,LIN
CTA,LYS
CTA,MXP
CTA,PSA
CTA,STR
CTA,TRN
CTA,TXL
CTA,VCE
CTA,VIE
CTA,VRN
DUS,CTA
GOA,TIA
LGW,CTA
LGW,PMO
LIN,AMS
LIN,BRI
LIN,CDG
LIN,CTA
LIN,NAP
LIN,PMO
LYS,CTA
MXP,CTA
MXP,TIA
NAP,LIN
PMO,AMS
PMO,CDG
PMO,LGW
PMO,LIN
PMO,TRN
PMO,TXL
PMO,VCE
PMO,VRN
PRG,PSA
PRG,VCE
PSA,CTA
PSA,PRG
PSA,TIA
PSA,TXL
STR,CTA
SUF,TRN
SUF,VCE
TIA,BLQ
TIA,GOA
TIA,MXP
TIA,PSA
TIA,VCE
TIA,VRN
TRN,CTA
TRN,PMO
TRN,SUF
TXL,CTA
TXL,PMO
TXL,PSA
VCE,ATH
VCE,CPH
VCE,CTA
VCE,PMO
VCE,PRG
VCE,SUF
VCE,TIA
VIE,CTA
VRN,CTA
VRN,PMO
VRN,TIA
TXL,CPH
AGP,HEL
AMS,HEL
AMS,LIS
AMS,OPO
ARN,HEL
ARN,LHR
ARN,TXL
ARN,VIE
AYT,HEL
BCN,HEL
BMA,GOT
BMA,HEL
BMA,MMX
BMA,UME
BRU,HEL
BRU,LIS
BUD,HEL
CDG,HEL
CGN,TXL
CPH,DUS
CPH,HEL
CPH,TXL
CPH,VIE
CTA,DUS
CTA,MUC
CTA,TXL
DBV,HEL
DUS,CPH
DUS,CTA
DUS,FLR
DUS,HEL
DUS,SZG
FCO,HEL
FLR,DUS
FLR,VIE
FRA,HEL
FRA,MAD
GOT,BMA
GOT,HEL
GOT,TXL
GVA,HEL
GVA,LIS
GVA,OPO
GZP,HEL
HAM,HEL
HAM,SZG
HEL,AGP
HEL,AMS
HEL,ARN
HEL,AYT
HEL,BCN
HEL,BMA
HEL,BRU
HEL,BUD
HEL,CDG
HEL,CPH
HEL,DBV
HEL,DUS
HEL,FCO
HEL,FRA
HEL,GOT
HEL,GVA
HEL,GZP
HEL,HAM
HEL,IVL
HEL,JOE
HEL,JYV
HEL,KAJ
HEL,KAO
HEL,KEM
HEL,KOK
HEL,KRK
HEL,KUO
HEL,LHR
HEL,LIS
HEL,LJU
HEL,MAD
HEL,MAN
HEL,MHQ
HEL,MSQ
HEL,MUC
HEL,MXP
HEL,NCE
HEL,NRK
HEL,OSL
HEL,OUL
HEL,PRG
HEL,RIX
HEL,RVN
HEL,SVL
HEL,TAY
HEL,TKU
HEL,TLL
HEL,TMP
HEL,TXL
HEL,VAA
HEL,VIE
HEL,VNO
HEL,WAW
HEL,ZRH
IVL,KTT
JOE,HEL
JYV,HEL
JYV,KEM
KAJ,HEL
KAO,HEL
KEM,HEL
KOK,HEL
KRK,HEL
KTT,HEL
KUO,HEL
LHR,ARN
LHR,HEL
LHR,LIS
LIS,AMS
LIS,BRU
LIS,GVA
LIS,HEL
LIS,LHR
LIS,ZRH
LJU,HEL
MAD,FRA
MAD,HEL
MAD,VGO
MAD,VLC
MAN,HEL
MHQ,HEL
MMX,BMA
MRS,CDG
MSQ,HEL
MUC,CTA
MUC,HEL
MXP,HEL
NCE,HEL
NRK,HEL
OPO,ZRH
OSL,AAL
OSL,HEL
OSL,TXL
OTP,TXL
OUL,HEL
PNA,MAD
PRG,HEL
RIX,HEL
RVN,HEL
SOF,TXL
SVL,HEL
SZG,DUS
SZG,HAM
SZG,TXL
TAY,HEL
TKU,HEL
TLL,HEL
TMP,HEL
TXL,ARN
TXL,CPH
TXL,CTA
TXL,GOT
TXL,HEL
TXL,OSL
TXL,OTP
TXL,SOF
TXL,SZG
UME,BMA
VAA,HEL
VGO,MAD
VIE,ARN
VIE,CPH
VIE,FLR
VIE,HEL
VLC,MAD
VNO,HEL
WAW,HEL
ZRH,HEL
ZRH,LIS
AAL,AMS
ABZ,CDG
AES,AMS
AGP,FCO
AHO,LIN
AHO,TRN
AJA,LYS
AJA,MRS
AJA,NCE
AMS,AAL
AMS,AES
AMS,ARN
AMS,BGO
AMS,BLL
AMS,BLQ
AMS,BRE
AMS,BRS
AMS,CGN
AMS,CPH
AMS,CTA
AMS,CWL
AMS,DUS
AMS,FCO
AMS,FLR
AMS,GLA
AMS,HAJ
AMS,HAM
AMS,HEL
AMS,HUY
AMS,KRS
AMS,LBA
AMS,LIN
AMS,MME
AMS,NWI
AMS,PMO
AMS,SVG
AMS,TRD
AMS,TRF
AMS,TXL
AMS,VCE
AOI,FCO
ARN,AMS
ARN,CDG
ATH,FCO
ATH,VCE
BAY,OTP
BCN,FCO
BCN,LIN
BCN,PMI
BDS,FCO
BDS,LIN
BEG,FCO
BEG,MXP
BES,CDG
BGO,AMS
BIA,MRS
BIA,NCE
BIO,CDG
BIO,FCO
BLL,AMS
BLL,CDG
BLQ,AMS
BLQ,CDG
BLQ,CTA
BLQ,FCO
BLQ,IAS
BLQ,LIS
BLQ,TIA
BOD,CDG
BOD,FCO
BRE,AMS
BRE,CDG
BRI,FCO
BRI,LIN
BRI,TIA
BRI,TRN
BRS,AMS
BRU,FCO
BRU,LIN
BUD,FCO
BZO,FCO
CAG,FCO
CAG,LIN
CDG,ABZ
CDG,ARN
CDG,BES
CDG,BIO
CDG,BLL
CDG,BLQ
CDG,BOD
CDG,BRE
CDG,CFE
CDG,CPH
CDG,CTA
CDG,DUB
CDG,DUS
CDG,EDI
CDG,FCO
CDG,FLR
CDG,GOA
CDG,GOT
CDG,HAJ
CDG,HAM
CDG,LIN
CDG,LIS
CDG,MAN
CDG,MPL
CDG,MRS
CDG,NAP
CDG,NCL
CDG,NTE
CDG,NUE
CDG,OSL
CDG,PMO
CDG,PRG
CDG,PUF
CDG,RNS
CDG,STR
CDG,SVG
CDG,TLS
CDG,TRN
CDG,TXL
CDG,VCE
CDG,VGO
CDG,VRN
CFE,CDG
CGN,AMS
CIY,LIN
CLJ,OTP
CLY,MRS
CLY,NCE
CPH,AMS
CPH,CDG
CPH,FCO
CPH,VCE
CTA,AMS
CTA,BLQ
CTA,CDG
CTA,DUS
CTA,FCO
CTA,LGW
CTA,LIN
CTA,LYS
CTA,MXP
CTA,NAP
CTA,PSA
CTA,STR
CTA,TRN
CTA,TXL
CTA,VCE
CTA,VIE
CTA,VRN
CWL,AMS
DUB,CDG
DUS,AMS
DUS,CDG
DUS,CTA
EDI,CDG
FCO,AGP
FCO,AMS
FCO,AOI
FCO,ATH
FCO,BCN
FCO,BDS
FCO,BEG
FCO,BIO
FCO,BLQ
FCO,BOD
FCO,BRI
FCO,BRU
FCO,BUD
FCO,BZO
FCO,CAG
FCO,CDG
FCO,CPH
FCO,CTA
FCO,FLR
FCO,FRA
FCO,GOA
FCO,GVA
FCO,IAS
FCO,KBP
FCO,LCY
FCO,LHR
FCO,LIN
FCO,LIS
FCO,LUX
FCO,LYS
FCO,MAD
FCO,MLA
FCO,MPL
FCO,MRS
FCO,MUC
FCO,MXP
FCO,NAP
FCO,NCE
FCO,OPO
FCO,OTP
FCO,PMO
FCO,PRG
FCO,PSA
FCO,REG
FCO,RIX
FCO,SKG
FCO,SKP
FCO,SOF
FCO,SUF
FCO,SXB
FCO,TGD
FCO,TIA
FCO,TLS
FCO,TRN
FCO,TRS
FCO,VCE
FCO,VIE
FCO,VLC
FCO,VRN
FCO,WAW
FCO,ZRH
FLR,AMS
FLR,CDG
FLR,FCO
FLR,GVA
FRA,FCO
FRA,LIN
FSC,MRS
FSC,NCE
GLA,AMS
GOA,CDG
GOA,FCO
GOA,TIA
GOT,CDG
GVA,FCO
GVA,FLR
HAJ,AMS
HAJ,CDG
HAM,AMS
HAM,CDG
HEL,AMS
HUY,AMS
IAS,BLQ
IAS,FCO
IAS,OTP
IAS,TRN
IBZ,MAD
KBP,FCO
KIV,OTP
KRS,AMS
LBA,AMS
LCG,MAD
LCY,FCO
LCY,LIN
LGW,CTA
LGW,PMO
LHR,FCO
LHR,LIN
LIN,AHO
LIN,AMS
LIN,BCN
LIN,BDS
LIN,BRI
LIN,BRU
LIN,CAG
LIN,CDG
LIN,CIY
LIN,CTA
LIN,FCO
LIN,FRA
LIN,LCY
LIN,LHR
LIN,NAP
LIN,ORY
LIN,OTP
LIN,PMO
LIN,PRG
LIN,PSR
LIN,REG
LIN,SUF
LIN,TRS
LIN,VIE
LIN,WAW
LIS,BLQ
LIS,CDG
LIS,FCO
LIS,MXP
LIS,VCE
LUX,FCO
LUX,MXP
LYS,AJA
LYS,CTA
LYS,FCO
LYS,MXP
LYS,TLS
MAD,FCO
MAD,IBZ
MAD,LCG
MAD,PMI
MAD,VGO
MAN,CDG
MLA,FCO
MME,AMS
MPL,CDG
MPL,FCO
MRS,AJA
MRS,BIA
MRS,CDG
MRS,CLY
MRS,FCO
MRS,FSC
MRS,MXP
MRS,VCE
MUC,FCO
MXP,BEG
MXP,CTA
MXP,FCO
MXP,LIS
MXP,LUX
MXP,LYS
MXP,MRS
MXP,NTE
MXP,OPO
MXP,RIX
MXP,SOF
MXP,TIA
NAP,CDG
NAP,CTA
NAP,FCO
NAP,LIN
NAP,PMO
NAP,TRN
NAP,TRS
NCE,AJA
NCE,BIA
NCE,CLY
NCE,FCO
NCE,FSC
NCE,VCE
NCL,CDG
NTE,CDG
NTE,MXP
NUE,CDG
NWI,AMS
OLB,RIX
OMR,OTP
OPO,FCO
OPO,MXP
ORY,LIN
OSL,CDG
OTP,BAY
OTP,CLJ
OTP,FCO
OTP,IAS
OTP,KIV
OTP,LIN
OTP,OMR
OTP,SUJ
OTP,TSR
PMI,BCN
PMI,MAD
PMI,VLC
PMO,AMS
PMO,CDG
PMO,FCO
PMO,LGW
PMO,LIN
PMO,NAP
PMO,TRN
PMO,TXL
PMO,VCE
PMO,VRN
PRG,CDG
PRG,FCO
PRG,LIN
PRG,PSA
PRG,VCE
PSA,CTA
PSA,FCO
PSA,PRG
PSA,TIA
PSA,TXL
PSR,LIN
PUF,CDG
REG,FCO
REG,LIN
REG,TRN
RIX,FCO
RIX,MXP
RIX,OLB
RIX,VCE
RNS,CDG
SKG,FCO
SKP,FCO
SOF,FCO
SOF,MXP
STR,CDG
STR,CTA
SUF,FCO
SUF,LIN
SUF,TRN
SUF,VCE
SUJ,OTP
SVG,AMS
SVG,CDG
SXB,FCO
TGD,FCO
TGM,OTP
TIA,BLQ
TIA,BRI
TIA,FCO
TIA,GOA
TIA,MXP
TIA,PSA
TIA,TRN
TIA,VCE
TIA,VRN
TLS,CDG
TLS,FCO
TLS,LYS
TLS,VCE
TRD,AMS
TRF,AMS
TRN,AHO
TRN,BRI
TRN,CDG
TRN,CTA
TRN,FCO
TRN,IAS
TRN,NAP
TRN,PMO
TRN,REG
TRN,SUF
TRN,TIA
TRS,FCO
TRS,LIN
TRS,NAP
TSR,OTP
TXL,AMS
TXL,CDG
TXL,CTA
TXL,PMO
TXL,PSA
VCE,AMS
VCE,ATH
VCE,CDG
VCE,CPH
VCE,CTA
VCE,FCO
VCE,LIS
VCE,MRS
VCE,NCE
VCE,PMO
VCE,PRG
VCE,RIX
VCE,SUF
VCE,TIA
VCE,TLS
VGO,CDG
VGO,MAD
VIE,CTA
VIE,FCO
VIE,LIN
VLC,FCO
VLC,PMI
VRN,CDG
VRN,CTA
VRN,FCO
VRN,PMO
VRN,TIA
WAW,FCO
WAW,LIN
ZRH,FCO
AMS,MSQ
ARN,MSQ
BCN,MSQ
BEG,BUD
BUD,BEG
BUD,MSQ
CDG,MSQ
FCO,MSQ
FRA,MSQ
GVA,MSQ
HAJ,MSQ
HEL,MSQ
KBP,MSQ
LGW,MSQ
MSQ,AMS
MSQ,ARN
MSQ,BCN
MSQ,BUD
MSQ,CDG
MSQ,FCO
MSQ,FRA
MSQ,GVA
MSQ,HAJ
MSQ,HEL
MSQ,KBP
MSQ,LGW
MSQ,MXP
MSQ,NCE
MSQ,PRG
MSQ,RIX
MSQ,SXF
MSQ,VIE
MSQ,VNO
MSQ,WAW
MXP,MSQ
NCE,MSQ
PRG,MSQ
RIX,MSQ
SXF,MSQ
VIE,MSQ
VNO,MSQ
WAW,MSQ
AAL,AAR
AAL,OSL
AAR,AAL
AAR,BMA
AAR,GOT
AAR,OSL
ABZ,LCY
ABZ,LHR
AGP,LCY
AGP,LGW
AGP,LHR
ALC,LGW
AMS,LCY
AMS,LGW
AMS,LHR
ARN,LCY
ARN,LHR
ATH,LHR
BCN,LGW
BCN,LHR
BGO,BLL
BGO,LHR
BHD,LHR
BLL,BGO
BLL,BRU
BLL,DUS
BLL,LCY
BLL,MAN
BLL,MUC
BLL,OSL
BLL,ZRH
BLQ,LHR
BMA,AAR
BOD,LGW
BRI,LGW
BRU,BLL
BRU,LHR
BSL,LHR
BUD,LHR
CDG,LHR
CGN,TXL
CPH,LHR
CTA,LGW
DBV,LGW
DUB,LHR
DUS,BLL
DUS,LCY
DUS,LHR
EDI,LCY
EDI,LGW
EDI,LHR
FAO,LGW
FAO,LHR
FCO,LGW
FCO,LHR
FLR,LCY
FRA,LCY
FRA,LHR
GIB,LHR
GLA,LCY
GLA,LGW
GLA,LHR
GOA,LGW
GOT,AAR
GOT,LHR
GOT,MAN
GRX,LCY
GVA,LHR
HAJ,LHR
HAM,LHR
HEL,LHR
HEL,MAN
HEL,VNO
HEL,WAW
IBZ,LCY
IBZ,LHR
IOM,LCY
JER,LGW
JMK,LHR
JTR,LHR
KBP,LHR
LBA,LHR
LCY,ABZ
LCY,AGP
LCY,AMS
LCY,ARN
LCY,BLL
LCY,DUS
LCY,EDI
LCY,FLR
LCY,FRA
LCY,GLA
LCY,GRX
LCY,IBZ
LCY,IOM
LCY,MAD
LCY,MAH
LCY,NCE
LCY,PMI
LCY,RTM
LCY,VCE
LCY,ZRH
LGW,AGP
LGW,ALC
LGW,AMS
LGW,BCN
LGW,BOD
LGW,BRI
LGW,CTA
LGW,DBV
LGW,EDI
LGW,FAO
LGW,FCO
LGW,GLA
LGW,GOA
LGW,JER
LGW,MLA
LGW,NAP
LGW,NCE
LGW,NQY
LGW,OLB
LGW,PSA
LGW,SKG
LGW,SZG
LGW,TIA
LGW,TRN
LGW,VCE
LGW,VRN
LHR,ABZ
LHR,AGP
LHR,AMS
LHR,ARN
LHR,ATH
LHR,BCN
LHR,BGO
LHR,BHD
LHR,BLQ
LHR,BRU
LHR,BSL
LHR,BUD
LHR,CDG
LHR,CPH
LHR,DUB
LHR,DUS
LHR,EDI
LHR,FAO
LHR,FCO
LHR,FRA
LHR,GIB
LHR,GLA
LHR,GOT
LHR,GVA
LHR,HAJ
LHR,HAM
LHR,HEL
LHR,IBZ
LHR,JMK
LHR,JTR
LHR,KBP
LHR,LBA
LHR,LIN
LHR,LIS
LHR,LUX
LHR,LYS
LHR,MAD
LHR,MAN
LHR,MRS
LHR,MUC
LHR,MXP
LHR,NCE
LHR,NCL
LHR,OPO
LHR,ORY
LHR,OSL
LHR,OTP
LHR,PMI
LHR,PRG
LHR,PSA
LHR,RTM
LHR,SOF
LHR,STR
LHR,SVG
LHR,TLS
LHR,TXL
LHR,VCE
LHR,VIE
LHR,WAW
LHR,ZAG
LHR,ZRH
LIN,LHR
LIS,LHR
LUX,LHR
LYS,LHR
MAD,LCY
MAD,LHR
MAH,LCY
MAN,BLL
MAN,GOT
MAN,HEL
MAN,LHR
MLA,LGW
MRS,LHR
MUC,BLL
MUC,LHR
MXP,LHR
NAP,LGW
NCE,LCY
NCE,LGW
NCE,LHR
NCL,LHR
NQY,LGW
OLB,LGW
OPO,LHR
ORY,LHR
OSL,AAL
OSL,AAR
OSL,BLL
OSL,LHR
OTP,LHR
PMI,LCY
PMI,LHR
PRG,LHR
PSA,LGW
PSA,LHR
RTM,LCY
RTM,LHR
SKG,LGW
SOF,LHR
STR,LHR
SVG,LHR
SZG,LGW
TIA,LGW
TLS,LHR
TRN,LGW
TXL,LHR
VCE,LCY
VCE,LGW
VCE,LHR
VIE,LHR
VNO,HEL
VRN,LGW
WAW,HEL
WAW,LHR
ZAG,LHR
ZRH,BLL
ZRH,LCY
ZRH,LHR
ABZ,BHD
ABZ,BHX
ABZ,CDG
ABZ,KOI
ABZ,LSI
ABZ,MAN
AGP,EXT
AGP,SOU
ALC,BHX
ALC,EXT
ALC,SOU
AMS,BHX
AMS,EMA
AMS,EXT
AMS,INV
AMS,SOU
BEB,GLA
BEB,SYY
BES,SOU
BHD,ABZ
BHD,BHX
BHD,CWL
BHD,EDI
BHD,EMA
BHD,EXT
BHD,GLA
BHD,INV
BHD,LBA
BHD,MAN
BHD,NCL
BHD,SOU
BHX,ABZ
BHX,ALC
BHX,AMS
BHX,BHD
BHX,CDG
BHX,CGN
BHX,DBV
BHX,DUS
BHX,EDI
BHX,FLR
BHX,GCI
BHX,GLA
BHX,HAJ
BHX,INV
BHX,IOM
BHX,JER
BHX,LYS
BHX,MXP
BHX,NOC
BHX,OPO
BHX,STR
BHX,WAT
BRR,GLA
CAL,GLA
CDG,ABZ
CDG,BHX
CDG,EDI
CDG,EXT
CDG,MAN
CDG,NCL
CFN,DUB
CFN,GLA
CGN,BHX
CWL,BHD
CWL,JER
DBV,BHX
DND,STN
DSA,JER
DUB,CFN
DUB,EXT
DUB,SOU
DUS,BHX
DUS,EXT
DUS,MAN
EDI,BHD
EDI,BHX
EDI,CDG
EDI,EMA
EDI,EXT
EDI,JER
EDI,KOI
EDI,LSI
EDI,MAN
EDI,NWI
EDI,SOU
EDI,SYY
EDI,WIC
EGC,EXT
EGC,SOU
EMA,AMS
EMA,BHD
EMA,EDI
EMA,GLA
EMA,JER
EXT,AGP
EXT,ALC
EXT,AMS
EXT,BHD
EXT,CDG
EXT,DUB
EXT,DUS
EXT,EDI
EXT,EGC
EXT,FAO
EXT,GCI
EXT,GLA
EXT,JER
EXT,MAN
EXT,PMI
EXT,RNS
FAO,EXT
FAO,SOU
FLR,BHX
GCI,BHX
GCI,EXT
GCI,JER
GCI,NWI
GCI,SOU
GLA,BEB
GLA,BHD
GLA,BHX
GLA,BRR
GLA,CAL
GLA,CFN
GLA,EMA
GLA,EXT
GLA,ILY
GLA,JER
GLA,KOI
GLA,LBA
GLA,LSI
GLA,MAN
GLA,SOU
GLA,SYY
GLA,TRE
HAJ,BHX
HAJ,MAN
HEL,JYV
HEL,KAJ
HEL,KEM
HEL,KOK
HEL,MHQ
HEL,NRK
HEL,SVL
HEL,TAY
HUY,JER
ILY,GLA
INV,AMS
INV,BHD
INV,BHX
INV,EDI
INV,KOI
INV,LSI
INV,MAN
INV,SYY
IOM,BHX
IOM,LPL
IOM,MAN
JER,BHX
JER,CWL
JER,DSA
JER,EDI
JER,EMA
JER,EXT
JER,GCI
JER,GLA
JER,HUY
JER,MAN
JER,NWI
JER,SOU
JYV,HEL
KAJ,HEL
KEM,HEL
KOI,ABZ
KOI,EDI
KOI,GLA
KOI,INV
KOI,LSI
KOK,HEL
LBA,BHD
LBA,GLA
LGW,NQY
LIG,SOU
LPL,IOM
LRH,SOU
LSI,ABZ
LSI,EDI
LSI,GLA
LSI,INV
LSI,KOI
LYS,BHX
MAN,ABZ
MAN,BHD
MAN,CDG
MAN,DUS
MAN,EDI
MAN,EXT
MAN,GLA
MAN,HAJ
MAN,INV
MAN,IOM
MAN,JER
MAN,MXP
MAN,NOC
MAN,NQY
MAN,NTE
MAN,NWI
MAN,SOU
MAN,WAT
MHQ,HEL
MRS,ORY
MXP,BHX
MXP,MAN
NCE,SOU
NCL,BHD
NCL,CDG
NCL,SOU
NOC,BHX
NOC,MAN
NQY,LGW
NQY,MAN
NRK,HEL
NTE,MAN
NTE,SOU
NWI,EDI
NWI,GCI
NWI,JER
NWI,MAN
OPO,BHX
ORY,SOU
PMI,EXT
PMI,SOU
RNS,EXT
RNS,SOU
SOU,AGP
SOU,ALC
SOU,AMS
SOU,BES
SOU,BHD
SOU,DUB
SOU,EDI
SOU,EGC
SOU,FAO
SOU,GCI
SOU,GLA
SOU,JER
SOU,LIG
SOU,LRH
SOU,MAN
SOU,NCE
SOU,NCL
SOU,NTE
SOU,ORY
SOU,PMI
SOU,RNS
STN,DND
STR,BHX
SVL,HEL
SYY,BEB
SYY,EDI
SYY,GLA
SYY,INV
TAY,HEL
TRE,GLA
WAT,BHX
WAT,MAN
WIC,EDI
FCO,FRA
FRA,FCO
ARN,GOT
NTE,LYS
ABZ,BRS
ABZ,EBJ
ABZ,KSU
ABZ,MAN
ABZ,NWI
ABZ,OSL
BHX,GOT
BRE,TLS
BRS,ABZ
BRS,FRA
BRS,HAM
BRS,MUC
BRS,MXP
BRU,EMA
BRU,NCL
EBJ,ABZ
EMA,BRU
EVE,SVG
FRA,BRS
GOT,BHX
GOT,SVG
HAM,BRS
KSU,ABZ
KSU,SVG
MAN,ABZ
MUC,BRS
MXP,BRS
NCL,BRU
NWI,ABZ
OSL,ABZ
SVG,EVE
SVG,GOT
SVG,KSU
TLS,BRE
ABZ,RIX
AES,RIX
AMS,RIX
ARN,RIX
ATH,RIX
BCN,RIX
BGO,RIX
BLL,RIX
BRU,RIX
BRU,VNO
BUD,RIX
CDG,RIX
CPH,RIX
DUS,RIX
FCO,RIX
FRA,RIX
GOT,RIX
HAM,RIX
HEL,RIX
KBP,RIX
KIV,RIX
LGW,RIX
LHR,LIN
LIN,LHR
MLA,RIX
MSQ,RIX
MUC,RIX
MXP,RIX
NCE,RIX
OLB,RIX
OSL,RIX
PLQ,RIX
PRG,RIX
RIX,ABZ
RIX,AES
RIX,AMS
RIX,ARN
RIX,ATH
RIX,BCN
RIX,BGO
RIX,BLL
RIX,BRU
RIX,BUD
RIX,CDG
RIX,CPH
RIX,DUS
RIX,FCO
RIX,FRA
RIX,GOT
RIX,HAM
RIX,HEL
RIX,KBP
RIX,KIV
RIX,LGW
RIX,MLA
RIX,MSQ
RIX,MUC
RIX,MXP
RIX,NCE
RIX,OLB
RIX,OSL
RIX,PLQ
RIX,PRG
RIX,SAW
RIX,SVG
RIX,TKU
RIX,TLL
RIX,TXL
RIX,VCE
RIX,VIE
RIX,VNO
RIX,WAW
RIX,ZRH
SAW,RIX
SVG,RIX
TKU,RIX
TLL,RIX
TXL,RIX
VCE,RIX
VIE,RIX
VNO,BRU
VNO,RIX
WAW,RIX
ZRH,RIX
BGY,TIA
BLQ,TIA
BRI,CTA
BRI,PMO
CTA,BRI
CTA,FCO
FCO,CTA
FCO,MXP
FCO,PMO
FCO,REG
FCO,TIA
FCO,TRN
LIN,REG
MXP,FCO
MXP,TIA
PMO,BRI
PMO,FCO
PSA,TIA
REG,FCO
REG,LIN
TIA,BGY
TIA,BLQ
TIA,FCO
TIA,MXP
TIA,PSA
TIA,VCE
TIA,VRN
TRN,FCO
VCE,TIA
VRN,TIA
ARN,GOT
ARN,GVA
ARN,HEL
ARN,TMP
ARN,VAA
ATH,MUC
BCN,VIE
CPH,FRA
CPH,GVA
FRA,CPH
GOT,ARN
GVA,ARN
GVA,CPH
HEL,ARN
MUC,ATH
TMP,ARN
VAA,ARN
VIE,BCN
AJA,AVN
AVN,AJA
AVN,LIG
BES,BOD
BOD,BES
