Source airport,Destination airport
CTA,FCO
CTA,MAD
CTA,MRS
CTA,TRN
CTA,TSF
CUF,AHO
CUF,CAG
CUF,TPS
DLE,LIS
DLE,OPO
DNR,EMA
DNR,STN
DTM,AGP
DTM,AHO
DTM,FAO
DTM,GRO
DTM,KRK
DTM,OPO
DTM,PMI
DTM,STN
DUB,AGP
DUB,AHO
DUB,ALC
DUB,BCN
DUB,BGY
DUB,BHX
DUB,BIQ
DUB,BLQ
DUB,BRE
DUB,BRI
DUB,BRS
DUB,BSL
DUB,BTS
DUB,BUD
DUB,BVA
DUB,BZG
DUB,CCF
DUB,CHQ
DUB,CIA
DUB,CIY
DUB,CRL
DUB,EDI
DUB,EIN
DUB,EMA
DUB,FAO
DUB,FMM
DUB,GDN
DUB,GRO
DUB,HHN
DUB,IBZ
DUB,KRK
DUB,KTW
DUB,KUN
DUB,LBA
DUB,LEI
DUB,LGW
DUB,LIS
DUB,LPL
DUB,LRH
DUB,LTN
DUB,MAD
DUB,MAN
DUB,MJV
DUB,MLA
DUB,NCE
DUB,NCL
DUB,NTE
DUB,OPO
DUB,OTP
DUB,PIK
DUB,PMI
DUB,POZ
DUB,PRG
DUB,PSA
DUB,RDZ
DUB,RIX
DUB,RYG
DUB,RZE
DUB,SDR
DUB,STN
DUB,SVQ
DUB,SXF
DUB,SZZ
DUB,TSF
DUB,TUF
DUB,VLC
DUB,VNO
DUB,WMI
DUB,WRO
DUB,ZAD
EBU,OPO
EDI,AGP
EDI,ALC
EDI,BCN
EDI,BLQ
EDI,BOD
EDI,BRE
EDI,BTS
EDI,BZR
EDI,CFU
EDI,CIA
EDI,CRL
EDI,DUB
EDI,FAO
EDI,GDN
EDI,GSE
EDI,HHN
EDI,KRK
EDI,KUN
EDI,MLA
EDI,MRS
EDI,NRN
EDI,PMI
EDI,POZ
EDI,PSA
EDI,RYG
EDI,SDR
EFL,STN
EGC,BRS
EGC,CRL
EGC,EMA
EGC,LPL
EGC,STN
EIN,AGP
EIN,AHO
EIN,ALC
EIN,BDS
EIN,BGY
EIN,CCF
EIN,CFU
EIN,CHQ
EIN,CIA
EIN,CTA
EIN,DUB
EIN,FAO
EIN,GRO
EIN,IBZ
EIN,KRK
EIN,MJV
EIN,MLA
EIN,MRS
EIN,NOC
EIN,OPO
EIN,PMI
EIN,PSA
EIN,STN
EIN,SVQ
EIN,TPS
EIN,TSF
EIN,WMI
EMA,AGP
EMA,ALC
EMA,BCN
EMA,BGY
EMA,CCF
EMA,CFU
EMA,CHQ
EMA,CIA
EMA,DNR
EMA,DUB
EMA,EGC
EMA,FAO
EMA,GRO
EMA,IBZ
EMA,KRK
EMA,LEI
EMA,LIG
EMA,LRH
EMA,MAH
EMA,MJV
EMA,NOC
EMA,ORK
EMA,PMI
EMA,PSA
EMA,RHO
EMA,RIX
EMA,RZE
EMA,SXF
EMA,TSF
EMA,VLC
EMA,WMI
EMA,WRO
FAO,BHX
FAO,BLL
FAO,BOH
FAO,BRE
FAO,BRS
FAO,BVA
FAO,CGN
FAO,CRL
FAO,DTM
FAO,DUB
FAO,EDI
FAO,EIN
FAO,EMA
FAO,FMM
FAO,HHN
FAO,KIR
FAO,LBA
FAO,LDY
FAO,LIS
FAO,LPL
FAO,MAN
FAO,MST
FAO,NOC
FAO,NRN
FAO,OPO
FAO,ORK
FAO,PIK
FAO,SNN
FAO,STN
FCO,BCN
FCO,BRU
FCO,CTA
FCO,PMO
FCO,SUF
FKB,AGP
FKB,ALC
FKB,BRI
FKB,CAG
FKB,CIA
FKB,GRO
FKB,OPO
FKB,PMI
FKB,SKG
FKB,STN
FKB,TPS
FKB,ZAD
FMM,AGP
FMM,AHO
FMM,ALC
FMM,CHQ
FMM,CIA
FMM,DUB
FMM,FAO
FMM,GRO
FMM,OPO
FMM,PMI
FMM,SNN
FMM,STN
FMM,TPS
FMO,AGP
FMO,GRO
FNI,CRL
FNI,LPL
FNI,LTN
FSC,CRL
GDN,BHX
GDN,BRS
GDN,DUB
GDN,EDI
GDN,LBA
GDN,MAN
GDN,ORK
GDN,PSA
GDN,RYG
GDN,STN
GDN,WMI
GOA,BRI
GOA,CAG
GOA,CRL
GOA,STN
GOA,TPS
GRO,AHO
GRO,BDS
GRO,BGY
GRO,BLL
GRO,BOH
GRO,BRE
GRO,BRS
GRO,BTS
GRO,BVA
GRO,CAG
GRO,CGN
GRO,CRL
GRO,DTM
GRO,DUB
GRO,EIN
GRO,EMA
GRO,FKB
GRO,FMM
GRO,FMO
GRO,GRQ
GRO,HHN
GRO,IBZ
GRO,KRK
GRO,LBA
GRO,LPP
GRO,LTN
GRO,MAN
GRO,MLA
GRO,MST
GRO,NCL
GRO,NRN
GRO,PMI
GRO,POZ
GRO,PSA
GRO,PSR
GRO,SFT
GRO,SKG
GRO,STN
GRO,TLL
GRO,TMP
GRO,TPS
GRO,WRO
GRQ,GRO
GRQ,PMI
GSE,AGP
GSE,AHO
GSE,ALC
GSE,BGY
GSE,BVA
GSE,CIA
GSE,EDI
GSE,MLA
GSE,MRS
GSE,PMI
GSE,PSA
GSE,STN
GSE,ZAD
HAU,AGP
HAU,ALC
HAU,BRE
HAU,PSA
HAU,STN
HAU,ZAD
HHN,AGP
HHN,AHO
HHN,ALC
HHN,BGY
HHN,BRI
HHN,CAG
HHN,CHQ
HHN,CIA
HHN,CIY
HHN,DUB
HHN,EDI
HHN,FAO
HHN,GRO
HHN,IBZ
HHN,KIR
HHN,KUN
HHN,LIS
HHN,MPL
HHN,OPO
HHN,PDV
HHN,PMI
HHN,PSA
HHN,PSR
HHN,PUY
HHN,RIX
HHN,SCQ
HHN,SDR
HHN,SKG
HHN,STN
HHN,SUF
HHN,TMP
HHN,TPS
HHN,TSF
HHN,VLC
HHN,VOL
HHN,XRY
HHN,ZAD
IBZ,AGP
IBZ,BCN
IBZ,BGY
IBZ,BHX
IBZ,BLQ
IBZ,BOH
IBZ,BRS
IBZ,CIA
IBZ,CRL
IBZ,DUB
IBZ,EIN
IBZ,EMA
IBZ,GRO
IBZ,HHN
IBZ,LBA
IBZ,LPL
IBZ,MAD
IBZ,MAN
IBZ,MRS
IBZ,NRN
IBZ,PIK
IBZ,PSA
IBZ,STN
IBZ,VLC
KGS,BGY
KGS,KRK
KGS,KUN
KGS,LBA
KGS,LPL
KGS,RYG
KGS,STN
KIR,ALC
KIR,FAO
KIR,HHN
KIR,LTN
KIR,STN
KRK,AGP
KRK,ALC
KRK,BGY
KRK,BHX
KRK,BLQ
KRK,BVA
KRK,CAG
KRK,CIA
KRK,CRL
KRK,DTM
KRK,DUB
KRK,EDI
KRK,EIN
KRK,EMA
KRK,GRO
KRK,KGS
KRK,LBA
KRK,LPL
KRK,MAD
KRK,MAN
KRK,MLA
KRK,NYO
KRK,PSA
KRK,RYG
KRK,SNN
KRK,STN
KRK,TPS
KTW,ALC
KTW,BHX
KTW,CHQ
KTW,DUB
KTW,STN
KUN,ALC
KUN,BHX
KUN,BRS
KUN,CAG
KUN,CIY
KUN,DUB
KUN,EDI
KUN,HHN
KUN,KGS
KUN,LGW
KUN,LTN
KUN,MLA
KUN,NOC
KUN,PMI
KUN,RHO
KUN,RYG
KUN,STN
KUN,TPS
LBA,AGP
LBA,ALC
LBA,BGY
LBA,CFU
LBA,CHQ
LBA,DUB
LBA,FAO
LBA,GDN
LBA,GRO
LBA,IBZ
LBA,KGS
LBA,KRK
LBA,LIG
LBA,MJV
LBA,MLA
LBA,MPL
LBA,PMI
LBA,PSA
LBA,TSF
LBC,BGY
LBC,PMI
LBC,PSA
LDE,BGY
LDE,STN
LDY,BHX
LDY,FAO
LDY,LPL
LDY,PIK
LDY,STN
LEI,CRL
LEI,DUB
LEI,EMA
LEI,NRN
LEI,STN
LEJ,STN
LGW,DUB
LGW,KUN
LGW,ORK
LGW,SNN
LGW,SVQ
LIG,BRS
LIG,EMA
LIG,LBA
LIG,LPL
LIG,STN
LIL,MRS
LIL,OPO
LIS,BRU
LIS,BVA
LIS,DLE
LIS,DUB
LIS,FAO
LIS,HHN
LIS,MAN
LIS,MRS
LIS,OPO
LIS,PSA
LIS,STN
LNZ,STN
LPL,AGP
LPL,ALC
LPL,BCN
LPL,BTS
LPL,CCF
LPL,DUB
LPL,EGC
LPL,FAO
LPL,FNI
LPL,IBZ
LPL,KGS
LPL,KRK
LPL,LDY
LPL,LIG
LPL,MLA
LPL,NOC
LPL,OPO
LPL,ORK
LPL,PMI
LPL,POZ
LPL,PSA
LPL,RHO
LPL,SNN
LPL,SZZ
LPL,TRF
LPL,VNO
LPL,WMI
LPL,WRO
LPP,BGY
LPP,GRO
LPP,NRN
LRH,CRL
LRH,DUB
LRH,EMA
LRH,OPO
LRH,STN
LTN,AHO
LTN,BTS
LTN,BZR
LTN,DUB
LTN,FNI
LTN,GRO
LTN,KIR
LTN,KUN
LTN,MJV
LTN,MLA
LTN,NOC
LTN,RZE
LUZ,STN
MAD,AHO
MAD,BGY
MAD,BLQ
MAD,BUD
MAD,BVA
MAD,CAG
MAD,CIA
MAD,CRL
MAD,CTA
MAD,DUB
MAD,IBZ
MAD,KRK
MAD,MAN
MAD,MLA
MAD,MRS
MAD,OPO
MAD,PMI
MAD,PMO
MAD,PSA
MAD,RYG
MAD,SCQ
MAD,STN
MAH,BCN
MAH,EMA
MAH,VLC
MAN,AGP
MAN,ALC
MAN,BCN
MAN,BGY
MAN,BLQ
MAN,BRE
MAN,BUD
MAN,BVA
MAN,BZR
MAN,CFU
MAN,CIA
MAN,CRL
MAN,DUB
MAN,FAO
MAN,GDN
MAN,GRO
MAN,IBZ
MAN,KRK
MAN,LIS
MAN,MAD
MAN,MJV
MAN,PMI
MAN,RIX
MAN,RYG
MAN,RZE
MAN,TLL
MAN,TPS
MAN,VLC
MAN,WMI
MAN,ZAD
MJV,BHX
MJV,BOH
MJV,DUB
MJV,EIN
MJV,EMA
MJV,LBA
MJV,LTN
MJV,MAN
MJV,PIK
MJV,STN
MLA,BGY
MLA,BHX
MLA,BLL
MLA,BLQ
MLA,BOH
MLA,BRI
MLA,BRS
MLA,DUB
MLA,EDI
MLA,EIN
MLA,GRO
MLA,GSE
MLA,KRK
MLA,KUN
MLA,LBA
MLA,LPL
MLA,LTN
MLA,MAD
MLA,MRS
MLA,NYO
MLA,PIK
MLA,PSA
MLA,RYG
MLA,STN
MLA,TPS
MLA,TRN
MLA,TSF
MLA,WRO
MMX,AGP
MMX,STN
MPL,CRL
MPL,HHN
MPL,LBA
MRS,AGP
MRS,BES
MRS,BOD
MRS,CAG
MRS,CHQ
MRS,CIA
MRS,CRL
MRS,CTA
MRS,EDI
MRS,EIN
MRS,GSE
MRS,IBZ
MRS,LIL
MRS,LIS
MRS,MAD
MRS,MLA
MRS,NTE
MRS,OPO
MRS,PMI
MRS,PMO
MRS,STN
MRS,SVQ
MRS,TUF
MRS,VLC
MRS,WMI
MRS,ZAD
MST,ALC
MST,BRI
MST,FAO
MST,GRO
MST,OPO
MST,PMI
MST,TPS
NCE,DUB
NCE,SNN
NCL,DUB
NCL,GRO
NOC,AGP
NOC,ALC
NOC,BRS
NOC,EIN
NOC,EMA
NOC,FAO
NOC,KUN
NOC,LPL
NOC,LTN
NOC,STN
NRN,AGP
NRN,AHO
NRN,ALC
NRN,AOI
NRN,BGY
NRN,BLQ
NRN,BRI
NRN,BZR
NRN,CAG
NRN,CFU
NRN,CHQ
NRN,CIA
NRN,EDI
NRN,FAO
NRN,GRO
NRN,IBZ
NRN,LEI
NRN,LPP
NRN,OPO
NRN,PMI
NRN,PMO
NRN,PSA
NRN,PSR
NRN,RIX
NRN,SDR
NRN,SKG
NRN,STN
NRN,SUF
NRN,TSF
NRN,VLC
NRN,ZAD
NTE,DUB
NTE,MRS
NUE,AGP
NUE,ALC
NUE,STN
NYO,AGP
NYO,AHO
NYO,ALC
NYO,BCN
NYO,BGY
NYO,BIQ
NYO,BRE
NYO,BVA
NYO,BZR
NYO,CHQ
NYO,CIA
NYO,CRL
NYO,KRK
NYO,MLA
NYO,PMI
NYO,PSA
NYO,RHO
NYO,RJK
NYO,SKG
NYO,STN
NYO,TSF
NYO,WMI
NYO,ZAD
OPO,BCN
OPO,BGY
OPO,BLQ
OPO,BOD
OPO,BRE
OPO,BRU
OPO,BVA
OPO,CCF
OPO,CFE
OPO,CIA
OPO,CRL
OPO,DLE
OPO,DTM
OPO,DUB
OPO,EBU
OPO,EIN
OPO,FAO
OPO,FKB
OPO,FMM
OPO,HHN
OPO,LIL
OPO,LIS
OPO,LPL
OPO,LRH
OPO,MAD
OPO,MRS
OPO,MST
OPO,NRN
OPO,PMI
OPO,STN
OPO,SXB
OPO,TUF
OPO,VLC
OPO,XCR
ORK,AGP
ORK,EMA
ORK,FAO
ORK,GDN
ORK,LGW
ORK,LPL
ORK,PMI
ORK,STN
ORK,VNO
ORK,WRO
OSI,STN
OSR,STN
OTP,DUB
OTP,STN
PDV,HHN
PDV,STN
PEG,CAG
PEG,CRL
PEG,STN
PEG,TPS
PGF,CRL
PGF,STN
PIK,AGP
PIK,ALC
PIK,BCN
PIK,CCF
PIK,CFU
PIK,CIA
PIK,DUB
PIK,FAO
PIK,IBZ
PIK,LDY
PIK,MJV
PIK,MLA
PIK,PMI
PIK,RIX
PIK,WMI
PIK,WRO
PIS,SNN
PIS,STN
PMF,AHO
PMF,CAG
PMF,STN
PMF,TPS
PMI,AAR
PMI,AGP
PMI,BCN
PMI,BGY
PMI,BHX
PMI,BLL
PMI,BLQ
PMI,BOH
PMI,BRE
PMI,BRS
PMI,BRU
PMI,BTS
PMI,BVA
PMI,CGN
PMI,CIA
PMI,CRL
PMI,DTM
PMI,DUB
PMI,EDI
PMI,EIN
PMI,EMA
PMI,FKB
PMI,FMM
PMI,GRO
PMI,GRQ
PMI,GSE
PMI,HHN
PMI,KUN
PMI,LBA
PMI,LBC
PMI,LPL
PMI,MAD
PMI,MAN
PMI,MRS
PMI,MST
PMI,NRN
PMI,NYO
PMI,OPO
PMI,ORK
PMI,PIK
PMI,RYG
PMI,SCQ
PMI,SDR
PMI,SNN
PMI,STN
PMI,SVQ
PMI,VLC
PMI,WMI
PMO,BGY
PMO,BLQ
PMO,FCO
PMO,MAD
PMO,MRS
PMO,NRN
PMO,PSA
PMO,STN
PMO,SVQ
PMO,TSF
POZ,BRS
POZ,CIA
POZ,DUB
POZ,EDI
POZ,GRO
POZ,LPL
POZ,RYG
POZ,STN
PRG,DUB
PRG,STN
PSA,AHO
PSA,BDS
PSA,BLL
PSA,BOH
PSA,BRI
PSA,BUD
PSA,BVA
PSA,CAG
PSA,CIY
PSA,CRL
PSA,DUB
PSA,EDI
PSA,EIN
PSA,EMA
PSA,GDN
PSA,GRO
PSA,GSE
PSA,HAU
PSA,HHN
PSA,IBZ
PSA,KRK
PSA,LBA
PSA,LBC
PSA,LIS
PSA,LPL
PSA,MAD
PSA,MLA
PSA,NRN
PSA,NYO
PSA,PMO
PSA,SKG
PSA,STN
PSA,SUF
PSA,SVQ
PSA,TPS
PSA,TRF
PSA,VLC
PSA,WMI
PSR,BGY
PSR,BVA
PSR,CAG
PSR,CRL
PSR,GRO
PSR,HHN
PSR,NRN
PSR,STN
PUY,BVA
PUY,CRL
PUY,HHN
PUY,RYG
PUY,STN
RDZ,CRL
RDZ,DUB
RDZ,STN
RHO,ATH
RHO,BGY
RHO,BOH
RHO,CRL
RHO,EMA
RHO,KUN
RHO,LPL
RHO,NYO
RHO,RYG
RHO,STN
RIX,BGY
RIX,BRE
RIX,DUB
RIX,EMA
RIX,HHN
RIX,MAN
RIX,NRN
RIX,PIK
RIX,RYG
RIX,STN
RJK,NYO
RYG,AGP
RYG,ALC
RYG,BCN
RYG,BGY
RYG,BLQ
RYG,BVA
RYG,BZR
RYG,CFU
RYG,CHQ
RYG,CIA
RYG,CRL
RYG,DUB
RYG,EDI
RYG,GDN
RYG,KGS
RYG,KRK
RYG,KUN
RYG,MAD
RYG,MAN
RYG,MLA
RYG,PMI
RYG,POZ
RYG,PUY
RYG,RHO
RYG,RIX
RYG,RZE
RYG,SKG
RYG,STN
RYG,SXF
RYG,TLL
RYG,TSF
RYG,VNO
RYG,WMI
RYG,WRO
RYG,ZAD
RZE,BRS
RZE,DUB
RZE,EMA
RZE,LTN
RZE,MAN
RZE,RYG
RZE,STN
SCQ,AGP
SCQ,ALC
SCQ,BCN
SCQ,BGY
SCQ,HHN
SCQ,MAD
SCQ,PMI
SCQ,STN
SCQ,SVQ
SCQ,VLC
SDR,AGP
SDR,BCN
SDR,BGY
SDR,CIA
SDR,CRL
SDR,DUB
SDR,EDI
SDR,HHN
SDR,NRN
SDR,PMI
SDR,STN
SDR,SVQ
SDR,VLC
SFT,GRO
SFT,STN
SKG,ATH
SKG,BGY
SKG,BRE
SKG,CHQ
SKG,CIA
SKG,CRL
SKG,FKB
SKG,GRO
SKG,HHN
SKG,NRN
SKG,NYO
SKG,PSA
SKG,RYG
SKG,STN
SKG,WMI
SNN,AGP
SNN,ALC
SNN,BVA
SNN,FAO
SNN,FMM
SNN,KRK
SNN,LGW
SNN,LPL
SNN,NCE
SNN,PIS
SNN,PMI
SNN,STN
SNN,SXF
SNN,WMI
SNN,WRO
STN,AAR
STN,AGP
STN,AHO
STN,ALC
STN,AOI
STN,ATH
STN,BCN
STN,BDS
STN,BGY
STN,BIQ
STN,BLL
STN,BLQ
STN,BOD
STN,BRE
STN,BRI
STN,BRQ
STN,BSL
STN,BTS
STN,BUD
STN,BVE
STN,BZG
STN,CCF
STN,CFU
STN,CHQ
STN,CIA
STN,CIY
STN,DNR
STN,DTM
STN,DUB
STN,EFL
STN,EGC
STN,EIN
STN,FAO
STN,FKB
STN,FMM
STN,GDN
STN,GOA
STN,GRO
STN,GSE
STN,HAU
STN,HHN
STN,IBZ
STN,KGS
STN,KIR
STN,KRK
STN,KTW
STN,KUN
STN,LDE
STN,LDY
STN,LEI
STN,LEJ
STN,LIG
STN,LIS
STN,LNZ
STN,LRH
STN,LUZ
STN,MAD
STN,MJV
STN,MLA
STN,MMX
STN,MRS
STN,NOC
STN,NRN
STN,NUE
STN,NYO
STN,OPO
STN,ORK
STN,OSI
STN,OSR
STN,OTP
STN,PDV
STN,PEG
STN,PGF
STN,PIS
STN,PMF
STN,PMI
STN,PMO
STN,POZ
STN,PRG
STN,PSA
STN,PSR
STN,PUY
STN,RDZ
STN,RHO
STN,RIX
STN,RYG
STN,RZE
STN,SCQ
STN,SDR
STN,SFT
STN,SKG
STN,SNN
STN,SUF
STN,SVQ
STN,SXB
STN,SXF
STN,SZG
STN,SZZ
STN,TGD
STN,TLL
STN,TLN
STN,TMP
STN,TRF
STN,TRN
STN,TRS
STN,TSF
STN,TUF
STN,VLC
STN,VNO
STN,VST
STN,WMI
STN,WRO
STN,XRY
STN,ZAD
SUF,BGY
SUF,BLQ
SUF,CRL
SUF,FCO
SUF,HHN
SUF,NRN
SUF,PSA
SUF,STN
SUF,TSF
SVQ,BCN
SVQ,BGY
SVQ,BLQ
SVQ,BOD
SVQ,BRI
SVQ,BVA
SVQ,CIA
SVQ,CRL
SVQ,DUB
SVQ,EIN
SVQ,LGW
SVQ,MRS
SVQ,PMI
SVQ,PMO
SVQ,PSA
SVQ,SCQ
SVQ,SDR
SVQ,STN
SXB,OPO
SXB,STN
SXF,BGY
SXF,DUB
SXF,EMA
SXF,RYG
SXF,SNN
SXF,STN
SZG,STN
SZZ,DUB
SZZ,LPL
SZZ,STN
TGD,CRL
TGD,STN
TLL,BGY
TLL,BRE
TLL,GRO
TLL,MAN
TLL,RYG
TLL,STN
TLN,STN
TMP,AGP
TMP,ALC
TMP,BGY
TMP,BRE
TMP,BUD
TMP,GRO
TMP,HHN
TMP,STN
TPS,AOI
TPS,BGY
TPS,BLQ
TPS,BTS
TPS,BVA
TPS,CAG
TPS,CIA
TPS,CRL
TPS,CUF
TPS,EIN
TPS,FKB
TPS,FMM
TPS,GOA
TPS,GRO
TPS,HHN
TPS,KRK
TPS,KUN
TPS,MAN
TPS,MLA
TPS,MST
TPS,PEG
TPS,PMF
TPS,PSA
TPS,TRN
TPS,TRS
TPS,TSF
TPS,WMI
TRF,AGP
TRF,AHO
TRF,ALC
TRF,LPL
TRF,PSA
TRF,STN
TRN,BCN
TRN,BDS
TRN,BRI
TRN,CRL
TRN,CTA
TRN,MLA
TRN,STN
TRN,TPS
TRS,AHO
TRS,BRI
TRS,BVA
TRS,CRL
TRS,STN
TRS,TPS
TRS,VLC
TSF,AGP
TSF,AHO
TSF,BCN
TSF,BDS
TSF,BLL
TSF,BRE
TSF,BRI
TSF,BRS
TSF,BRU
TSF,BUD
TSF,BVA
TSF,CAG
TSF,CHQ
TSF,CRL
TSF,CTA
TSF,DUB
TSF,EIN
TSF,EMA
TSF,HHN
TSF,LBA
TSF,MLA
TSF,NRN
TSF,NYO
TSF,PMO
TSF,RYG
TSF,STN
TSF,SUF
TSF,TPS
TSF,VLC
TUF,DUB
TUF,MRS
TUF,OPO
TUF,STN
VLC,BGY
VLC,BLQ
VLC,BRI
VLC,BRS
VLC,BRU
VLC,BVA
VLC,CIA
VLC,CRL
VLC,DUB
VLC,EMA
VLC,HHN
VLC,IBZ
VLC,MAH
VLC,MAN
VLC,MRS
VLC,NRN
VLC,OPO
VLC,PMI
VLC,PSA
VLC,SCQ
VLC,SDR
VLC,STN
VLC,TRS
VLC,TSF
VLL,BCN
VNO,BCN
VNO,BGY
VNO,BRE
VNO,BVA
VNO,CHQ
VNO,CIA
VNO,CRL
VNO,DUB
VNO,LPL
VNO,ORK
VNO,RYG
VNO,STN
VOL,CRL
VOL,HHN
VST,AGP
VST,ALC
VST,STN
VXO,ALC
WMI,ALC
WMI,BCN
WMI,BGY
WMI,BLQ
WMI,BRS
WMI,BVA
WMI,CHQ
WMI,CIA
WMI,CRL
WMI,DUB
WMI,EIN
WMI,EMA
WMI,GDN
WMI,LPL
WMI,MAN
WMI,MRS
WMI,NYO
WMI,PIK
WMI,PMI
WMI,PSA
WMI,RYG
WMI,SKG
WMI,SNN
WMI,STN
WMI,TPS
WMI,WRO
WRO,AGP
WRO,ALC
WRO,BGY
WRO,BLQ
WRO,BRS
WRO,CHQ
WRO,CIA
WRO,DUB
WRO,EMA
WRO,GRO
WRO,LPL
WRO,MLA
WRO,ORK
WRO,PIK
WRO,RYG
WRO,SNN
WRO,STN
WRO,WMI
XCR,OPO
XRY,BCN
XRY,HHN
XRY,STN
ZAD,BLL
ZAD,BVA
ZAD,CRL
ZAD,DUB
ZAD,FKB
ZAD,GSE
ZAD,HAU
ZAD,HHN
ZAD,MAN
ZAD,MRS
ZAD,NRN
ZAD,NYO
ZAD,RYG
ZAD,STN
ZTH,CRL
ATH,HER
ATH,KSO
ATH,KZI
AXD,JSH
CFU,PVK
EFL,PVK
HER,ATH
HER,JIK
HER,KGS
HER,MJT
HER,RHO
JIK,LXS
JKH,MJT
JKH,RHO
JSH,AXD
JSH,PVK
KIT,ZTH
KSO,ATH
LXS,JIK
LXS,MJT
LXS,SKG
MJT,JKH
MJT,LXS
MJT,RHO
PVK,CFU
PVK,EFL
PVK,JSH
RHO,HER
RHO,JKH
RHO,SMI
SKG,LXS
SKG,SKU
SKU,SKG
SMI,RHO
ZTH,EFL
ZTH,KIT
ACI,GCI
ACI,SOU
BRS,GCI
DNR,GCI
EMA,GCI
GCI,ACI
GCI,BRS
GCI,DNR
GCI,EMA
GCI,JER
GCI,LGW
GCI,MAN
GCI,STN
JER,GCI
JER,STN
LGW,GCI
MAN,GCI
SOU,ACI
STN,GCI
STN,JER
AGP,VIE
ARN,VIE
AYT,GRZ
AYT,SZG
AYT,VIE
BCN,VIE
CDG,VIE
CFU,VIE
CHQ,VIE
CLY,FMM
CLY,SZG
CPH,VIE
FCO,VIE
FLR,VIE
FMM,CLY
FNC,VIE
FRA,VIE
GRZ,AYT
GRZ,HER
GRZ,PMI
HER,GRZ
HER,LNZ
HER,SZG
HER,VIE
INN,PMI
JMK,VIE
JTR,VIE
KLX,VIE
LNZ,HER
LNZ,PMI
MAD,VIE
MLA,VIE
MUC,VIE
MXP,VIE
NCE,VIE
OLB,VIE
PMI,GRZ
PMI,INN
PMI,LNZ
PMI,SZG
PMI,VIE
PVK,VIE
RHO,VIE
SKG,VIE
SZG,AYT
SZG,CLY
SZG,HER
SZG,PMI
SZG,VIE
VIE,AGP
VIE,ARN
VIE,AYT
VIE,BCN
VIE,CDG
VIE,CFU
VIE,CHQ
VIE,CPH
VIE,FCO
VIE,FLR
VIE,FNC
VIE,FRA
VIE,HER
VIE,JMK
VIE,JTR
VIE,KLX
VIE,MAD
VIE,MLA
VIE,MUC
VIE,MXP
VIE,NCE
VIE,OLB
VIE,PMI
VIE,PVK
VIE,RHO
VIE,SKG
VIE,SZG
VIE,VLC
VIE,VOL
VIE,ZRH
VIE,ZTH
VLC,VIE
VOL,VIE
ZRH,VIE
ZTH,VIE
DUS,PMI
PMI,DUS
ADB,CDG
AGP,BRU
AGP,LIL
AJA,LIL
AYT,BRU
BOJ,BRU
BRU,AYT
BRU,BOJ
BRU,CFU
BRU,CHQ
BRU,DBV
BRU,FNC
BRU,HER
BRU,IBZ
BRU,JMK
BRU,KGS
BRU,LDE
BRU,LEI
BRU,MAH
BRU,PMI
BRU,RHO
BRU,TIV
BRU,VAR
BRU,ZTH
CDG,ADB
CFU,BRU
CFU,LIL
CHQ,BRU
DBV,BRU
DBV,LIL
FAO,AGP
FNC,BRU
GRO,BRU
HER,BRU
HER,LIL
IBZ,BRU
IBZ,MAH
JMK,JTR
JTR,BRU
KGS,BRU
LDE,BRU
LEI,BRU
LGG,HER
LGG,LIL
LGG,PMI
LGG,RHO
LIL,AJA
LIL,CFU
LIL,DBV
LIL,FAO
LIL,HER
LIL,LGG
LIL,RHO
LIL,SPU
MAH,BRU
MAH,GRO
OST,LGG
PMI,BRU
PMI,LGG
PMI,OST
RHO,BRU
RHO,LGG
SPU,LIL
TIV,BRU
VAR,BRU
ZTH,BRU
DUS,LUX
LUX,DUS
BLE,GOT
BLE,ORB
GEV,KRN
GEV,LLA
GOT,BLE
GOT,SDL
KRN,GEV
LLA,GEV
LLA,SDL
LLA,UME
MMX,ORB
ORB,BLE
ORB,MMX
OSD,UME
SDL,GOT
SDL,LLA
UME,LLA
UME,OSD
ARN,TXL
BCN,BRU
BIO,BRU
BRU,BCN
BRU,BIO
BRU,CPH
BRU,FCO
BRU,GVA
BRU,MAD
BRU,MXP
BRU,TXL
CGN,TXL
CPH,BRU
CPH,TXL
DUS,TXL
FCO,BRU
FKB,TXL
FRA,TXL
GOT,TXL
GVA,BRU
MAD,BRU
MUC,TXL
MXP,BRU
NUE,TXL
OSL,TXL
SCN,TXL
STR,TXL
TXL,ARN
TXL,BRU
TXL,CGN
TXL,CPH
TXL,DUS
TXL,FKB
TXL,FRA
TXL,GOT
TXL,MUC
TXL,NUE
TXL,OSL
TXL,SCN
TXL,STR
TXL,VIE
TXL,ZRH
VIE,TXL
ZRH,TXL
ADB,AMS
AGP,AMS
AGP,EIN
AGP,RTM
AJA,OLB
ALC,AMS
ALC,EIN
ALC,RTM
AMS,ADB
AMS,AGP
AMS,AJA
AMS,ALC
AMS,ATH
AMS,AYT
AMS,BCN
AMS,BJV
AMS,BRI
AMS,CFU
AMS,CHQ
AMS,CTA
AMS,DLM
AMS,FAO
AMS,FNC
AMS,GRO
AMS,HER
AMS,IBZ
AMS,INN
AMS,JKH
AMS,JMK
AMS,JTR
AMS,KGS
AMS,KIT
AMS,LIS
AMS,MLA
AMS,NAP
AMS,NCE
AMS,OPO
AMS,PMI
AMS,PMO
AMS,PSA
AMS,PVK
AMS,RHO
AMS,SAW
AMS,SKG
AMS,SMI
AMS,SUF
AMS,SVQ
