Source Airport IATA,Destination Airport IATA,Source City,Source Country,Destination City,Destination Country,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude,Distance
ORK,GLA,Cork,Ireland,Glasgow,United Kingdom,51.84130096435547,-8.491109848022461,55.8718986511,-4.43306016922,521.0429529713948
ORK,JER,Cork,Ireland,Jersey,Jersey,51.84130096435547,-8.491109848022461,49.20790100097656,-2.1955099105834956,532.4503591298454
ORK,LHR,Cork,Ireland,London,United Kingdom,51.84130096435547,-8.491109848022461,51.4706,-0.461941,555.1269156704304
ORK,LIS,Cork,Ireland,Lisbon,Portugal,51.84130096435547,-8.491109848022461,38.7813,-9.13592,1453.0655135785807
ORK,MAN,Cork,Ireland,Manchester,United Kingdom,51.84130096435547,-8.491109848022461,53.35369873046875,-2.2749500274658203,452.08384165640587
ORK,MUC,Cork,Ireland,Munich,Germany,51.84130096435547,-8.491109848022461,48.353802,11.7861,1491.9990894372456
ORK,NCE,Cork,Ireland,Nice,France,51.84130096435547,-8.491109848022461,43.658401489300005,7.215869903560001,1480.3108139466435
ORK,NCL,Cork,Ireland,Newcastle,United Kingdom,51.84130096435547,-8.491109848022461,55.037498474121094,-1.6916699409484863,573.2769676442464
ORK,PMI,Cork,Ireland,Palma de Mallorca,Spain,51.84130096435547,-8.491109848022461,39.551700592,2.73881006241,1617.0148513307959
PGF,DUB,Perpignan,France,Dublin,Ireland,42.74039840698242,2.8706700801849365,53.421299,-6.27007,1365.5686636842593
PMI,BHD,Palma de Mallorca,Spain,Belfast,United Kingdom,39.551700592,2.73881006241,54.61809921264648,-5.872499942779541,1794.526853343098
PMI,DUB,Palma de Mallorca,Spain,Dublin,Ireland,39.551700592,2.73881006241,53.421299,-6.27007,1686.2926308832355
PMI,ORK,Palma de Mallorca,Spain,Cork,Ireland,39.551700592,2.73881006241,51.84130096435547,-8.491109848022461,1617.0148513307959
PRG,DUB,Prague,Czech Republic,Dublin,Ireland,50.1008,14.26,53.421299,-6.27007,1454.7463615629138
PUY,DUB,Pula,Croatia,Dublin,Ireland,44.89350128173828,13.922200202941896,53.421299,-6.27007,1738.5463128192707
SCQ,DUB,Santiago,Spain,Dublin,Ireland,42.89630126953125,-8.415140151977539,53.421299,-6.27007,1180.9486389305819
SEN,DUB,Southend,United Kingdom,Dublin,Ireland,51.5713996887207,0.6955559849739075,53.421299,-6.27007,514.1810489612574
SNN,AGP,Shannon,Ireland,Malaga,Spain,52.702,-8.92482,36.67490005493164,-4.499110221862793,1815.2723906073081
SNN,BHX,Shannon,Ireland,Birmingham,United Kingdom,52.702,-8.92482,52.4538993835,-1.7480299472799998,485.52564457521214
SNN,BRS,Shannon,Ireland,Bristol,United Kingdom,52.702,-8.92482,51.382702,-2.71909,448.89523100433735
SNN,EDI,Shannon,Ireland,Edinburgh,United Kingdom,52.702,-8.92482,55.95000076293945,-3.372499942779541,509.672413950696
SNN,FAO,Shannon,Ireland,Faro,Portugal,52.702,-8.92482,37.0144004822,-7.965909957889999,1745.9773607777254
SNN,LHR,Shannon,Ireland,London,United Kingdom,52.702,-8.92482,51.4706,-0.461941,593.8456070431802
SNN,MAN,Shannon,Ireland,Manchester,United Kingdom,52.702,-8.92482,53.35369873046875,-2.2749500274658203,450.40729033375686
STR,DUB,Stuttgart,Germany,Dublin,Ireland,48.6898994446,9.22196006775,53.421299,-6.27007,1200.4890590479058
SXF,DUB,Berlin,Germany,Dublin,Ireland,52.380001,13.5225,53.421299,-6.27007,1328.2691979979843
TLS,DUB,Toulouse,France,Dublin,Ireland,43.629101,1.36382,53.421299,-6.27007,1223.7804928991163
VCE,DUB,Venice,Italy,Dublin,Ireland,45.505299,12.3519,53.421299,-6.27007,1600.6382434184707
VIE,DUB,Vienna,Austria,Dublin,Ireland,48.110298156738,16.569700241089002,53.421299,-6.27007,1702.4454760599947
VRN,DUB,Villafranca,Italy,Dublin,Ireland,45.395699,10.8885,53.421299,-6.27007,1522.5182933657054
WAW,DUB,Warsaw,Poland,Dublin,Ireland,52.1656990051,20.9671001434,53.421299,-6.27007,1825.4936425426095
ZRH,DUB,Zurich,Switzerland,Dublin,Ireland,47.464699,8.54917,53.421299,-6.27007,1237.3178897153261
DOK,SKG,Donetsk,Ukraine,Thessaloniki,Greece,48.07360076904297,37.73970031738281,40.51969909667969,22.97089958190918,1440.6952559857928
SKG,DOK,Thessaloniki,Greece,Donetsk,Ukraine,40.51969909667969,22.97089958190918,48.07360076904297,37.73970031738281,1440.6952559857928
BRI,MUC,Bari,Italy,Munich,Germany,41.138901,16.760599,48.353802,11.7861,892.8066628954853
FLR,MUC,Florence,Italy,Munich,Germany,43.810001,11.2051,48.353802,11.7861,507.22652777354455
FRA,LIN,Frankfurt,Germany,Milan,Italy,50.033333,8.570556,45.445099,9.27674,512.9072966085178
FRA,VRN,Frankfurt,Germany,Villafranca,Italy,50.033333,8.570556,45.395699,10.8885,543.9873788059532
LIN,FRA,Milan,Italy,Frankfurt,Germany,45.445099,9.27674,50.033333,8.570556,512.9072966085178
MUC,BRI,Munich,Germany,Bari,Italy,48.353802,11.7861,41.138901,16.760599,892.8066628954853
MUC,FLR,Munich,Germany,Florence,Italy,48.353802,11.7861,43.810001,11.2051,507.22652777354455
MUC,VCE,Munich,Germany,Venice,Italy,48.353802,11.7861,45.505299,12.3519,319.63705164737286
MUC,VRN,Munich,Germany,Villafranca,Italy,48.353802,11.7861,45.395699,10.8885,335.9209362993326
VCE,MUC,Venice,Italy,Munich,Germany,45.505299,12.3519,48.353802,11.7861,319.63705164737286
VRN,FRA,Villafranca,Italy,Frankfurt,Germany,45.395699,10.8885,50.033333,8.570556,543.9873788059532
VRN,MUC,Villafranca,Italy,Munich,Germany,45.395699,10.8885,48.353802,11.7861,335.9209362993326
AMS,FRA,Amsterdam,Netherlands,Frankfurt,Germany,52.308601,4.76389,50.033333,8.570556,366.57324838925206
ARN,CPH,Stockholm,Sweden,Copenhagen,Denmark,59.65190124511699,17.918600082397,55.617900848389,12.656000137329,546.7541866422318
ARN,FRA,Stockholm,Sweden,Frankfurt,Germany,59.65190124511699,17.918600082397,50.033333,8.570556,1222.9853331030763
ARN,HEL,Stockholm,Sweden,Helsinki,Finland,59.65190124511699,17.918600082397,60.317199707031,24.963300704956,398.5689325727956
ARN,OSL,Stockholm,Sweden,Oslo,Norway,59.65190124511699,17.918600082397,60.121,11.0502,386.52904544252624
BCN,FRA,Barcelona,Spain,Frankfurt,Germany,41.2971,2.07846,50.033333,8.570556,1093.6144443442429
BRU,CDG,Brussels,Belgium,Paris,France,50.9014015198,4.48443984985,49.012798,2.55,251.47977718282948
BRU,FRA,Brussels,Belgium,Frankfurt,Germany,50.9014015198,4.48443984985,50.033333,8.570556,304.8392216175493
BUD,FRA,Budapest,Hungary,Frankfurt,Germany,47.429759999999995,19.261093,50.033333,8.570556,834.9005491435985
CDG,BRU,Paris,France,Brussels,Belgium,49.012798,2.55,50.9014015198,4.48443984985,251.47977718282948
CPH,ARN,Copenhagen,Denmark,Stockholm,Sweden,55.617900848389,12.656000137329,59.65190124511699,17.918600082397,546.7541866422318
CPH,FRA,Copenhagen,Denmark,Frankfurt,Germany,55.617900848389,12.656000137329,50.033333,8.570556,678.6511490406507
DUS,FRA,Duesseldorf,Germany,Frankfurt,Germany,51.289501,6.766780000000001,50.033333,8.570556,188.86809167871286
FCO,MXP,Rome,Italy,Milano,Italy,41.8002778,12.2388889,45.6306,8.728110000000001,510.77649534454815
FRA,AMS,Frankfurt,Germany,Amsterdam,Netherlands,50.033333,8.570556,52.308601,4.76389,366.57324838925206
FRA,ARN,Frankfurt,Germany,Stockholm,Sweden,50.033333,8.570556,59.65190124511699,17.918600082397,1222.9853331030763
FRA,BCN,Frankfurt,Germany,Barcelona,Spain,50.033333,8.570556,41.2971,2.07846,1093.6144443442429
FRA,BRU,Frankfurt,Germany,Brussels,Belgium,50.033333,8.570556,50.9014015198,4.48443984985,304.8392216175493
FRA,BUD,Frankfurt,Germany,Budapest,Hungary,50.033333,8.570556,47.429759999999995,19.261093,834.9005491435985
FRA,CPH,Frankfurt,Germany,Copenhagen,Denmark,50.033333,8.570556,55.617900848389,12.656000137329,678.6511490406507
FRA,DUS,Frankfurt,Germany,Duesseldorf,Germany,50.033333,8.570556,51.289501,6.766780000000001,188.86809167871286
FRA,GOT,Frankfurt,Germany,Gothenborg,Sweden,50.033333,8.570556,57.662799835205,12.279800415039,882.2247121945775
FRA,GVA,Frankfurt,Germany,Geneva,Switzerland,50.033333,8.570556,46.23809814453125,6.108950138092041,459.7838079254905
FRA,HEL,Frankfurt,Germany,Helsinki,Finland,50.033333,8.570556,60.317199707031,24.963300704956,1537.937860861014
FRA,LIS,Frankfurt,Germany,Lisbon,Portugal,50.033333,8.570556,38.7813,-9.13592,1873.847769903496
FRA,LYS,Frankfurt,Germany,Lyon,France,50.033333,8.570556,45.725556,5.081111,544.9819470704072
FRA,MAD,Frankfurt,Germany,Madrid,Spain,50.033333,8.570556,40.471926,-3.56264,1422.0506123137338
FRA,MRS,Frankfurt,Germany,Marseille,France,50.033333,8.570556,43.439271922,5.22142410278,776.1688672967517
FRA,MUC,Frankfurt,Germany,Munich,Germany,50.033333,8.570556,48.353802,11.7861,299.07823235363145
FRA,MXP,Frankfurt,Germany,Milano,Italy,50.033333,8.570556,45.6306,8.728110000000001,489.70249363278043
FRA,OSL,Frankfurt,Germany,Oslo,Norway,50.033333,8.570556,60.121,11.0502,1132.5439531409593
FRA,OTP,Frankfurt,Germany,Bucharest,Romania,50.033333,8.570556,44.5711111,26.085,1449.0507278510602
FRA,PRG,Frankfurt,Germany,Prague,Czech Republic,50.033333,8.570556,50.1008,14.26,406.05492443316194
FRA,TLS,Frankfurt,Germany,Toulouse,France,50.033333,8.570556,43.629101,1.36382,897.8269842058611
FRA,TXL,Frankfurt,Germany,Berlin,Germany,50.033333,8.570556,52.5597,13.2877,431.6824705951403
FRA,VIE,Frankfurt,Germany,Vienna,Austria,50.033333,8.570556,48.110298156738,16.569700241089002,620.313130117006
FRA,WAW,Frankfurt,Germany,Warsaw,Poland,50.033333,8.570556,52.1656990051,20.9671001434,896.2429563656946
FRA,ZRH,Frankfurt,Germany,Zurich,Switzerland,50.033333,8.570556,47.464699,8.54917,285.6233694742406
GOT,FRA,Gothenborg,Sweden,Frankfurt,Germany,57.662799835205,12.279800415039,50.033333,8.570556,882.2247121945775
GVA,FRA,Geneva,Switzerland,Frankfurt,Germany,46.23809814453125,6.108950138092041,50.033333,8.570556,459.7838079254905
HEL,ARN,Helsinki,Finland,Stockholm,Sweden,60.317199707031,24.963300704956,59.65190124511699,17.918600082397,398.5689325727956
HEL,FRA,Helsinki,Finland,Frankfurt,Germany,60.317199707031,24.963300704956,50.033333,8.570556,1537.937860861014
LIS,FRA,Lisbon,Portugal,Frankfurt,Germany,38.7813,-9.13592,50.033333,8.570556,1873.847769903496
LYS,FRA,Lyon,France,Frankfurt,Germany,45.725556,5.081111,50.033333,8.570556,544.9819470704072
MAD,FRA,Madrid,Spain,Frankfurt,Germany,40.471926,-3.56264,50.033333,8.570556,1422.0506123137338
MRS,FRA,Marseille,France,Frankfurt,Germany,43.439271922,5.22142410278,50.033333,8.570556,776.1688672967517
MUC,FRA,Munich,Germany,Frankfurt,Germany,48.353802,11.7861,50.033333,8.570556,299.07823235363145
MXP,FCO,Milano,Italy,Rome,Italy,45.6306,8.728110000000001,41.8002778,12.2388889,510.77649534454815
MXP,FRA,Milano,Italy,Frankfurt,Germany,45.6306,8.728110000000001,50.033333,8.570556,489.70249363278043
OSL,ARN,Oslo,Norway,Stockholm,Sweden,60.121,11.0502,59.65190124511699,17.918600082397,386.52904544252624
OSL,FRA,Oslo,Norway,Frankfurt,Germany,60.121,11.0502,50.033333,8.570556,1132.5439531409593
OTP,FRA,Bucharest,Romania,Frankfurt,Germany,44.5711111,26.085,50.033333,8.570556,1449.0507278510602
PRG,FRA,Prague,Czech Republic,Frankfurt,Germany,50.1008,14.26,50.033333,8.570556,406.05492443316194
SOF,FRA,Sofia,Bulgaria,Frankfurt,Germany,42.69669342041016,23.411436080932617,50.033333,8.570556,1396.7368461875913
TLS,FRA,Toulouse,France,Frankfurt,Germany,43.629101,1.36382,50.033333,8.570556,897.8269842058611
TXL,FRA,Berlin,Germany,Frankfurt,Germany,52.5597,13.2877,50.033333,8.570556,431.6824705951403
VIE,FRA,Vienna,Austria,Frankfurt,Germany,48.110298156738,16.569700241089002,50.033333,8.570556,620.313130117006
WAW,FRA,Warsaw,Poland,Frankfurt,Germany,52.1656990051,20.9671001434,50.033333,8.570556,896.2429563656946
ZRH,FRA,Zurich,Switzerland,Frankfurt,Germany,47.464699,8.54917,50.033333,8.570556,285.6233694742406
HAM,AMS,Hamburg,Germany,Amsterdam,Netherlands,53.630401611328,9.988229751586902,52.308601,4.76389,379.356902650655
AMS,BEG,Amsterdam,Netherlands,Belgrade,Serbia,52.308601,4.76389,44.8184013367,20.3090991974,1410.2149186711076
AMS,LIS,Amsterdam,Netherlands,Lisbon,Portugal,52.308601,4.76389,38.7813,-9.13592,1846.2971599212935
AMS,OPO,Amsterdam,Netherlands,Porto,Portugal,52.308601,4.76389,41.2481002808,-8.68138980865,1594.9727809322594
ARN,BEG,Stockholm,Sweden,Belgrade,Serbia,59.65190124511699,17.918600082397,44.8184013367,20.3090991974,1657.1538019756329
BEG,AMS,Belgrade,Serbia,Amsterdam,Netherlands,44.8184013367,20.3090991974,52.308601,4.76389,1410.2149186711076
BEG,ARN,Belgrade,Serbia,Stockholm,Sweden,44.8184013367,20.3090991974,59.65190124511699,17.918600082397,1657.1538019756329
BEG,FRA,Belgrade,Serbia,Frankfurt,Germany,44.8184013367,20.3090991974,50.033333,8.570556,1054.577209630925
BEG,LHR,Belgrade,Serbia,London,United Kingdom,44.8184013367,20.3090991974,51.4706,-0.461941,1701.4895969713257
BUD,FCO,Budapest,Hungary,Rome,Italy,47.429759999999995,19.261093,41.8002778,12.2388889,836.4326231080909
CDG,TLS,Paris,France,Toulouse,France,49.012798,2.55,43.629101,1.36382,605.5086585177064
FCO,BUD,Rome,Italy,Budapest,Hungary,41.8002778,12.2388889,47.429759999999995,19.261093,836.4326231080909
FCO,MLA,Rome,Italy,Malta,Malta,41.8002778,12.2388889,35.857498,14.4775,688.5985986690903
FCO,OTP,Rome,Italy,Bucharest,Romania,41.8002778,12.2388889,44.5711111,26.085,1162.4866669571345
FCO,ZRH,Rome,Italy,Zurich,Switzerland,41.8002778,12.2388889,47.464699,8.54917,694.027191909743
FRA,BEG,Frankfurt,Germany,Belgrade,Serbia,50.033333,8.570556,44.8184013367,20.3090991974,1054.577209630925
LIS,AGP,Lisbon,Portugal,Malaga,Spain,38.7813,-9.13592,36.67490005493164,-4.499110221862793,470.17810921996386
LIS,AMS,Lisbon,Portugal,Amsterdam,Netherlands,38.7813,-9.13592,52.308601,4.76389,1846.2971599212935
LIS,PXO,Lisbon,Portugal,Porto Santo,Portugal,38.7813,-9.13592,33.073398590100005,-16.3500003815,907.5656372665682
MRS,CDG,Marseille,France,Paris,France,43.439271922,5.22142410278,49.012798,2.55,652.8189452394907
OPO,AMS,Porto,Portugal,Amsterdam,Netherlands,41.2481002808,-8.68138980865,52.308601,4.76389,1594.9727809322594
OTP,FCO,Bucharest,Romania,Rome,Italy,44.5711111,26.085,41.8002778,12.2388889,1162.4866669571345
PXO,LIS,Porto Santo,Portugal,Lisbon,Portugal,33.073398590100005,-16.3500003815,38.7813,-9.13592,907.5656372665682
ZRH,FCO,Zurich,Switzerland,Rome,Italy,47.464699,8.54917,41.8002778,12.2388889,694.027191909743
AMS,LEJ,Amsterdam,Netherlands,Leipzig,Germany,52.308601,4.76389,51.423889,12.236389,522.1781035876894
BEG,GVA,Belgrade,Serbia,Geneva,Switzerland,44.8184013367,20.3090991974,46.23809814453125,6.108950138092041,1115.8309219499836
BOD,GVA,Bordeaux,France,Geneva,Switzerland,44.8283004761,-0.7155560255050001,46.23809814453125,6.108950138092041,553.9981456327008
BZO,FCO,Bolzano,Italy,Rome,Italy,46.460201,11.3264,41.8002778,12.2388889,523.2419151367051
CDG,LEJ,Paris,France,Leipzig,Germany,49.012798,2.55,51.423889,12.236389,738.7890159231142
CTA,LMP,Catania,Italy,Lampedusa,Italy,37.466801,15.0664,35.497898,12.6181,309.56314054171906
FCO,BZO,Rome,Italy,Bolzano,Italy,41.8002778,12.2388889,46.460201,11.3264,523.2419151367051
FCO,GVA,Rome,Italy,Geneva,Switzerland,41.8002778,12.2388889,46.23809814453125,6.108950138092041,695.1199272533684
FLR,GVA,Florence,Italy,Geneva,Switzerland,43.810001,11.2051,46.23809814453125,6.108950138092041,482.8737170424614
FLR,ZRH,Florence,Italy,Zurich,Switzerland,43.810001,11.2051,47.464699,8.54917,455.7660881919203
GVA,BEG,Geneva,Switzerland,Belgrade,Serbia,46.23809814453125,6.108950138092041,44.8184013367,20.3090991974,1115.8309219499836
GVA,BOD,Geneva,Switzerland,Bordeaux,France,46.23809814453125,6.108950138092041,44.8283004761,-0.7155560255050001,553.9981456327008
GVA,FCO,Geneva,Switzerland,Rome,Italy,46.23809814453125,6.108950138092041,41.8002778,12.2388889,695.1199272533684
GVA,FLR,Geneva,Switzerland,Florence,Italy,46.23809814453125,6.108950138092041,43.810001,11.2051,482.8737170424614
GVA,LUG,Geneva,Switzerland,Lugano,Switzerland,46.23809814453125,6.108950138092041,46.00429916379999,8.9105796814,217.47794982782457
GVA,STR,Geneva,Switzerland,Stuttgart,Germany,46.23809814453125,6.108950138092041,48.6898994446,9.22196006775,359.22723661452324
GVA,TLS,Geneva,Switzerland,Toulouse,France,46.23809814453125,6.108950138092041,43.629101,1.36382,472.80861283034517
GVA,VLC,Geneva,Switzerland,Valencia,Spain,46.23809814453125,6.108950138092041,39.4893,-0.481625,922.1368133132102
GVA,ZRH,Geneva,Switzerland,Zurich,Switzerland,46.23809814453125,6.108950138092041,47.464699,8.54917,230.2812584878578
LEJ,AMS,Leipzig,Germany,Amsterdam,Netherlands,51.423889,12.236389,52.308601,4.76389,522.1781035876894
LEJ,CDG,Leipzig,Germany,Paris,France,51.423889,12.236389,49.012798,2.55,738.7890159231142
LEJ,ZRH,Leipzig,Germany,Zurich,Switzerland,51.423889,12.236389,47.464699,8.54917,514.5072570279485
LMP,CTA,Lampedusa,Italy,Catania,Italy,35.497898,12.6181,37.466801,15.0664,309.56314054171906
LMP,PMO,Lampedusa,Italy,Palermo,Italy,35.497898,12.6181,38.175999,13.091,300.7489602620171
LUG,GVA,Lugano,Switzerland,Geneva,Switzerland,46.00429916379999,8.9105796814,46.23809814453125,6.108950138092041,217.47794982782457
PMO,LMP,Palermo,Italy,Lampedusa,Italy,38.175999,13.091,35.497898,12.6181,300.7489602620171
PMO,PNL,Palermo,Italy,Pantelleria,Italy,38.175999,13.091,36.816502,11.9689,180.69412557260182
PNL,PMO,Pantelleria,Italy,Palermo,Italy,36.816502,11.9689,38.175999,13.091,180.69412557260182
PNL,TPS,Pantelleria,Italy,Trapani,Italy,36.816502,11.9689,37.9114,12.488,130.10321161474434
STR,GVA,Stuttgart,Germany,Geneva,Switzerland,48.6898994446,9.22196006775,46.23809814453125,6.108950138092041,359.22723661452324
TLS,GVA,Toulouse,France,Geneva,Switzerland,43.629101,1.36382,46.23809814453125,6.108950138092041,472.80861283034517
TPS,PNL,Trapani,Italy,Pantelleria,Italy,37.9114,12.488,36.816502,11.9689,130.10321161474434
TRN,ZRH,Torino,Italy,Zurich,Switzerland,45.200802,7.64963,47.464699,8.54917,261.0306727801468
VLC,GVA,Valencia,Spain,Geneva,Switzerland,39.4893,-0.481625,46.23809814453125,6.108950138092041,922.1368133132102
ZRH,FLR,Zurich,Switzerland,Florence,Italy,47.464699,8.54917,43.810001,11.2051,455.7660881919203
ZRH,GVA,Zurich,Switzerland,Geneva,Switzerland,47.464699,8.54917,46.23809814453125,6.108950138092041,230.2812584878578
ZRH,LEJ,Zurich,Switzerland,Leipzig,Germany,47.464699,8.54917,51.423889,12.236389,514.5072570279485
ZRH,TRN,Zurich,Switzerland,Torino,Italy,47.464699,8.54917,45.200802,7.64963,261.0306727801468
AGP,SOF,Malaga,Spain,Sofia,Bulgaria,36.67490005493164,-4.499110221862793,42.69669342041016,23.411436080932617,2467.766016895875
AMS,SOF,Amsterdam,Netherlands,Sofia,Bulgaria,52.308601,4.76389,42.69669342041016,23.411436080932617,1753.2808043531006
ATH,SOF,Athens,Greece,Sofia,Bulgaria,37.9364013672,23.944499969499997,42.69669342041016,23.411436080932617,531.242791966926
BCN,SOF,Barcelona,Spain,Sofia,Bulgaria,41.2971,2.07846,42.69669342041016,23.411436080932617,1765.0470709274482
BOJ,SOF,Bourgas,Bulgaria,Sofia,Bulgaria,42.56959915161133,27.515199661254886,42.69669342041016,23.411436080932617,335.9795626530505
BOJ,VAR,Bourgas,Bulgaria,Varna,Bulgaria,42.56959915161133,27.515199661254886,43.232101,27.8251,77.87147520498496
BRU,SOF,Brussels,Belgium,Sofia,Bulgaria,50.9014015198,4.48443984985,42.69669342041016,23.411436080932617,1697.7375359253679
CDG,SOF,Paris,France,Sofia,Bulgaria,49.012798,2.55,42.69669342041016,23.411436080932617,1754.2796463646687
FCO,SOF,Rome,Italy,Sofia,Bulgaria,41.8002778,12.2388889,42.69669342041016,23.411436080932617,924.3154272322065
FRA,SOF,Frankfurt,Germany,Sofia,Bulgaria,50.033333,8.570556,42.69669342041016,23.411436080932617,1396.7368461875913
LHR,SOF,London,United Kingdom,Sofia,Bulgaria,51.4706,-0.461941,42.69669342041016,23.411436080932617,2040.8882781225534
MAD,SOF,Madrid,Spain,Sofia,Bulgaria,40.471926,-3.56264,42.69669342041016,23.411436080932617,2247.427353080975
MXP,SOF,Milano,Italy,Sofia,Bulgaria,45.6306,8.728110000000001,42.69669342041016,23.411436080932617,1213.8406532980632
OTP,SOF,Bucharest,Romania,Sofia,Bulgaria,44.5711111,26.085,42.69669342041016,23.411436080932617,299.52967228288276
PMI,SOF,Palma de Mallorca,Spain,Sofia,Bulgaria,39.551700592,2.73881006241,42.69669342041016,23.411436080932617,1761.8205012465958
PRG,SOF,Prague,Czech Republic,Sofia,Bulgaria,50.1008,14.26,42.69669342041016,23.411436080932617,1080.1832615475569
SOF,AGP,Sofia,Bulgaria,Malaga,Spain,42.69669342041016,23.411436080932617,36.67490005493164,-4.499110221862793,2467.766016895875
SOF,AMS,Sofia,Bulgaria,Amsterdam,Netherlands,42.69669342041016,23.411436080932617,52.308601,4.76389,1753.2808043531006
SOF,ATH,Sofia,Bulgaria,Athens,Greece,42.69669342041016,23.411436080932617,37.9364013672,23.944499969499997,531.242791966926
SOF,BCN,Sofia,Bulgaria,Barcelona,Spain,42.69669342041016,23.411436080932617,41.2971,2.07846,1765.0470709274482
SOF,BOJ,Sofia,Bulgaria,Bourgas,Bulgaria,42.69669342041016,23.411436080932617,42.56959915161133,27.515199661254886,335.9795626530505
SOF,BRU,Sofia,Bulgaria,Brussels,Belgium,42.69669342041016,23.411436080932617,50.9014015198,4.48443984985,1697.7375359253679
SOF,CDG,Sofia,Bulgaria,Paris,France,42.69669342041016,23.411436080932617,49.012798,2.55,1754.2796463646687
SOF,FCO,Sofia,Bulgaria,Rome,Italy,42.69669342041016,23.411436080932617,41.8002778,12.2388889,924.3154272322065
SOF,FRA,Sofia,Bulgaria,Frankfurt,Germany,42.69669342041016,23.411436080932617,50.033333,8.570556,1396.7368461875913
SOF,LHR,Sofia,Bulgaria,London,United Kingdom,42.69669342041016,23.411436080932617,51.4706,-0.461941,2040.8882781225534
SOF,MAD,Sofia,Bulgaria,Madrid,Spain,42.69669342041016,23.411436080932617,40.471926,-3.56264,2247.427353080975
SOF,MXP,Sofia,Bulgaria,Milano,Italy,42.69669342041016,23.411436080932617,45.6306,8.728110000000001,1213.8406532980632
SOF,OTP,Sofia,Bulgaria,Bucharest,Romania,42.69669342041016,23.411436080932617,44.5711111,26.085,299.52967228288276
SOF,PMI,Sofia,Bulgaria,Palma de Mallorca,Spain,42.69669342041016,23.411436080932617,39.551700592,2.73881006241,1761.8205012465958
SOF,PRG,Sofia,Bulgaria,Prague,Czech Republic,42.69669342041016,23.411436080932617,50.1008,14.26,1080.1832615475569
SOF,TXL,Sofia,Bulgaria,Berlin,Germany,42.69669342041016,23.411436080932617,52.5597,13.2877,1330.780091566334
SOF,VAR,Sofia,Bulgaria,Varna,Bulgaria,42.69669342041016,23.411436080932617,43.232101,27.8251,363.9952565671312
SOF,VIE,Sofia,Bulgaria,Vienna,Austria,42.69669342041016,23.411436080932617,48.110298156738,16.569700241089002,804.1328861092204
SOF,WAW,Sofia,Bulgaria,Warsaw,Poland,42.69669342041016,23.411436080932617,52.1656990051,20.9671001434,1068.6729607067125
SOF,ZRH,Sofia,Bulgaria,Zurich,Switzerland,42.69669342041016,23.411436080932617,47.464699,8.54917,1278.9865321973914
TXL,SOF,Berlin,Germany,Sofia,Bulgaria,52.5597,13.2877,42.69669342041016,23.411436080932617,1330.780091566334
VAR,BOJ,Varna,Bulgaria,Bourgas,Bulgaria,43.232101,27.8251,42.56959915161133,27.515199661254886,77.87147520498496
VAR,SOF,Varna,Bulgaria,Sofia,Bulgaria,43.232101,27.8251,42.69669342041016,23.411436080932617,363.9952565671312
VIE,SOF,Vienna,Austria,Sofia,Bulgaria,48.110298156738,16.569700241089002,42.69669342041016,23.411436080932617,804.1328861092204
WAW,SOF,Warsaw,Poland,Sofia,Bulgaria,52.1656990051,20.9671001434,42.69669342041016,23.411436080932617,1068.6729607067125
ZRH,SOF,Zurich,Switzerland,Sofia,Bulgaria,47.464699,8.54917,42.69669342041016,23.411436080932617,1278.9865321973914
BGO,SVG,Bergen,Norway,Stavanger,Norway,60.29339981,5.218140125,58.876701354,5.637780189500001,159.29019828215414
BGO,TRD,Bergen,Norway,Trondheim,Norway,60.29339981,5.218140125,63.45780179999999,10.9239998,461.4519149182622
AAR,AGP,Aarhus,Denmark,Malaga,Spain,56.2999992371,10.619000434899998,36.67490005493164,-4.499110221862793,2457.7426044667036
AAR,PMI,Aarhus,Denmark,Palma de Mallorca,Spain,56.2999992371,10.619000434899998,39.551700592,2.73881006241,1949.655734233632
AAR,STN,Aarhus,Denmark,London,United Kingdom,56.2999992371,10.619000434899998,51.8849983215,0.234999999404,835.0014700075822
AGP,AAR,Malaga,Spain,Aarhus,Denmark,36.67490005493164,-4.499110221862793,56.2999992371,10.619000434899998,2457.7426044667036
AGP,BCN,Malaga,Spain,Barcelona,Spain,36.67490005493164,-4.499110221862793,41.2971,2.07846,765.9663996293789
AGP,BGY,Malaga,Spain,Bergamo,Italy,36.67490005493164,-4.499110221862793,45.673901,9.70417,1549.7576088131482
AGP,BHX,Malaga,Spain,Birmingham,United Kingdom,36.67490005493164,-4.499110221862793,52.4538993835,-1.7480299472799998,1767.6943800612075
AGP,BLL,Malaga,Spain,Billund,Denmark,36.67490005493164,-4.499110221862793,55.7402992249,9.15178012848,2356.1273421996148
AGP,BLQ,Malaga,Spain,Bologna,Italy,36.67490005493164,-4.499110221862793,44.5354,11.2887,1589.5417193631424
AGP,BOH,Malaga,Spain,Bournemouth,United Kingdom,36.67490005493164,-4.499110221862793,50.77999877929688,-1.8424999713897705,1582.6011065737448
AGP,BRE,Malaga,Spain,Bremen,Germany,36.67490005493164,-4.499110221862793,53.0475006104,8.78666973114,2092.5312640532393
AGP,BRS,Malaga,Spain,Bristol,United Kingdom,36.67490005493164,-4.499110221862793,51.382702,-2.71909,1641.4832599967217
AGP,BRU,Malaga,Spain,Brussels,Belgium,36.67490005493164,-4.499110221862793,50.9014015198,4.48443984985,1735.4805592769055
