Source Airport IATA,Destination Airport IATA,Source City,Source Country,Destination City,Destination Country,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude,Distance,Estimated Cost
BEG,FCO,Belgrade,Serbia,Rome,Italy,44.8184013367,20.3090991974,41.8002778,12.2388889,733.699499154238,172
BEG,MXP,Belgrade,Serbia,Milano,Italy,44.8184013367,20.3090991974,45.6306,8.728110000000001,910.6789946196152,208
BES,CDG,Brest,France,Paris,France,48.4478988647461,-4.418540000915527,49.012798,2.55,514.7632436190567,123
BGO,AMS,Bergen,Norway,Amsterdam,Netherlands,60.29339981,5.218140125,52.308601,4.76389,888.3057402069682,203
BIA,MRS,Bastia,France,Marseille,France,42.55270004272461,9.48373031616211,43.439271922,5.22142410278,360.3430062688745,94
BIA,NCE,Bastia,France,Nice,France,42.55270004272461,9.48373031616211,43.658401489300005,7.215869903560001,221.3764420001565,68
BIO,CDG,Bilbao,Spain,Paris,France,43.30110168457031,-2.9106099605560303,49.012798,2.55,761.2964780916882,178
BIO,FCO,Bilbao,Spain,Rome,Italy,43.30110168457031,-2.9106099605560303,41.8002778,12.2388889,1250.3740491329531,301
BLL,AMS,Billund,Denmark,Amsterdam,Netherlands,55.7402992249,9.15178012848,52.308601,4.76389,477.0413337584642,116
BLL,CDG,Billund,Denmark,Paris,France,55.7402992249,9.15178012848,49.012798,2.55,871.1426341921333,200
BLQ,AMS,Bologna,Italy,Amsterdam,Netherlands,44.5354,11.2887,52.308601,4.76389,988.4641673314017,223
BLQ,CDG,Bologna,Italy,Paris,France,44.5354,11.2887,49.012798,2.55,830.2431639915416,192
BLQ,CTA,Bologna,Italy,Catania,Italy,44.5354,11.2887,37.466801,15.0664,847.2616862269764,195
BLQ,FCO,Bologna,Italy,Rome,Italy,44.5354,11.2887,41.8002778,12.2388889,313.7359886589964,85
BLQ,IAS,Bologna,Italy,Iasi,Romania,44.5354,11.2887,47.17850112915039,27.6205997467041,1295.8597109810912,311
BLQ,LIS,Bologna,Italy,Lisbon,Portugal,44.5354,11.2887,38.7813,-9.13592,1807.4271087637028,477
BLQ,TIA,Bologna,Italy,Tirana,Albania,44.5354,11.2887,41.4146995544,19.7206001282,768.2274010604904,179
BOD,CDG,Bordeaux,France,Paris,France,44.8283004761,-0.7155560255050001,49.012798,2.55,527.1418851382813,126
BOD,FCO,Bordeaux,France,Rome,Italy,44.8283004761,-0.7155560255050001,41.8002778,12.2388889,1099.4138039055524,267
BRE,AMS,Bremen,Germany,Amsterdam,Netherlands,53.0475006104,8.78666973114,52.308601,4.76389,283.330258789771,79
BRE,CDG,Bremen,Germany,Paris,France,53.0475006104,8.78666973114,49.012798,2.55,625.2544044923164,151
BRI,FCO,Bari,Italy,Rome,Italy,41.138901,16.760599,41.8002778,12.2388889,383.8068587206317,98
BRI,LIN,Bari,Italy,Milan,Italy,41.138901,16.760599,45.445099,9.27674,771.543921355814,180
BRI,TIA,Bari,Italy,Tirana,Albania,41.138901,16.760599,41.4146995544,19.7206001282,249.23800516863875,73
BRI,TRN,Bari,Italy,Torino,Italy,41.138901,16.760599,45.200802,7.64963,865.1987262753838,199
BRS,AMS,Bristol,United Kingdom,Amsterdam,Netherlands,51.382702,-2.71909,52.308601,4.76389,523.9927392742668,125
BRU,FCO,Brussels,Belgium,Rome,Italy,50.9014015198,4.48443984985,41.8002778,12.2388889,1172.549825989414,283
BRU,LIN,Brussels,Belgium,Milan,Italy,50.9014015198,4.48443984985,45.445099,9.27674,702.7748139274194,166
BUD,FCO,Budapest,Hungary,Rome,Italy,47.429759999999995,19.261093,41.8002778,12.2388889,836.4326231080909,193
BZO,FCO,Bolzano,Italy,Rome,Italy,46.460201,11.3264,41.8002778,12.2388889,523.2419151367051,125
CAG,FCO,Cagliari,Italy,Rome,Italy,39.251499,9.05428,41.8002778,12.2388889,390.8015287926826,100
CAG,LIN,Cagliari,Italy,Milan,Italy,39.251499,9.05428,45.445099,9.27674,688.938678657744,163
CDG,ABZ,Paris,France,Aberdeen,United Kingdom,49.012798,2.55,57.20190048217773,-2.1977798938751216,963.5818608445468,218
CDG,ARN,Paris,France,Stockholm,Sweden,49.012798,2.55,59.65190124511699,17.918600082397,1539.1558006232394,410
CDG,BES,Paris,France,Brest,France,49.012798,2.55,48.4478988647461,-4.418540000915527,514.7632436190567,123
CDG,BIO,Paris,France,Bilbao,Spain,49.012798,2.55,43.30110168457031,-2.9106099605560303,761.2964780916882,178
CDG,BLL,Paris,France,Billund,Denmark,49.012798,2.55,55.7402992249,9.15178012848,871.1426341921333,200
CDG,BLQ,Paris,France,Bologna,Italy,49.012798,2.55,44.5354,11.2887,830.2431639915416,192
CDG,BOD,Paris,France,Bordeaux,France,49.012798,2.55,44.8283004761,-0.7155560255050001,527.1418851382813,126
CDG,BRE,Paris,France,Bremen,Germany,49.012798,2.55,53.0475006104,8.78666973114,625.2544044923164,151
CDG,CFE,Paris,France,Clermont-Ferrand,France,49.012798,2.55,45.7867012024,3.1691699028,361.7363582386789,94
CDG,CPH,Paris,France,Copenhagen,Denmark,49.012798,2.55,55.617900848389,12.656000137329,1003.7004841333942,246
CDG,CTA,Paris,France,Catania,Italy,49.012798,2.55,37.466801,15.0664,1631.4395185839678,433
CDG,DUB,Paris,France,Dublin,Ireland,49.012798,2.55,53.421299,-6.27007,784.9677949707155,182
CDG,DUS,Paris,France,Duesseldorf,Germany,49.012798,2.55,51.289501,6.766780000000001,392.77064158021585,100
CDG,EDI,Paris,France,Edinburgh,United Kingdom,49.012798,2.55,55.95000076293945,-3.372499942779541,868.6771370082173,199
CDG,FCO,Paris,France,Rome,Italy,49.012798,2.55,41.8002778,12.2388889,1100.6939894699042,268
CDG,FLR,Paris,France,Florence,Italy,49.012798,2.55,43.810001,11.2051,879.3461591198053,201
CDG,GOA,Paris,France,Genoa,Italy,49.012798,2.55,44.4133,8.8375,700.5000231458428,166
CDG,GOT,Paris,France,Gothenborg,Sweden,49.012798,2.55,57.662799835205,12.279800415039,1156.1625720532504,280
CDG,HAJ,Paris,France,Hannover,Germany,49.012798,2.55,52.461101532,9.68507957458,631.2935076153527,152
CDG,HAM,Paris,France,Hamburg,Germany,49.012798,2.55,53.630401611328,9.988229751586902,727.8466214152309,171
CDG,LIN,Paris,France,Milan,Italy,49.012798,2.55,45.445099,9.27674,644.0784820998286,154
CDG,LIS,Paris,France,Lisbon,Portugal,49.012798,2.55,38.7813,-9.13592,1469.9641325155924,349
CDG,MAN,Paris,France,Manchester,United Kingdom,49.012798,2.55,53.35369873046875,-2.2749500274658203,587.9957805138243,137
CDG,MPL,Paris,France,Montpellier,France,49.012798,2.55,43.57619857788086,3.96301007270813,614.161770845712,148
CDG,MRS,Paris,France,Marseille,France,49.012798,2.55,43.439271922,5.22142410278,652.8189452394907,156
CDG,NAP,Paris,France,Naples,Italy,49.012798,2.55,40.886002000000005,14.2908,1289.6058099568638,309
CDG,NCL,Paris,France,Newcastle,United Kingdom,49.012798,2.55,55.037498474121094,-1.6916699409484863,729.7454393905534,171
CDG,NTE,Paris,France,Nantes,France,49.012798,2.55,47.15319824220001,-1.61073005199,371.78282813681903,96
CDG,NUE,Paris,France,Nuernberg,Germany,49.012798,2.55,49.498699,11.078056,620.9422392432726,150
CDG,OSL,Paris,France,Oslo,Norway,49.012798,2.55,60.121,11.0502,1348.716600813144,322
CDG,PMO,Paris,France,Palermo,Italy,49.012798,2.55,38.175999,13.091,1470.9346266092336,349
CDG,PRG,Paris,France,Prague,Czech Republic,49.012798,2.55,50.1008,14.26,852.3710112360449,196
CDG,PUF,Paris,France,Pau,France,49.012798,2.55,43.38000106811523,-0.4186109900474548,666.5741161796802,159
CDG,RNS,Paris,France,Rennes,France,49.012798,2.55,48.0694999695,-1.73478996754,332.3728666599629,89
CDG,STR,Paris,France,Stuttgart,Germany,49.012798,2.55,48.6898994446,9.22196006775,489.3327860409584,118
CDG,SVG,Paris,France,Stavanger,Norway,49.012798,2.55,58.876701354,5.637780189500001,1114.971987606033,271
CDG,TLS,Paris,France,Toulouse,France,49.012798,2.55,43.629101,1.36382,605.5086585177064,147
CDG,TRN,Paris,France,Torino,Italy,49.012798,2.55,45.200802,7.64963,573.0031024817334,134
CDG,TXL,Paris,France,Berlin,Germany,49.012798,2.55,52.5597,13.2877,850.4976139039995,196
CDG,VCE,Paris,France,Venice,Italy,49.012798,2.55,45.505299,12.3519,835.342209421177,193
CDG,VGO,Paris,France,Vigo,Spain,49.012798,2.55,42.2318000793457,-8.62677001953125,1148.548813081645,278
CDG,VRN,Paris,France,Villafranca,Italy,49.012798,2.55,45.395699,10.8885,746.7293565848418,175
CFE,CDG,Clermont-Ferrand,France,Paris,France,45.7867012024,3.1691699028,49.012798,2.55,361.7363582386789,94
CGN,AMS,Cologne,Germany,Amsterdam,Netherlands,50.8658981323,7.1427397728,52.308601,4.76389,229.64139338097604,69
CIY,LIN,Comiso,Italy,Milan,Italy,36.994601,14.607182,45.445099,9.27674,1039.4525296231454,254
CLJ,OTP,Cluj-napoca,Romania,Bucharest,Romania,46.78519821166992,23.686199188232425,44.5711111,26.085,308.74456529629066,84
CLY,MRS,Calvi,France,Marseille,France,42.52444439999999,8.793055599999999,43.439271922,5.22142410278,307.80293713435987,84
CLY,NCE,Calvi,France,Nice,France,42.52444439999999,8.793055599999999,43.658401489300005,7.215869903560001,179.7172900028327,60
CPH,AMS,Copenhagen,Denmark,Amsterdam,Netherlands,55.617900848389,12.656000137329,52.308601,4.76389,633.3847297968673,152
CPH,CDG,Copenhagen,Denmark,Paris,France,55.617900848389,12.656000137329,49.012798,2.55,1003.7004841333942,246
CPH,FCO,Copenhagen,Denmark,Rome,Italy,55.617900848389,12.656000137329,41.8002778,12.2388889,1536.7471291247518,410
CPH,VCE,Copenhagen,Denmark,Venice,Italy,55.617900848389,12.656000137329,45.505299,12.3519,1124.672270742495,273
CTA,AMS,Catania,Italy,Amsterdam,Netherlands,37.466801,15.0664,52.308601,4.76389,1834.8734741836793,484
CTA,BLQ,Catania,Italy,Bologna,Italy,37.466801,15.0664,44.5354,11.2887,847.2616862269764,195
CTA,CDG,Catania,Italy,Paris,France,37.466801,15.0664,49.012798,2.55,1631.4395185839678,433
CTA,DUS,Catania,Italy,Duesseldorf,Germany,37.466801,15.0664,51.289501,6.766780000000001,1670.0090529248314,443
CTA,FCO,Catania,Italy,Rome,Italy,37.466801,15.0664,41.8002778,12.2388889,539.1929745903013,128
CTA,LGW,Catania,Italy,London,United Kingdom,37.466801,15.0664,51.148102,-0.190278,1938.2315847683635,510
CTA,LIN,Catania,Italy,Milan,Italy,37.466801,15.0664,45.445099,9.27674,1009.198232033304,248
CTA,LYS,Catania,Italy,Lyon,France,37.466801,15.0664,45.725556,5.081111,1236.125195118053,297
CTA,MXP,Catania,Italy,Milano,Italy,37.466801,15.0664,45.6306,8.728110000000001,1049.073503333021,256
CTA,NAP,Catania,Italy,Naples,Italy,37.466801,15.0664,40.886002000000005,14.2908,386.02600092414445,99
CTA,PSA,Catania,Italy,Pisa,Italy,37.466801,15.0664,43.683899,10.3927,795.7366140693646,185
CTA,STR,Catania,Italy,Stuttgart,Germany,37.466801,15.0664,48.6898994446,9.22196006775,1334.1650321404718,319
CTA,TRN,Catania,Italy,Torino,Italy,37.466801,15.0664,45.200802,7.64963,1058.7122357492058,258
CTA,TXL,Catania,Italy,Berlin,Germany,37.466801,15.0664,52.5597,13.2877,1683.932987905319,446
CTA,VCE,Catania,Italy,Venice,Italy,37.466801,15.0664,45.505299,12.3519,921.8416302901196,210
CTA,VIE,Catania,Italy,Vienna,Austria,37.466801,15.0664,48.110298156738,16.569700241089002,1189.7782865304264,287
CTA,VRN,Catania,Italy,Villafranca,Italy,37.466801,15.0664,45.395699,10.8885,947.6066651727732,215
CWL,AMS,Cardiff,United Kingdom,Amsterdam,Netherlands,51.39670181274414,-3.343329906463623,52.308601,4.76389,565.6728897758496,133
DUB,CDG,Dublin,Ireland,Paris,France,53.421299,-6.27007,49.012798,2.55,784.9677949707155,182
DUS,AMS,Duesseldorf,Germany,Amsterdam,Netherlands,51.289501,6.766780000000001,52.308601,4.76389,178.34350321770103,59
DUS,CDG,Duesseldorf,Germany,Paris,France,51.289501,6.766780000000001,49.012798,2.55,392.77064158021585,100
DUS,CTA,Duesseldorf,Germany,Catania,Italy,51.289501,6.766780000000001,37.466801,15.0664,1670.0090529248314,443
EDI,CDG,Edinburgh,United Kingdom,Paris,France,55.95000076293945,-3.372499942779541,49.012798,2.55,868.6771370082173,199
FCO,AGP,Rome,Italy,Malaga,Spain,41.8002778,12.2388889,36.67490005493164,-4.499110221862793,1546.849240787076,412
FCO,AMS,Rome,Italy,Amsterdam,Netherlands,41.8002778,12.2388889,52.308601,4.76389,1296.8207683725338,311
FCO,AOI,Rome,Italy,Ancona,Italy,41.8002778,12.2388889,43.616299,13.3623,221.81010473833743,68
FCO,ATH,Rome,Italy,Athens,Greece,41.8002778,12.2388889,37.9364013672,23.944499969499997,1086.2821640529976,264
FCO,BCN,Rome,Italy,Barcelona,Spain,41.8002778,12.2388889,41.2971,2.07846,846.8778364811607,195
FCO,BDS,Rome,Italy,Brindisi,Italy,41.8002778,12.2388889,40.6576,17.947001,493.8689060636726,119
FCO,BEG,Rome,Italy,Belgrade,Serbia,41.8002778,12.2388889,44.8184013367,20.3090991974,733.699499154238,172
FCO,BIO,Rome,Italy,Bilbao,Spain,41.8002778,12.2388889,43.30110168457031,-2.9106099605560303,1250.3740491329531,301
FCO,BLQ,Rome,Italy,Bologna,Italy,41.8002778,12.2388889,44.5354,11.2887,313.7359886589964,85
FCO,BOD,Rome,Italy,Bordeaux,France,41.8002778,12.2388889,44.8283004761,-0.7155560255050001,1099.4138039055524,267
FCO,BRI,Rome,Italy,Bari,Italy,41.8002778,12.2388889,41.138901,16.760599,383.8068587206317,98
FCO,BRU,Rome,Italy,Brussels,Belgium,41.8002778,12.2388889,50.9014015198,4.48443984985,1172.549825989414,283
FCO,BUD,Rome,Italy,Budapest,Hungary,41.8002778,12.2388889,47.429759999999995,19.261093,836.4326231080909,193
FCO,BZO,Rome,Italy,Bolzano,Italy,41.8002778,12.2388889,46.460201,11.3264,523.2419151367051,125
FCO,CAG,Rome,Italy,Cagliari,Italy,41.8002778,12.2388889,39.251499,9.05428,390.8015287926826,100
FCO,CDG,Rome,Italy,Paris,France,41.8002778,12.2388889,49.012798,2.55,1100.6939894699042,268
FCO,CPH,Rome,Italy,Copenhagen,Denmark,41.8002778,12.2388889,55.617900848389,12.656000137329,1536.7471291247518,410
FCO,CTA,Rome,Italy,Catania,Italy,41.8002778,12.2388889,37.466801,15.0664,539.1929745903013,128
FCO,FLR,Rome,Italy,Florence,Italy,41.8002778,12.2388889,43.810001,11.2051,238.84993988445677,71
FCO,FRA,Rome,Italy,Frankfurt,Germany,41.8002778,12.2388889,50.033333,8.570556,958.136316605748,217
FCO,GOA,Rome,Italy,Genoa,Italy,41.8002778,12.2388889,44.4133,8.8375,400.76311632974654,102
FCO,GVA,Rome,Italy,Geneva,Switzerland,41.8002778,12.2388889,46.23809814453125,6.108950138092041,695.1199272533684,165
FCO,IAS,Rome,Italy,Iasi,Romania,41.8002778,12.2388889,47.17850112915039,27.6205997467041,1355.6290423355313,324
FCO,KBP,Rome,Italy,Kiev,Ukraine,41.8002778,12.2388889,50.34500122070313,30.89469909667969,1716.991320138219,455
FCO,LCY,Rome,Italy,London,United Kingdom,41.8002778,12.2388889,51.505299,0.0552779999999999,1420.7611101679856,338
FCO,LHR,Rome,Italy,London,United Kingdom,41.8002778,12.2388889,51.4706,-0.461941,1443.887182362798,343
FCO,LIN,Rome,Italy,Milan,Italy,41.8002778,12.2388889,45.445099,9.27674,470.1384278236581,115
FCO,LIS,Rome,Italy,Lisbon,Portugal,41.8002778,12.2388889,38.7813,-9.13592,1838.744953311269,485
FCO,LUX,Rome,Italy,Luxemburg,Luxembourg,41.8002778,12.2388889,49.6233333,6.204444400000001,987.2708206981512,223
FCO,LYS,Rome,Italy,Lyon,France,41.8002778,12.2388889,45.725556,5.081111,721.2660217843518,170
FCO,MAD,Rome,Italy,Madrid,Spain,41.8002778,12.2388889,40.471926,-3.56264,1329.630399710025,318
FCO,MLA,Rome,Italy,Malta,Malta,41.8002778,12.2388889,35.857498,14.4775,688.5985986690903,163
FCO,MPL,Rome,Italy,Montpellier,France,41.8002778,12.2388889,43.57619857788086,3.96301007270813,704.3063180395912,166
FCO,MRS,Rome,Italy,Marseille,France,41.8002778,12.2388889,43.439271922,5.22142410278,602.2043583254986,146
FCO,MUC,Rome,Italy,Munich,Germany,41.8002778,12.2388889,48.353802,11.7861,729.5816340863447,171
FCO,MXP,Rome,Italy,Milano,Italy,41.8002778,12.2388889,45.6306,8.728110000000001,510.77649534454815,123
FCO,NAP,Rome,Italy,Naples,Italy,41.8002778,12.2388889,40.886002000000005,14.2908,199.1843629868141,63
FCO,NCE,Rome,Italy,Nice,France,41.8002778,12.2388889,43.658401489300005,7.215869903560001,459.25765499825224,113
FCO,OPO,Rome,Italy,Porto,Portugal,41.8002778,12.2388889,41.2481002808,-8.68138980865,1738.3729802832142,460
FCO,OTP,Rome,Italy,Bucharest,Romania,41.8002778,12.2388889,44.5711111,26.085,1162.4866669571345,281
FCO,PMO,Rome,Italy,Palermo,Italy,41.8002778,12.2388889,38.175999,13.091,409.48108806235285,103
FCO,PRG,Rome,Italy,Prague,Czech Republic,41.8002778,12.2388889,50.1008,14.26,936.0123537136265,213
FCO,PSA,Rome,Italy,Pisa,Italy,41.8002778,12.2388889,43.683899,10.3927,258.0525498052076,75
FCO,REG,Rome,Italy,Reggio Calabria,Italy,41.8002778,12.2388889,38.071201,15.6516,506.45649120119367,122
FCO,RIX,Rome,Italy,Riga,Latvia,41.8002778,12.2388889,56.92359924316406,23.971099853515625,1878.0246486828164,495
FCO,SKG,Rome,Italy,Thessaloniki,Greece,41.8002778,12.2388889,40.51969909667969,22.97089958190918,909.0296247155608,207
FCO,SKP,Rome,Italy,Skopje,Macedonia,41.8002778,12.2388889,41.961601,21.621401,776.5818729915422,181
FCO,SOF,Rome,Italy,Sofia,Bulgaria,41.8002778,12.2388889,42.69669342041016,23.411436080932617,924.3154272322064,210
FCO,SUF,Rome,Italy,Lamezia,Italy,41.8002778,12.2388889,38.905399,16.2423,467.55277076390615,114
FCO,SXB,Rome,Italy,Strasbourg,France,41.8002778,12.2388889,48.53829956054688,7.628230094909668,831.4760695410088,192
FCO,TGD,Rome,Italy,Podgorica,Montenegro,41.8002778,12.2388889,42.359402,19.2519,581.9452987468813,136
FCO,TIA,Rome,Italy,Tirana,Albania,41.8002778,12.2388889,41.4146995544,19.7206001282,623.3195165754831,150
FCO,TLS,Rome,Italy,Toulouse,France,41.8002778,12.2388889,43.629101,1.36382,910.731761631576,208
FCO,TRN,Rome,Italy,Torino,Italy,41.8002778,12.2388889,45.200802,7.64963,528.9688320290054,126
FCO,TRS,Rome,Italy,Ronchi De Legionari,Italy,41.8002778,12.2388889,45.827499,13.4722,458.5934966197228,113
FCO,VCE,Rome,Italy,Venice,Italy,41.8002778,12.2388889,45.505299,12.3519,412.0797470107872,104
FCO,VIE,Rome,Italy,Vienna,Austria,41.8002778,12.2388889,48.110298156738,16.569700241089002,779.7041095903342,181
FCO,VLC,Rome,Italy,Valencia,Spain,41.8002778,12.2388889,39.4893,-0.481625,1102.4320317983495,268
FCO,VRN,Rome,Italy,Villafranca,Italy,41.8002778,12.2388889,45.395699,10.8885,414.29987840022073,104
FCO,WAW,Rome,Italy,Warsaw,Poland,41.8002778,12.2388889,52.1656990051,20.9671001434,1327.0490799296238,317
FCO,ZRH,Rome,Italy,Zurich,Switzerland,41.8002778,12.2388889,47.464699,8.54917,694.027191909743,164
FLR,AMS,Florence,Italy,Amsterdam,Netherlands,43.810001,11.2051,52.308601,4.76389,1058.3305796033385,258
FLR,CDG,Florence,Italy,Paris,France,43.810001,11.2051,49.012798,2.55,879.3461591198053,201
FLR,FCO,Florence,Italy,Rome,Italy,43.810001,11.2051,41.8002778,12.2388889,238.84993988445677,71
FLR,GVA,Florence,Italy,Geneva,Switzerland,43.810001,11.2051,46.23809814453125,6.108950138092041,482.8737170424614,117
FRA,FCO,Frankfurt,Germany,Rome,Italy,50.033333,8.570556,41.8002778,12.2388889,958.136316605748,217
FRA,LIN,Frankfurt,Germany,Milan,Italy,50.033333,8.570556,45.445099,9.27674,512.9072966085178,123
FSC,MRS,Figari,France,Marseille,France,41.5005989074707,9.097780227661133,43.439271922,5.22142410278,384.0657288257106,98
FSC,NCE,Figari,France,Nice,France,41.5005989074707,9.097780227661133,43.658401489300005,7.215869903560001,285.1334335741062,80
GLA,AMS,Glasgow,United Kingdom,Amsterdam,Netherlands,55.8718986511,-4.43306016922,52.308601,4.76389,717.956474166064,169
GOA,CDG,Genoa,Italy,Paris,France,44.4133,8.8375,49.012798,2.55,700.5000231458428,166
GOA,FCO,Genoa,Italy,Rome,Italy,44.4133,8.8375,41.8002778,12.2388889,400.76311632974654,102
GOA,TIA,Genoa,Italy,Tirana,Albania,44.4133,8.8375,41.4146995544,19.7206001282,946.0076460631806,215
GOT,CDG,Gothenborg,Sweden,Paris,France,57.662799835205,12.279800415039,49.012798,2.55,1156.1625720532504,280
GVA,FCO,Geneva,Switzerland,Rome,Italy,46.23809814453125,6.108950138092041,41.8002778,12.2388889,695.1199272533684,165
GVA,FLR,Geneva,Switzerland,Florence,Italy,46.23809814453125,6.108950138092041,43.810001,11.2051,482.8737170424614,117
HAJ,AMS,Hannover,Germany,Amsterdam,Netherlands,52.461101532,9.68507957458,52.308601,4.76389,334.3582032048429,89
HAJ,CDG,Hannover,Germany,Paris,France,52.461101532,9.68507957458,49.012798,2.55,631.2935076153527,152
HAM,AMS,Hamburg,Germany,Amsterdam,Netherlands,53.630401611328,9.988229751586902,52.308601,4.76389,379.356902650655,98
HAM,CDG,Hamburg,Germany,Paris,France,53.630401611328,9.988229751586902,49.012798,2.55,727.8466214152309,171
HEL,AMS,Helsinki,Finland,Amsterdam,Netherlands,60.317199707031,24.963300704956,52.308601,4.76389,1521.3038023878014,406
HUY,AMS,Humberside,United Kingdom,Amsterdam,Netherlands,53.57440185546875,-0.350832998752594,52.308601,4.76389,370.40267180023926,96
IAS,BLQ,Iasi,Romania,Bologna,Italy,47.17850112915039,27.6205997467041,44.5354,11.2887,1295.8597109810912,311
IAS,FCO,Iasi,Romania,Rome,Italy,47.17850112915039,27.6205997467041,41.8002778,12.2388889,1355.6290423355313,324
IAS,OTP,Iasi,Romania,Bucharest,Romania,47.17850112915039,27.6205997467041,44.5711111,26.085,313.33807800094706,85
IAS,TRN,Iasi,Romania,Torino,Italy,47.17850112915039,27.6205997467041,45.200802,7.64963,1548.606442281399,413
IBZ,MAD,Ibiza,Spain,Madrid,Spain,38.8728981018,1.3731199502899998,40.471926,-3.56264,458.2453336722028,113
KBP,FCO,Kiev,Ukraine,Rome,Italy,50.34500122070313,30.89469909667969,41.8002778,12.2388889,1716.991320138219,455
KIV,OTP,Chisinau,Moldova,Bucharest,Romania,46.92770004272461,28.93099975585937,44.5711111,26.085,342.6303455988091,91
KRS,AMS,Kristiansand,Norway,Amsterdam,Netherlands,58.204201,8.08537,52.308601,4.76389,688.3109979128823,163
LBA,AMS,Leeds,United Kingdom,Amsterdam,Netherlands,53.86589813232422,-1.6605700254440308,52.308601,4.76389,462.46370954605055,113
LCG,MAD,La Coruna,Spain,Madrid,Spain,43.302101,-8.37726,40.471926,-3.56264,507.6733678365395,122
LCY,FCO,London,United Kingdom,Rome,Italy,51.505299,0.0552779999999999,41.8002778,12.2388889,1420.7611101679856,338
LCY,LIN,London,United Kingdom,Milan,Italy,51.505299,0.0552779999999999,45.445099,9.27674,955.7925803908256,217
LGW,CTA,London,United Kingdom,Catania,Italy,51.148102,-0.190278,37.466801,15.0664,1938.2315847683635,510
LGW,PMO,London,United Kingdom,Palermo,Italy,51.148102,-0.190278,38.175999,13.091,1778.46436763901,470
LHR,FCO,London,United Kingdom,Rome,Italy,51.4706,-0.461941,41.8002778,12.2388889,1443.887182362798,343
LHR,LIN,London,United Kingdom,Milan,Italy,51.4706,-0.461941,45.445099,9.27674,980.6359727438182,222
LIN,AHO,Milan,Italy,Alghero,Italy,45.445099,9.27674,40.632099,8.29077,541.1341956042794,128
LIN,AMS,Milan,Italy,Amsterdam,Netherlands,45.445099,9.27674,52.308601,4.76389,831.0815977223816,192
LIN,BCN,Milan,Italy,Barcelona,Spain,45.445099,9.27674,41.2971,2.07846,741.969581883141,174
LIN,BDS,Milan,Italy,Brindisi,Italy,45.445099,9.27674,40.6576,17.947001,882.1711289002691,202
LIN,BRI,Milan,Italy,Bari,Italy,45.445099,9.27674,41.138901,16.760599,771.543921355814,180
LIN,BRU,Milan,Italy,Brussels,Belgium,45.445099,9.27674,50.9014015198,4.48443984985,702.7748139274194,166
LIN,CAG,Milan,Italy,Cagliari,Italy,45.445099,9.27674,39.251499,9.05428,688.938678657744,163
LIN,CDG,Milan,Italy,Paris,France,45.445099,9.27674,49.012798,2.55,644.0784820998286,154
LIN,CIY,Milan,Italy,Comiso,Italy,45.445099,9.27674,36.994601,14.607182,1039.4525296231454,254
LIN,CTA,Milan,Italy,Catania,Italy,45.445099,9.27674,37.466801,15.0664,1009.198232033304,248
LIN,FCO,Milan,Italy,Rome,Italy,45.445099,9.27674,41.8002778,12.2388889,470.1384278236581,115
LIN,FRA,Milan,Italy,Frankfurt,Germany,45.445099,9.27674,50.033333,8.570556,512.9072966085178,123
LIN,LCY,Milan,Italy,London,United Kingdom,45.445099,9.27674,51.505299,0.0552779999999999,955.7925803908256,217
LIN,LHR,Milan,Italy,London,United Kingdom,45.445099,9.27674,51.4706,-0.461941,980.6359727438182,222
LIN,NAP,Milan,Italy,Naples,Italy,45.445099,9.27674,40.886002000000005,14.2908,649.6150453262478,155
LIN,ORY,Milan,Italy,Paris,France,45.445099,9.27674,48.7233333,2.3794444,636.4680649834,153
LIN,OTP,Milan,Italy,Bucharest,Romania,45.445099,9.27674,44.5711111,26.085,1322.5362130610672,316
LIN,PMO,Milan,Italy,Palermo,Italy,45.445099,9.27674,38.175999,13.091,867.6345296255007,199
LIN,PRG,Milan,Italy,Prague,Czech Republic,45.445099,9.27674,50.1008,14.26,637.4049027571621,153
LIN,PSR,Milan,Italy,Pescara,Italy,45.445099,9.27674,42.431702,14.1811,516.0443799674665,124
LIN,REG,Milan,Italy,Reggio Calabria,Italy,45.445099,9.27674,38.071201,15.6516,974.9199182336366,220
LIN,SUF,Milan,Italy,Lamezia,Italy,45.445099,9.27674,38.905399,16.2423,925.6622957752454,211
LIN,TRS,Milan,Italy,Ronchi De Legionari,Italy,45.445099,9.27674,45.827499,13.4722,328.91174510819394,88
LIN,VIE,Milan,Italy,Vienna,Austria,45.445099,9.27674,48.110298156738,16.569700241089002,629.1126348190411,151
LIN,WAW,Milan,Italy,Warsaw,Poland,45.445099,9.27674,52.1656990051,20.9671001434,1133.9581827980762,275
LIS,BLQ,Lisbon,Portugal,Bologna,Italy,38.7813,-9.13592,44.5354,11.2887,1807.4271087637028,477
LIS,CDG,Lisbon,Portugal,Paris,France,38.7813,-9.13592,49.012798,2.55,1469.9641325155924,349
LIS,FCO,Lisbon,Portugal,Rome,Italy,38.7813,-9.13592,41.8002778,12.2388889,1838.744953311269,485
LIS,MXP,Lisbon,Portugal,Milano,Italy,38.7813,-9.13592,45.6306,8.728110000000001,1651.7070875747418,438
LIS,VCE,Lisbon,Portugal,Venice,Italy,38.7813,-9.13592,45.505299,12.3519,1915.3425005237384,504
LUX,FCO,Luxemburg,Luxembourg,Rome,Italy,49.6233333,6.204444400000001,41.8002778,12.2388889,987.2708206981512,223
