Source Airport IATA,Destination Airport IATA,Source City,Source Country,Destination City,Destination Country,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude,Distance,Estimated Cost
NCL,PSA,Newcastle,United Kingdom,Pisa,Italy,55.037498474121094,-1.6916699409484863,43.683899,10.3927,1531.4505175028526,408
NCL,RHO,Newcastle,United Kingdom,Rhodos,Greece,55.037498474121094,-1.6916699409484863,36.40539932250977,28.086200714111328,3062.271799466834,791
NCL,VCE,Newcastle,United Kingdom,Venice,Italy,55.037498474121094,-1.6916699409484863,45.505299,12.3519,1450.6497919167855,345
PMI,BFS,Palma de Mallorca,Spain,Belfast,United Kingdom,39.551700592,2.73881006241,54.6575012207,-6.21582984924,1807.8234001178355,477
PMI,BLK,Palma de Mallorca,Spain,Blackpool,United Kingdom,39.551700592,2.73881006241,53.77170181274414,-3.0286099910736084,1639.9499764736568,435
PMI,EDI,Palma de Mallorca,Spain,Edinburgh,United Kingdom,39.551700592,2.73881006241,55.95000076293945,-3.372499942779541,1877.9828198068533,495
PMI,EMA,Palma de Mallorca,Spain,East Midlands,United Kingdom,39.551700592,2.73881006241,52.8311004639,-1.32806003094,1508.7923507421192,403
PMI,GLA,Palma de Mallorca,Spain,Glasgow,United Kingdom,39.551700592,2.73881006241,55.8718986511,-4.43306016922,1889.9439381299676,498
PMI,LBA,Palma de Mallorca,Spain,Leeds,United Kingdom,39.551700592,2.73881006241,53.86589813232422,-1.6605700254440308,1625.828229470521,432
PMI,MAN,Palma de Mallorca,Spain,Manchester,United Kingdom,39.551700592,2.73881006241,53.35369873046875,-2.2749500274658203,1581.0523650059574,421
PMI,NCL,Palma de Mallorca,Spain,Newcastle,United Kingdom,39.551700592,2.73881006241,55.037498474121094,-1.6916699409484863,1753.170702176829,464
PRG,EDI,Prague,Czech Republic,Edinburgh,United Kingdom,50.1008,14.26,55.95000076293945,-3.372499942779541,1341.2881695675458,321
PRG,EMA,Prague,Czech Republic,East Midlands,United Kingdom,50.1008,14.26,52.8311004639,-1.32806003094,1119.155817009724,272
PRG,LBA,Prague,Czech Republic,Leeds,United Kingdom,50.1008,14.26,53.86589813232422,-1.6605700254440308,1164.7997870008876,282
PRG,MAN,Prague,Czech Republic,Manchester,United Kingdom,50.1008,14.26,53.35369873046875,-2.2749500274658203,1191.725682963112,288
PRG,NCL,Prague,Czech Republic,Newcastle,United Kingdom,50.1008,14.26,55.037498474121094,-1.6916699409484863,1206.0143028436662,291
PSA,LBA,Pisa,Italy,Leeds,United Kingdom,43.683899,10.3927,53.86589813232422,-1.6605700254440308,1431.8772352395636,341
PSA,MAN,Pisa,Italy,Manchester,United Kingdom,43.683899,10.3927,53.35369873046875,-2.2749500274658203,1419.3750184043884,338
PSA,NCL,Pisa,Italy,Newcastle,United Kingdom,43.683899,10.3927,55.037498474121094,-1.6916699409484863,1531.4505175028526,408
PUY,MAN,Pula,Croatia,Manchester,United Kingdom,44.89350128173828,13.922200202941896,53.35369873046875,-2.2749500274658203,1502.087696558249,401
RHO,EMA,Rhodos,Greece,East Midlands,United Kingdom,36.40539932250977,28.086200714111328,52.8311004639,-1.32806003094,2924.163603691349,757
RHO,GLA,Rhodos,Greece,Glasgow,United Kingdom,36.40539932250977,28.086200714111328,55.8718986511,-4.43306016922,3258.4147607101027,840
RHO,LBA,Rhodos,Greece,Leeds,United Kingdom,36.40539932250977,28.086200714111328,53.86589813232422,-1.6605700254440308,2996.9446944728056,775
RHO,MAN,Rhodos,Greece,Manchester,United Kingdom,36.40539932250977,28.086200714111328,53.35369873046875,-2.2749500274658203,3006.752853415506,777
RHO,NCL,Rhodos,Greece,Newcastle,United Kingdom,36.40539932250977,28.086200714111328,55.037498474121094,-1.6916699409484863,3062.271799466834,791
SPU,MAN,Split,Croatia,Manchester,United Kingdom,43.53889846801758,16.29800033569336,53.35369873046875,-2.2749500274658203,1742.5126394287502,461
TLS,MAN,Toulouse,France,Manchester,United Kingdom,43.629101,1.36382,53.35369873046875,-2.2749500274658203,1113.6971051290168,271
VCE,EDI,Venice,Italy,Edinburgh,United Kingdom,45.505299,12.3519,55.95000076293945,-3.372499942779541,1597.0603993213324,425
VCE,LBA,Venice,Italy,Leeds,United Kingdom,45.505299,12.3519,53.86589813232422,-1.6605700254440308,1366.8213722008977,326
VCE,MAN,Venice,Italy,Manchester,United Kingdom,45.505299,12.3519,53.35369873046875,-2.2749500274658203,1366.797698557415,326
VCE,NCL,Venice,Italy,Newcastle,United Kingdom,45.505299,12.3519,55.037498474121094,-1.6916699409484863,1450.6497919167855,345
VIE,MAN,Vienna,Austria,Manchester,United Kingdom,48.110298156738,16.569700241089002,53.35369873046875,-2.2749500274658203,1443.1748024476385,343
ZTH,LBA,Zakynthos,Greece,Leeds,United Kingdom,37.7509,20.8843,53.86589813232422,-1.6605700254440308,2481.8941777790333,646
ZTH,MAN,Zakynthos,Greece,Manchester,United Kingdom,37.7509,20.8843,53.35369873046875,-2.2749500274658203,2481.1760610751153,646
BRU,VNO,Brussels,Belgium,Vilnius,Lithuania,50.9014015198,4.48443984985,54.634102,25.285801,1453.5711603698535,345
CDG,VNO,Paris,France,Vilnius,Lithuania,49.012798,2.55,54.634102,25.285801,1673.649668965298,444
MUC,VNO,Munich,Germany,Vilnius,Lithuania,48.353802,11.7861,54.634102,25.285801,1163.4519742959883,281
PRG,VNO,Prague,Czech Republic,Vilnius,Lithuania,50.1008,14.26,54.634102,25.285801,900.912417796333,206
TLL,VNO,Tallinn-ulemiste International,Estonia,Vilnius,Lithuania,59.41329956049999,24.8327999115,54.634102,25.285801,532.1259529149631,127
TXL,VNO,Berlin,Germany,Vilnius,Lithuania,52.5597,13.2877,54.634102,25.285801,823.4988945407375,190
VNO,BRU,Vilnius,Lithuania,Brussels,Belgium,54.634102,25.285801,50.9014015198,4.48443984985,1453.5711603698535,345
VNO,CDG,Vilnius,Lithuania,Paris,France,54.634102,25.285801,49.012798,2.55,1673.649668965298,444
VNO,MUC,Vilnius,Lithuania,Munich,Germany,54.634102,25.285801,48.353802,11.7861,1163.4519742959883,281
VNO,PRG,Vilnius,Lithuania,Prague,Czech Republic,54.634102,25.285801,50.1008,14.26,900.912417796333,206
VNO,TLL,Vilnius,Lithuania,Tallinn-ulemiste International,Estonia,54.634102,25.285801,59.41329956049999,24.8327999115,532.1259529149631,127
VNO,TXL,Vilnius,Lithuania,Berlin,Germany,54.634102,25.285801,52.5597,13.2877,823.4988945407375,190
AGP,GVA,Malaga,Spain,Geneva,Switzerland,36.67490005493164,-4.499110221862793,46.23809814453125,6.108950138092041,1380.3035010719727,329
AGP,ZRH,Malaga,Spain,Zurich,Switzerland,36.67490005493164,-4.499110221862793,47.464699,8.54917,1607.915678264168,427
AMS,ZRH,Amsterdam,Netherlands,Zurich,Switzerland,52.308601,4.76389,47.464699,8.54917,602.8328984904839,146
ARN,GVA,Stockholm,Sweden,Geneva,Switzerland,59.65190124511699,17.918600082397,46.23809814453125,6.108950138092041,1682.70175111532,446
ARN,ZRH,Stockholm,Sweden,Zurich,Switzerland,59.65190124511699,17.918600082397,47.464699,8.54917,1486.4249976810625,353
ATH,GVA,Athens,Greece,Geneva,Switzerland,37.9364013672,23.944499969499997,46.23809814453125,6.108950138092041,1731.2861242598267,458
ATH,ZRH,Athens,Greece,Zurich,Switzerland,37.9364013672,23.944499969499997,47.464699,8.54917,1639.4862516504052,435
AYT,ZRH,Antalya,Turkey,Zurich,Switzerland,36.898701,30.800501,47.464699,8.54917,2165.571145859899,567
BCN,BSL,Barcelona,Spain,Mulhouse,France,41.2971,2.07846,47.59,7.5291667,822.2368145146618,190
BCN,GVA,Barcelona,Spain,Geneva,Switzerland,41.2971,2.07846,46.23809814453125,6.108950138092041,637.4468259188732,153
BCN,ZRH,Barcelona,Spain,Zurich,Switzerland,41.2971,2.07846,47.464699,8.54917,856.5296912872806,197
BEG,GVA,Belgrade,Serbia,Geneva,Switzerland,44.8184013367,20.3090991974,46.23809814453125,6.108950138092041,1115.8309219499836,271
BEG,ZRH,Belgrade,Serbia,Zurich,Switzerland,44.8184013367,20.3090991974,47.464699,8.54917,951.5111325020456,216
BHX,ZRH,Birmingham,United Kingdom,Zurich,Switzerland,52.4538993835,-1.7480299472799998,47.464699,8.54917,920.7148318979704,210
BRU,BSL,Brussels,Belgium,Mulhouse,France,50.9014015198,4.48443984985,47.59,7.5291667,429.3628924132725,107
BRU,GVA,Brussels,Belgium,Geneva,Switzerland,50.9014015198,4.48443984985,46.23809814453125,6.108950138092041,532.0973950753605,127
BRU,LIN,Brussels,Belgium,Milan,Italy,50.9014015198,4.48443984985,45.445099,9.27674,702.7748139274194,166
BRU,ZRH,Brussels,Belgium,Zurich,Switzerland,50.9014015198,4.48443984985,47.464699,8.54917,482.8684409593791,117
BSL,BCN,Mulhouse,France,Barcelona,Spain,47.59,7.5291667,41.2971,2.07846,822.2368145146618,190
BSL,BRU,Mulhouse,France,Brussels,Belgium,47.59,7.5291667,50.9014015198,4.48443984985,429.3628924132725,107
BSL,FCO,Mulhouse,France,Rome,Italy,47.59,7.5291667,41.8002778,12.2388889,743.3358108928942,174
BSL,FRA,Mulhouse,France,Frankfurt,Germany,47.59,7.5291667,50.033333,8.570556,282.1773599943638,79
BSL,HAM,Mulhouse,France,Hamburg,Germany,47.59,7.5291667,53.630401611328,9.988229751586902,693.6023707676009,164
BSL,LCY,Mulhouse,France,London,United Kingdom,47.59,7.5291667,51.505299,0.0552779999999999,692.4313872833109,164
BSL,MUC,Mulhouse,France,Munich,Germany,47.59,7.5291667,48.353802,11.7861,328.0390028481247,88
BSL,PRG,Mulhouse,France,Prague,Czech Republic,47.59,7.5291667,50.1008,14.26,565.8549297385513,133
BSL,VIE,Mulhouse,France,Vienna,Austria,47.59,7.5291667,48.110298156738,16.569700241089002,676.6846495106556,161
BUD,ZRH,Budapest,Hungary,Zurich,Switzerland,47.429759999999995,19.261093,47.464699,8.54917,804.8835740224421,186
CDG,GVA,Paris,France,Geneva,Switzerland,49.012798,2.55,46.23809814453125,6.108950138092041,407.7421156726049,103
CDG,ZRH,Paris,France,Zurich,Switzerland,49.012798,2.55,47.464699,8.54917,476.3092237878406,116
CGN,ZRH,Cologne,Germany,Zurich,Switzerland,50.8658981323,7.1427397728,47.464699,8.54917,391.75684624557147,100
CPH,GVA,Copenhagen,Denmark,Geneva,Switzerland,55.617900848389,12.656000137329,46.23809814453125,6.108950138092041,1138.2512493282225,276
CPH,ZRH,Copenhagen,Denmark,Zurich,Switzerland,55.617900848389,12.656000137329,47.464699,8.54917,949.6183734199896,215
CTA,GVA,Catania,Italy,Geneva,Switzerland,37.466801,15.0664,46.23809814453125,6.108950138092041,1223.7276324907957,295
CTA,ZRH,Catania,Italy,Zurich,Switzerland,37.466801,15.0664,47.464699,8.54917,1232.477009919447,297
DBV,ZRH,Dubrovnik,Croatia,Zurich,Switzerland,42.5614013671875,18.268199920654297,47.464699,8.54917,937.4632629953852,213
DUB,ZRH,Dublin,Ireland,Zurich,Switzerland,53.421299,-6.27007,47.464699,8.54917,1237.317889715326,298
DUS,ZRH,Duesseldorf,Germany,Zurich,Switzerland,51.289501,6.766780000000001,47.464699,8.54917,444.407164773976,110
FCO,BSL,Rome,Italy,Mulhouse,France,41.8002778,12.2388889,47.59,7.5291667,743.3358108928942,174
FCO,GVA,Rome,Italy,Geneva,Switzerland,41.8002778,12.2388889,46.23809814453125,6.108950138092041,695.1199272533684,165
FCO,ZRH,Rome,Italy,Zurich,Switzerland,41.8002778,12.2388889,47.464699,8.54917,694.027191909743,164
FLR,ZRH,Florence,Italy,Zurich,Switzerland,43.810001,11.2051,47.464699,8.54917,455.7660881919203,112
FNC,ZRH,Funchal,Portugal,Zurich,Switzerland,32.697899,-16.7745,47.464699,8.54917,2688.0863256636267,698
FRA,BSL,Frankfurt,Germany,Mulhouse,France,50.033333,8.570556,47.59,7.5291667,282.1773599943638,79
FRA,GVA,Frankfurt,Germany,Geneva,Switzerland,50.033333,8.570556,46.23809814453125,6.108950138092041,459.7838079254905,113
FRA,ZRH,Frankfurt,Germany,Zurich,Switzerland,50.033333,8.570556,47.464699,8.54917,285.6233694742406,80
GVA,AGP,Geneva,Switzerland,Malaga,Spain,46.23809814453125,6.108950138092041,36.67490005493164,-4.499110221862793,1380.3035010719727,329
GVA,ARN,Geneva,Switzerland,Stockholm,Sweden,46.23809814453125,6.108950138092041,59.65190124511699,17.918600082397,1682.70175111532,446
GVA,ATH,Geneva,Switzerland,Athens,Greece,46.23809814453125,6.108950138092041,37.9364013672,23.944499969499997,1731.2861242598267,458
GVA,BCN,Geneva,Switzerland,Barcelona,Spain,46.23809814453125,6.108950138092041,41.2971,2.07846,637.4468259188732,153
GVA,BEG,Geneva,Switzerland,Belgrade,Serbia,46.23809814453125,6.108950138092041,44.8184013367,20.3090991974,1115.8309219499836,271
GVA,BRU,Geneva,Switzerland,Brussels,Belgium,46.23809814453125,6.108950138092041,50.9014015198,4.48443984985,532.0973950753605,127
GVA,CDG,Geneva,Switzerland,Paris,France,46.23809814453125,6.108950138092041,49.012798,2.55,407.7421156726049,103
GVA,CPH,Geneva,Switzerland,Copenhagen,Denmark,46.23809814453125,6.108950138092041,55.617900848389,12.656000137329,1138.2512493282225,276
GVA,CTA,Geneva,Switzerland,Catania,Italy,46.23809814453125,6.108950138092041,37.466801,15.0664,1223.7276324907957,295
GVA,FCO,Geneva,Switzerland,Rome,Italy,46.23809814453125,6.108950138092041,41.8002778,12.2388889,695.1199272533684,165
GVA,FRA,Geneva,Switzerland,Frankfurt,Germany,46.23809814453125,6.108950138092041,50.033333,8.570556,459.7838079254905,113
GVA,HER,Geneva,Switzerland,Heraklion,Greece,46.23809814453125,6.108950138092041,35.3396987915,25.1802997589,2002.7644723920955,526
GVA,LCY,Geneva,Switzerland,London,United Kingdom,46.23809814453125,6.108950138092041,51.505299,0.0552779999999999,733.6720563620095,172
GVA,LHR,Geneva,Switzerland,London,United Kingdom,46.23809814453125,6.108950138092041,51.4706,-0.461941,754.127175440973,176
GVA,LIS,Geneva,Switzerland,Lisbon,Portugal,46.23809814453125,6.108950138092041,38.7813,-9.13592,1495.6696091857966,355
GVA,MAD,Geneva,Switzerland,Madrid,Spain,46.23809814453125,6.108950138092041,40.471926,-3.56264,1009.9401916228252,248
GVA,MUC,Geneva,Switzerland,Munich,Germany,46.23809814453125,6.108950138092041,48.353802,11.7861,488.3332908006938,118
GVA,NCE,Geneva,Switzerland,Nice,France,46.23809814453125,6.108950138092041,43.658401489300005,7.215869903560001,299.7761194238997,82
GVA,OLB,Geneva,Switzerland,Olbia,Italy,46.23809814453125,6.108950138092041,40.898701,9.51763,653.9892107145424,156
GVA,OPO,Geneva,Switzerland,Porto,Portugal,46.23809814453125,6.108950138092041,41.2481002808,-8.68138980865,1308.609332731167,313
GVA,PMI,Geneva,Switzerland,Palma de Mallorca,Spain,46.23809814453125,6.108950138092041,39.551700592,2.73881006241,792.3610894639517,184
GVA,PRG,Geneva,Switzerland,Prague,Czech Republic,46.23809814453125,6.108950138092041,50.1008,14.26,740.859601015594,174
GVA,PRN,Geneva,Switzerland,Pristina,Serbia,46.23809814453125,6.108950138092041,42.5728,21.035801,1251.551833947327,301
GVA,VIE,Geneva,Switzerland,Vienna,Austria,46.23809814453125,6.108950138092041,48.110298156738,16.569700241089002,816.9195933155853,189
GVA,WAW,Geneva,Switzerland,Warsaw,Poland,46.23809814453125,6.108950138092041,52.1656990051,20.9671001434,1261.2709859861473,303
GVA,ZRH,Geneva,Switzerland,Zurich,Switzerland,46.23809814453125,6.108950138092041,47.464699,8.54917,230.2812584878578,69
HAJ,ZRH,Hannover,Germany,Zurich,Switzerland,52.461101532,9.68507957458,47.464699,8.54917,561.4649131400646,132
HAM,BSL,Hamburg,Germany,Mulhouse,France,53.630401611328,9.988229751586902,47.59,7.5291667,693.6023707676009,164
HAM,ZRH,Hamburg,Germany,Zurich,Switzerland,53.630401611328,9.988229751586902,47.464699,8.54917,693.0545681128923,164
HER,GVA,Heraklion,Greece,Geneva,Switzerland,35.3396987915,25.1802997589,46.23809814453125,6.108950138092041,2002.7644723920955,526
HER,ZRH,Heraklion,Greece,Zurich,Switzerland,35.3396987915,25.1802997589,47.464699,8.54917,1926.644314913008,507
KBP,ZRH,Kiev,Ukraine,Zurich,Switzerland,50.34500122070313,30.89469909667969,47.464699,8.54917,1657.6992426714132,440
LCY,BSL,London,United Kingdom,Mulhouse,France,51.505299,0.0552779999999999,47.59,7.5291667,692.4313872833109,164
LCY,GVA,London,United Kingdom,Geneva,Switzerland,51.505299,0.0552779999999999,46.23809814453125,6.108950138092041,733.6720563620095,172
LCY,ZRH,London,United Kingdom,Zurich,Switzerland,51.505299,0.0552779999999999,47.464699,8.54917,759.7016521989095,177
LHR,GVA,London,United Kingdom,Geneva,Switzerland,51.4706,-0.461941,46.23809814453125,6.108950138092041,754.127175440973,176
LHR,ZRH,London,United Kingdom,Zurich,Switzerland,51.4706,-0.461941,47.464699,8.54917,788.0669351500638,183
LIN,BRU,Milan,Italy,Brussels,Belgium,45.445099,9.27674,50.9014015198,4.48443984985,702.7748139274194,166
LIS,GVA,Lisbon,Portugal,Geneva,Switzerland,38.7813,-9.13592,46.23809814453125,6.108950138092041,1495.6696091857966,355
LIS,ZRH,Lisbon,Portugal,Zurich,Switzerland,38.7813,-9.13592,47.464699,8.54917,1723.4915648614706,456
LJU,ZRH,Ljubljana,Slovenia,Zurich,Switzerland,46.223701,14.4576,47.464699,8.54917,469.9410827037414,115
LUG,ZRH,Lugano,Switzerland,Zurich,Switzerland,46.00429916379999,8.9105796814,47.464699,8.54917,164.70779299229395,57
LUX,ZRH,Luxemburg,Luxembourg,Zurich,Switzerland,49.6233333,6.204444400000001,47.464699,8.54917,295.6155711606739,82
LYS,ZRH,Lyon,France,Zurich,Switzerland,45.725556,5.081111,47.464699,8.54917,327.99389524460395,88
MAD,GVA,Madrid,Spain,Geneva,Switzerland,40.471926,-3.56264,46.23809814453125,6.108950138092041,1009.9401916228252,248
MAD,ZRH,Madrid,Spain,Zurich,Switzerland,40.471926,-3.56264,47.464699,8.54917,1240.17614312031,298
MAN,ZRH,Manchester,United Kingdom,Zurich,Switzerland,53.35369873046875,-2.2749500274658203,47.464699,8.54917,1006.6422681693174,247
MLA,ZRH,Malta,Malta,Zurich,Switzerland,35.857498,14.4775,47.464699,8.54917,1380.3781472100106,329
MUC,BSL,Munich,Germany,Mulhouse,France,48.353802,11.7861,47.59,7.5291667,328.0390028481247,88
MUC,GVA,Munich,Germany,Geneva,Switzerland,48.353802,11.7861,46.23809814453125,6.108950138092041,488.3332908006938,118
MUC,ZRH,Munich,Germany,Zurich,Switzerland,48.353802,11.7861,47.464699,8.54917,260.70712582073253,75
MXP,ZRH,Milano,Italy,Zurich,Switzerland,45.6306,8.728110000000001,47.464699,8.54917,204.4009205858461,64
NCE,GVA,Nice,France,Geneva,Switzerland,43.658401489300005,7.215869903560001,46.23809814453125,6.108950138092041,299.7761194238997,82
NCE,ZRH,Nice,France,Zurich,Switzerland,43.658401489300005,7.215869903560001,47.464699,8.54917,435.7647127117167,108
NUE,ZRH,Nuernberg,Germany,Zurich,Switzerland,49.498699,11.078056,47.464699,8.54917,293.045404004292,81
OLB,GVA,Olbia,Italy,Geneva,Switzerland,40.898701,9.51763,46.23809814453125,6.108950138092041,653.9892107145424,156
OPO,GVA,Porto,Portugal,Geneva,Switzerland,41.2481002808,-8.68138980865,46.23809814453125,6.108950138092041,1308.609332731167,313
OPO,ZRH,Porto,Portugal,Zurich,Switzerland,41.2481002808,-8.68138980865,47.464699,8.54917,1529.8497722158747,408
OSL,ZRH,Oslo,Norway,Zurich,Switzerland,60.121,11.0502,47.464699,8.54917,1416.6146531419463,337
OTP,ZRH,Bucharest,Romania,Zurich,Switzerland,44.5711111,26.085,47.464699,8.54917,1388.5107393622714,331
PMI,GVA,Palma de Mallorca,Spain,Geneva,Switzerland,39.551700592,2.73881006241,46.23809814453125,6.108950138092041,792.3610894639517,184
PMI,ZRH,Palma de Mallorca,Spain,Zurich,Switzerland,39.551700592,2.73881006241,47.464699,8.54917,996.1875707085138,225
PRG,BSL,Prague,Czech Republic,Mulhouse,France,50.1008,14.26,47.59,7.5291667,565.8549297385513,133
PRG,GVA,Prague,Czech Republic,Geneva,Switzerland,50.1008,14.26,46.23809814453125,6.108950138092041,740.859601015594,174
PRG,ZRH,Prague,Czech Republic,Zurich,Switzerland,50.1008,14.26,47.464699,8.54917,510.6496277454133,123
PRN,GVA,Pristina,Serbia,Geneva,Switzerland,42.5728,21.035801,46.23809814453125,6.108950138092041,1251.551833947327,301
PRN,ZRH,Pristina,Serbia,Zurich,Switzerland,42.5728,21.035801,47.464699,8.54917,1120.222553119081,272
SKP,ZRH,Skopje,Macedonia,Zurich,Switzerland,41.961601,21.621401,47.464699,8.54917,1198.2981048409072,289
SPU,ZRH,Split,Croatia,Zurich,Switzerland,43.53889846801758,16.29800033569336,47.464699,8.54917,744.5740878784782,174
STR,ZRH,Stuttgart,Germany,Zurich,Switzerland,48.6898994446,9.22196006775,47.464699,8.54917,145.11416226507035,53
TXL,ZRH,Berlin,Germany,Zurich,Switzerland,52.5597,13.2877,47.464699,8.54917,659.6807754965574,157
VCE,ZRH,Venice,Italy,Zurich,Switzerland,45.505299,12.3519,47.464699,8.54917,363.571411968907,95
VIE,BSL,Vienna,Austria,Mulhouse,France,48.110298156738,16.569700241089002,47.59,7.5291667,676.6846495106556,161
VIE,GVA,Vienna,Austria,Geneva,Switzerland,48.110298156738,16.569700241089002,46.23809814453125,6.108950138092041,816.9195933155853,189
VIE,ZRH,Vienna,Austria,Zurich,Switzerland,48.110298156738,16.569700241089002,47.464699,8.54917,603.2164893813414,146
VLC,ZRH,Valencia,Spain,Zurich,Switzerland,39.4893,-0.481625,47.464699,8.54917,1146.185406743572,278
WAW,GVA,Warsaw,Poland,Geneva,Switzerland,52.1656990051,20.9671001434,46.23809814453125,6.108950138092041,1261.2709859861473,303
WAW,ZRH,Warsaw,Poland,Zurich,Switzerland,52.1656990051,20.9671001434,47.464699,8.54917,1030.993681423425,252
ZAG,ZRH,Zagreb,Croatia,Zurich,Switzerland,45.742900848400005,16.0687999725,47.464699,8.54917,605.2321382968404,147
ZRH,AGP,Zurich,Switzerland,Malaga,Spain,47.464699,8.54917,36.67490005493164,-4.499110221862793,1607.915678264168,427
ZRH,AMS,Zurich,Switzerland,Amsterdam,Netherlands,47.464699,8.54917,52.308601,4.76389,602.8328984904839,146
ZRH,ARN,Zurich,Switzerland,Stockholm,Sweden,47.464699,8.54917,59.65190124511699,17.918600082397,1486.4249976810625,353
ZRH,ATH,Zurich,Switzerland,Athens,Greece,47.464699,8.54917,37.9364013672,23.944499969499997,1639.4862516504052,435
ZRH,AYT,Zurich,Switzerland,Antalya,Turkey,47.464699,8.54917,36.898701,30.800501,2165.571145859899,567
ZRH,BCN,Zurich,Switzerland,Barcelona,Spain,47.464699,8.54917,41.2971,2.07846,856.5296912872806,197
ZRH,BEG,Zurich,Switzerland,Belgrade,Serbia,47.464699,8.54917,44.8184013367,20.3090991974,951.5111325020456,216
ZRH,BHX,Zurich,Switzerland,Birmingham,United Kingdom,47.464699,8.54917,52.4538993835,-1.7480299472799998,920.7148318979704,210
ZRH,BRU,Zurich,Switzerland,Brussels,Belgium,47.464699,8.54917,50.9014015198,4.48443984985,482.8684409593791,117
ZRH,BUD,Zurich,Switzerland,Budapest,Hungary,47.464699,8.54917,47.429759999999995,19.261093,804.8835740224421,186
ZRH,CDG,Zurich,Switzerland,Paris,France,47.464699,8.54917,49.012798,2.55,476.3092237878406,116
ZRH,CGN,Zurich,Switzerland,Cologne,Germany,47.464699,8.54917,50.8658981323,7.1427397728,391.75684624557147,100
ZRH,CPH,Zurich,Switzerland,Copenhagen,Denmark,47.464699,8.54917,55.617900848389,12.656000137329,949.6183734199896,215
ZRH,CTA,Zurich,Switzerland,Catania,Italy,47.464699,8.54917,37.466801,15.0664,1232.477009919447,297
ZRH,DBV,Zurich,Switzerland,Dubrovnik,Croatia,47.464699,8.54917,42.5614013671875,18.268199920654297,937.4632629953852,213
ZRH,DUB,Zurich,Switzerland,Dublin,Ireland,47.464699,8.54917,53.421299,-6.27007,1237.317889715326,298
ZRH,DUS,Zurich,Switzerland,Duesseldorf,Germany,47.464699,8.54917,51.289501,6.766780000000001,444.407164773976,110
ZRH,FCO,Zurich,Switzerland,Rome,Italy,47.464699,8.54917,41.8002778,12.2388889,694.027191909743,164
ZRH,FLR,Zurich,Switzerland,Florence,Italy,47.464699,8.54917,43.810001,11.2051,455.7660881919203,112
ZRH,FNC,Zurich,Switzerland,Funchal,Portugal,47.464699,8.54917,32.697899,-16.7745,2688.0863256636267,698
ZRH,FRA,Zurich,Switzerland,Frankfurt,Germany,47.464699,8.54917,50.033333,8.570556,285.6233694742406,80
ZRH,GVA,Zurich,Switzerland,Geneva,Switzerland,47.464699,8.54917,46.23809814453125,6.108950138092041,230.2812584878578,69
ZRH,HAJ,Zurich,Switzerland,Hannover,Germany,47.464699,8.54917,52.461101532,9.68507957458,561.4649131400646,132
ZRH,HAM,Zurich,Switzerland,Hamburg,Germany,47.464699,8.54917,53.630401611328,9.988229751586902,693.0545681128923,164
ZRH,HER,Zurich,Switzerland,Heraklion,Greece,47.464699,8.54917,35.3396987915,25.1802997589,1926.644314913008,507
ZRH,KBP,Zurich,Switzerland,Kiev,Ukraine,47.464699,8.54917,50.34500122070313,30.89469909667969,1657.6992426714132,440
ZRH,LCY,Zurich,Switzerland,London,United Kingdom,47.464699,8.54917,51.505299,0.0552779999999999,759.7016521989095,177
ZRH,LHR,Zurich,Switzerland,London,United Kingdom,47.464699,8.54917,51.4706,-0.461941,788.0669351500638,183
ZRH,LIS,Zurich,Switzerland,Lisbon,Portugal,47.464699,8.54917,38.7813,-9.13592,1723.4915648614706,456
ZRH,LJU,Zurich,Switzerland,Ljubljana,Slovenia,47.464699,8.54917,46.223701,14.4576,469.9410827037414,115
ZRH,LUG,Zurich,Switzerland,Lugano,Switzerland,47.464699,8.54917,46.00429916379999,8.9105796814,164.70779299229395,57
ZRH,LUX,Zurich,Switzerland,Luxemburg,Luxembourg,47.464699,8.54917,49.6233333,6.204444400000001,295.6155711606739,82
ZRH,LYS,Zurich,Switzerland,Lyon,France,47.464699,8.54917,45.725556,5.081111,327.99389524460395,88
ZRH,MAD,Zurich,Switzerland,Madrid,Spain,47.464699,8.54917,40.471926,-3.56264,1240.17614312031,298
ZRH,MAN,Zurich,Switzerland,Manchester,United Kingdom,47.464699,8.54917,53.35369873046875,-2.2749500274658203,1006.6422681693174,247
ZRH,MLA,Zurich,Switzerland,Malta,Malta,47.464699,8.54917,35.857498,14.4775,1380.3781472100106,329
ZRH,MUC,Zurich,Switzerland,Munich,Germany,47.464699,8.54917,48.353802,11.7861,260.70712582073253,75
ZRH,MXP,Zurich,Switzerland,Milano,Italy,47.464699,8.54917,45.6306,8.728110000000001,204.4009205858461,64
ZRH,NCE,Zurich,Switzerland,Nice,France,47.464699,8.54917,43.658401489300005,7.215869903560001,435.7647127117167,108
ZRH,NUE,Zurich,Switzerland,Nuernberg,Germany,47.464699,8.54917,49.498699,11.078056,293.045404004292,81
ZRH,OPO,Zurich,Switzerland,Porto,Portugal,47.464699,8.54917,41.2481002808,-8.68138980865,1529.8497722158747,408
ZRH,OSL,Zurich,Switzerland,Oslo,Norway,47.464699,8.54917,60.121,11.0502,1416.6146531419463,337
ZRH,OTP,Zurich,Switzerland,Bucharest,Romania,47.464699,8.54917,44.5711111,26.085,1388.5107393622714,331
